CALLE;NUMERO;M2;DOLARES;U_S_M2;PESOS;PESOS_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
MIRO;100;78;170000;2179.5;;0.0;4;10;FRENTE;;;;;;CABALLITO;6;-58.44935331632437;-34.624949482141261
MIRO;100;83;189000;2277.1;;0.0;3;15;CONTRAFRENTE;SI;;1;SI;BALCON;CABALLITO;6;-58.44935331632437;-34.624949482141261
MIRO;100;94;205000;2180.9;;0.0;4;0;FRENTE;;SI;2;;;CABALLITO;6;-58.44935331632437;-34.624949482141261
MIRO;100;200;390000;1950.0;;0.0;4;4;FRENTE;;SI;;SI;;CABALLITO;6;-58.44935331632437;-34.624949482141261
MIRO;200;32;73000;2281.3;;0.0;2;0;FRENTE;;;1;SI;;CABALLITO;6;-58.44896529239967;-34.625931176363537
MIRO;200;49;122000;2489.8;;0.0;2;0;FRENTE;;;;;;CABALLITO;6;-58.44896529239967;-34.625931176363537
MIRO;200;79;214500;2715.2;;0.0;3;0;CONTRAFRENTE;;;;;;CABALLITO;6;-58.44896529239967;-34.625931176363537
MIRO;200;86;221000;2569.8;;0.0;3;0;CONTRAFRENTE;;SI;2;;;CABALLITO;6;-58.44896529239967;-34.625931176363537
MIRO;200;117;305000;2606.8;;0.0;3;0;FRENTE;;SI;2;;;CABALLITO;6;-58.44896529239967;-34.625931176363537
MIRO;200;122;354000;2901.6;;0.0;3;0;FRENTE;;;2;;;CABALLITO;6;-58.44896529239967;-34.625931176363537
MIRO;200;126;301000;2388.9;;0.0;3;0;FRENTE;;SI;2;;;CABALLITO;6;-58.44896529239967;-34.625931176363537
MIRO;200;127;315000;2480.3;;0.0;3;0;FRENTE;;;;;;CABALLITO;6;-58.44896529239967;-34.625931176363537
MIRO;200;128;310000;2421.9;;0.0;3;0;FRENTE;;;2;;;CABALLITO;6;-58.44896529239967;-34.625931176363537
MIRO;200;159;470000;2956.0;;0.0;4;0;FRENTE;SI;;2;;;CABALLITO;6;-58.44896529239967;-34.625931176363537
MIRO;300;43;80000;1860.5;;0.0;2;60;FRENTE;;;;;;CABALLITO;6;-58.448636739445149;-34.626762409279578
MIRO;400;119;390000;3277.3;;0.0;4;2;FRENTE;;;;;;CABALLITO;6;-58.448262583687011;-34.627708915329315
MIRO;500;45;110000;2444.4;;0.0;2;2;FRENTE;;;;;;CABALLITO;6;-58.447849563364635;-34.628753710544544
MIRO;500;47;142000;3021.3;;0.0;2;7;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.447849563364635;-34.628753710544544
MIRO;700;90;159000;1766.7;;0.0;4;40;FRENTE;;;2;SI;BALCON;PARQUE CHACABUCO;7;-58.446445623855602;-34.631330587931778
MIRO;800;36;87000;2416.7;;0.0;0;0;FRENTE;;;;;BALCON;PARQUE CHACABUCO;7;-58.445856940553405;-34.632244307473307
MISIONES;100;32;41000;1281.3;;0.0;1;99;INTERNO;;;1;;;BALVANERA;3;-58.404327894437856;-34.611167209080229
MISIONES;100;60;77760;1296.0;500000;8333.3;2;0;INTERNO;;;1;;;BALVANERA;3;-58.404327894437856;-34.611167209080229
MISIONES;300;29;60000;2069.0;;0.0;1;40;FRENTE;;;1;;BALCON;BALVANERA;3;-58.404056272909493;-34.613380850701091
MISIONES;300;57;98800;1733.3;;0.0;3;40;FRENTE;;;;;;BALVANERA;3;-58.404056272909493;-34.613380850701091
MISTRAL, GABRIELA;2100;42;89000;2119.0;;0.0;2;3;CONTRAFRENTE;;;1;;BALCON;VILLA PUEYRREDON;12;-58.492567728198502;-34.581610698809349
MISTRAL, GABRIELA;2200;43;82000;1907.0;;0.0;1;0;FRENTE;;;1;;;VILLA PUEYRREDON;12;-58.493392481137519;-34.58228927336507
MISTRAL, GABRIELA;2200;62;142000;2290.3;;0.0;3;0;FRENTE;;;2;;BALCON;VILLA PUEYRREDON;12;-58.493392481137519;-34.58228927336507
MISTRAL, GABRIELA;2200;64;160000;2500.0;;0.0;3;5;CONTRAFRENTE;;SI;3;;BALCON;VILLA PUEYRREDON;12;-58.493392481137519;-34.58228927336507
MISTRAL, GABRIELA;2300;43;108000;2511.6;;0.0;2;7;CONTRAFRENTE;;SI;1;;BALCON;VILLA PUEYRREDON;12;-58.494519716031668;-34.582986820084969
MISTRAL, GABRIELA;2500;32;72000;2250.0;;0.0;1;2;CONTRAFRENTE;;;1;;BALCON;VILLA PUEYRREDON;12;-58.496789046787349;-34.584391208886331
MISTRAL, GABRIELA;2500;60;145000;2416.7;;0.0;3;5;;;;1;;;VILLA PUEYRREDON;12;-58.496789046787349;-34.584391208886331
MISTRAL, GABRIELA;2600;36;62000;1722.2;;0.0;1;0;;;;;;BALCON;VILLA PUEYRREDON;12;-58.497918835863061;-34.585090355451598
MISTRAL, GABRIELA;2700;33;79600;2412.1;;0.0;1;0;CONTRAFRENTE;;SI;1;;BALCON;VILLA PUEYRREDON;12;-58.499052841106085;-34.585792093853101
MISTRAL, GABRIELA;2700;38;65000;1710.5;;0.0;1;0;;;;1;;BALCON;VILLA PUEYRREDON;12;-58.499052841106085;-34.585792093853101
MISTRAL, GABRIELA;2700;59;166407;2820.5;1070000;18135.6;2;0;CONTRAFRENTE;;;1;;BALCON;VILLA PUEYRREDON;12;-58.499052841106085;-34.585792093853101
MISTRAL, GABRIELA;2800;34;68900;2026.5;;0.0;1;0;CONTRAFRENTE;;;1;;BALCON;VILLA PUEYRREDON;12;-58.500215029572935;-34.586511081148863
MISTRAL, GABRIELA;2800;38;61000;1605.3;;0.0;1;0;CONTRAFRENTE;;;;;;VILLA PUEYRREDON;12;-58.500215029572935;-34.586511081148863
MISTRAL, GABRIELA;2800;48;88000;1833.3;;0.0;2;0;FRENTE;;;1;SI;BALCON;VILLA PUEYRREDON;12;-58.500215029572935;-34.586511081148863
MISTRAL, GABRIELA;2900;35;73000;2085.7;;0.0;1;1;FRENTE;;;1;;BALCON;VILLA PUEYRREDON;12;-58.501324106916314;-34.587196658342258
MISTRAL, GABRIELA;3000;65;150000;2307.7;;0.0;3;6;FRENTE;;;2;SI;BALCON;VILLA PUEYRREDON;12;-58.502606516612879;-34.587989273245981
MISTRAL, GABRIELA;3000;66;134000;2030.3;;0.0;3;7;FRENTE;;;1;;BALCON;VILLA PUEYRREDON;12;-58.502606516612879;-34.587989273245981
MISTRAL, GABRIELA;3100;31;58000;1871.0;;0.0;1;0;CONTRAFRENTE;;;1;;BALCON;VILLA PUEYRREDON;12;-58.503945168491235;-34.588816620175372
MISTRAL, GABRIELA;3100;43;105000;2441.9;;0.0;2;0;FRENTE;;SI;;;BALCON;VILLA PUEYRREDON;12;-58.503945168491235;-34.588816620175372
MISTRAL, GABRIELA;3100;71;147000;2070.4;;0.0;3;10;FRENTE;;;2;SI;BALCON;VILLA PUEYRREDON;12;-58.503945168491235;-34.588816620175372
MISTRAL, GABRIELA;3200;40;78000;1950.0;;0.0;1;0;FRENTE;;;1;;BALCON;VILLA PUEYRREDON;12;-58.505296159344987;-34.589651514824212
MISTRAL, GABRIELA;3200;67;116000;1731.3;;0.0;3;0;CONTRAFRENTE;;;1;;BALCON;VILLA PUEYRREDON;12;-58.505296159344987;-34.589651514824212
MISTRAL, GABRIELA;3200;70;130000;1857.1;;0.0;3;0;CONTRAFRENTE;;;1;;BALCON;VILLA PUEYRREDON;12;-58.505296159344987;-34.589651514824212
MISTRAL, GABRIELA;3200;84;165000;1964.3;;0.0;4;0;FRENTE;;;2;;BALCON;VILLA PUEYRREDON;12;-58.505296159344987;-34.589651514824212
MISTRAL, GABRIELA;3300;49;110000;2244.9;;0.0;1;0;CONTRAFRENTE;;SI;;;BALCON;VILLA PUEYRREDON;12;-58.506592800615415;-34.590451558371029
MISTRAL, GABRIELA;3400;43;83981;1953.0;540000;12558.1;1;0;FRENTE;;;;;;VILLA DEVOTO;11;-58.507930877674937;-34.591277048876535
MISTRAL, GABRIELA;3400;45;84000;1866.7;;0.0;1;0;CONTRAFRENTE;;;1;;BALCON;VILLA DEVOTO;11;-58.507930877674937;-34.591277048876535
MISTRAL, GABRIELA;3400;47;88900;1891.5;;0.0;1;0;CONTRAFRENTE;SI;;1;SI;BALCON;VILLA DEVOTO;11;-58.507930877674937;-34.591277048876535
MISTRAL, GABRIELA;3400;77;158000;2051.9;;0.0;2;0;FRENTE;;SI;;;;VILLA DEVOTO;11;-58.507930877674937;-34.591277048876535
MISTRAL, GABRIELA;3400;87;150000;1724.1;;0.0;2;0;CONTRAFRENTE;;;2;;BALCON;VILLA DEVOTO;11;-58.507930877674937;-34.591277048876535
MISTRAL, GABRIELA;3600;36;79000;2194.4;;0.0;1;0;CONTRAFRENTE;;;;SI;;VILLA DEVOTO;11;-58.510618301779552;-34.59293505266605
MISTRAL, GABRIELA;3600;40;83000;2075.0;;0.0;2;1;;;;1;;BALCON;VILLA DEVOTO;11;-58.510618301779552;-34.59293505266605
MISTRAL, GABRIELA;3600;75;170000;2266.7;;0.0;3;0;FRENTE;;SI;2;;;VILLA DEVOTO;11;-58.510618301779552;-34.59293505266605
MITRE BARTOLOME;400;78;178500;2288.5;;0.0;3;0;FRENTE;;;;;TERRAZA;SAN NICOLAS;1;-58.37223677801358;-34.606807410992467
MITRE BARTOLOME;2600;100;135000;1350.0;;0.0;0;30;FRENTE;SI;SI;2;SI;;BALVANERA;3;-58.403349959219632;-34.608834442657141
MITRE BARTOLOME;3200;38;73000;1921.1;;0.0;2;40;CONTRAFRENTE;;;;;;BALVANERA;3;-58.411766971311657;-34.609361018751137
MITRE BARTOLOME;3700;54;117000;2166.7;;0.0;3;14;;;;;;;ALMAGRO;5;-58.418610357600414;-34.609771322355897
MITRE BARTOLOME;3700;65;135000;2076.9;;0.0;3;20;FRENTE;;;;;;ALMAGRO;5;-58.418610357600414;-34.609771322355897
MITRE BARTOLOME;3900;92;235000;2554.3;;0.0;4;0;LATERAL;;;;;;ALMAGRO;5;-58.421210757678701;-34.610085473081597
MITRE BARTOLOME;3900;219;360000;1643.8;;0.0;5;5;FRENTE;;;;;;ALMAGRO;5;-58.421210757678701;-34.610085473081597
MITRE BARTOLOME;4000;159;214075;1346.4;1376500;8657.2;3;0;LATERAL;;;;;TERRAZA;ALMAGRO;5;-58.422780137960125;-34.610043332931262
MITRE BARTOLOME;4200;35;75000;2142.9;;0.0;2;45;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.425964903809955;-34.610444555967604
MITRE BARTOLOME;4300;55;85000;1545.5;;0.0;2;25;;;;;;;ALMAGRO;5;-58.427396188933166;-34.61064481940393
MITRE EMILIO;100;35;74000;2114.3;;0.0;2;50;CONTRAFRENTE;;;;;;CABALLITO;6;-58.443499008687049;-34.622924569877149
MITRE EMILIO;100;43;79000;1837.2;;0.0;2;50;FRENTE;;;;;;CABALLITO;6;-58.443499008687049;-34.622924569877149
MITRE EMILIO;100;80;190000;2375.0;;0.0;4;30;CONTRAFRENTE;SI;;2;SI;BALCON;CABALLITO;6;-58.443499008687049;-34.622924569877149
MITRE EMILIO;100;89;198000;2224.7;;0.0;3;0;CONTRAFRENTE;;;2;SI;BALCON;CABALLITO;6;-58.443499008687049;-34.622924569877149
MITRE EMILIO;100;128;282000;2203.1;;0.0;4;0;FRENTE;;;3;SI;BALCON;CABALLITO;6;-58.443499008687049;-34.622924569877149
MITRE EMILIO;100;166;265000;1596.4;;0.0;5;40;FRENTE;;;2;SI;;CABALLITO;6;-58.443499008687049;-34.622924569877149
MITRE EMILIO;200;45;78000;1733.3;;0.0;3;45;CONTRAFRENTE;;;1;;BALCON;CABALLITO;6;-58.44327977266817;-34.624008319359838
MITRE EMILIO;200;70;175000;2500.0;;0.0;3;0;CONTRAFRENTE;;;;;BALCON;CABALLITO;6;-58.44327977266817;-34.624008319359838
MITRE EMILIO;200;90;157000;1744.4;;0.0;4;40;FRENTE;;;2;SI;;CABALLITO;6;-58.44327977266817;-34.624008319359838
MITRE EMILIO;200;95;245000;2578.9;;0.0;4;10;FRENTE;;SI;;SI;;CABALLITO;6;-58.44327977266817;-34.624008319359838
MITRE EMILIO;200;209;255000;1220.1;;0.0;5;30;FRENTE;;;2;;;CABALLITO;6;-58.44327977266817;-34.624008319359838
MITRE EMILIO;300;86;195468;2272.9;1256858;14614.6;4;0;CONTRAFRENTE;;SI;2;;;CABALLITO;6;-58.443160390873302;-34.625248539226966
MITRE EMILIO;300;135;278000;2059.3;;0.0;4;35;FRENTE;;;3;SI;;CABALLITO;6;-58.443160390873302;-34.625248539226966
MITRE EMILIO;300;150;445000;2966.7;;0.0;4;0;;;;;;;CABALLITO;6;-58.443160390873302;-34.625248539226966
MITRE EMILIO;400;30;63500;2116.7;;0.0;2;40;LATERAL;;;1;;;CABALLITO;6;-58.443079889395008;-34.626757174835326
MITRE EMILIO;400;40;78000;1950.0;;0.0;3;39;;;;;;;CABALLITO;6;-58.443079889395008;-34.626757174835326
MITRE EMILIO;400;45;71000;1577.8;;0.0;3;0;FRENTE;;;1;;;CABALLITO;6;-58.443079889395008;-34.626757174835326
MITRE EMILIO;400;50;89500;1790.0;;0.0;3;25;;;;1;SI;;CABALLITO;6;-58.443079889395008;-34.626757174835326
MITRE EMILIO;500;37;85000;2297.3;;0.0;1;0;;;;;;;CABALLITO;6;-58.443009810235118;-34.628066970266964
MITRE EMILIO;500;47;120000;2553.2;;0.0;2;0;CONTRAFRENTE;;;;;;CABALLITO;6;-58.443009810235118;-34.628066970266964
MITRE EMILIO;500;49;128000;2612.2;;0.0;2;0;;;;;;;CABALLITO;6;-58.443009810235118;-34.628066970266964
MITRE EMILIO;500;55;90000;1636.4;;0.0;1;0;;;;;;;CABALLITO;6;-58.443009810235118;-34.628066970266964
MITRE EMILIO;500;71;149000;2098.6;;0.0;3;12;CONTRAFRENTE;;;;;;CABALLITO;6;-58.443009810235118;-34.628066970266964
MITRE EMILIO;500;76;170000;2236.8;;0.0;3;0;FRENTE;;;;;;CABALLITO;6;-58.443009810235118;-34.628066970266964
MITRE EMILIO;500;84;198000;2357.1;;0.0;3;11;FRENTE;;SI;;;;CABALLITO;6;-58.443009810235118;-34.628066970266964
MITRE EMILIO;600;34;95200;2800.0;;0.0;0;0;CONTRAFRENTE;;;1;;BALCON;CABALLITO;6;-58.442769922389644;-34.629301577864233
MITRE EMILIO;600;36;71800;1994.4;;0.0;0;0;CONTRAFRENTE;;;1;;BALCON;CABALLITO;6;-58.442769922389644;-34.629301577864233
MITRE EMILIO;600;47;98800;2102.1;;0.0;0;0;FRENTE;;;1;;BALCON;CABALLITO;6;-58.442769922389644;-34.629301577864233
MITRE EMILIO;600;50;103000;2060.0;;0.0;2;0;FRENTE;;;;;;CABALLITO;6;-58.442769922389644;-34.629301577864233
MITRE EMILIO;600;56;108000;1928.6;;0.0;2;0;FRENTE;;;;;;CABALLITO;6;-58.442769922389644;-34.629301577864233
MITRE EMILIO;700;50;88500;1770.0;;0.0;0;30;LATERAL;;;1;SI;;PARQUE CHACABUCO;7;-58.442598804719339;-34.630086117504426
MITRE EMILIO;700;85;155000;1823.5;;0.0;3;40;CONTRAFRENTE;;;;;;PARQUE CHACABUCO;7;-58.442598804719339;-34.630086117504426
MITRE EMILIO;800;88;140000;1590.9;;0.0;0;35;FRENTE;;;1;;BALCON;PARQUE CHACABUCO;7;-58.442272210669309;-34.631138570270188
MITRE EMILIO;900;40;82500;2062.5;;0.0;0;30;CONTRAFRENTE;;;1;;BALCON;PARQUE CHACABUCO;7;-58.441528012480305;-34.631573985663493
MITRE EMILIO;900;113;170000;1504.4;;0.0;4;35;FRENTE;SI;SI;2;SI;BALCON;PARQUE CHACABUCO;7;-58.441528012480305;-34.631573985663493
MITRE EMILIO;1000;36;70000;1944.4;;0.0;2;35;INTERNO;;;1;SI;;PARQUE CHACABUCO;7;-58.44080988483654;-34.632497477011555
MITRE EMILIO;1200;50;120000;2400.0;;0.0;0;35;CONTRAFRENTE;;;1;SI;BALCON;PARQUE CHACABUCO;7;-58.439400903602973;-34.634309415148223
MITRE EMILIO;1700;42;69500;1654.8;;0.0;0;50;CONTRAFRENTE;;;1;;BALCON;PARQUE CHACABUCO;7;-58.437309821585721;-34.639083712875795
MITRE, BARTOLOME;300;102;195468;1916.4;1256858;12322.1;4;0;FRENTE;SI;;3;SI;BALCON;SAN NICOLAS;1;-58.370841217373176;-34.606700403141787
MITRE, BARTOLOME;400;70;113002;1614.3;726600;10380.0;1;0;LATERAL;;;;SI;;SAN NICOLAS;1;-58.37223677801358;-34.606807410992467
MITRE, BARTOLOME;800;29;64000;2206.9;;0.0;1;0;CONTRAFRENTE;;;;;;SAN NICOLAS;1;-58.377839494977202;-34.607191860361326
MITRE, BARTOLOME;800;174;145000;833.3;;0.0;4;50;FRENTE;;;2;;;SAN NICOLAS;1;-58.377839494977202;-34.607191860361326
MITRE, BARTOLOME;1300;61;109000;1786.9;;0.0;3;56;INTERNO;;;1;SI;;SAN NICOLAS;1;-58.384872214340746;-34.607663930578674
MITRE, BARTOLOME;1300;105;180000;1714.3;;0.0;4;68;FRENTE;;;2;;;SAN NICOLAS;1;-58.384872214340746;-34.607663930578674
MITRE, BARTOLOME;1300;206;240000;1165.0;;0.0;5;53;FRENTE;;;;;;SAN NICOLAS;1;-58.384872214340746;-34.607663930578674
MITRE, BARTOLOME;1400;24;65867;2744.5;;0.0;1;0;LATERAL;;;;;;SAN NICOLAS;1;-58.386274929502953;-34.607746983338359
MITRE, BARTOLOME;1400;42;94014;2238.4;;0.0;1;0;LATERAL;;;1;;;SAN NICOLAS;1;-58.386274929502953;-34.607746983338359
MITRE, BARTOLOME;1400;44;101295;2302.2;;0.0;1;0;;;;;;;SAN NICOLAS;1;-58.386274929502953;-34.607746983338359
MITRE, BARTOLOME;1400;54;59000;1092.6;;0.0;2;80;LATERAL;;;;;;SAN NICOLAS;1;-58.386274929502953;-34.607746983338359
MITRE, BARTOLOME;1400;95;170514;1794.9;1096406;11541.1;1;0;LATERAL;;;1;;TERRAZA;SAN NICOLAS;1;-58.386274929502953;-34.607746983338359
MITRE, BARTOLOME;1500;88;125000;1420.5;;0.0;3;30;FRENTE;;;1;SI;BALCON;SAN NICOLAS;1;-58.387716577177706;-34.607844410374206
MITRE, BARTOLOME;1500;122;150000;1229.5;;0.0;4;99;FRENTE;;;1;SI;;SAN NICOLAS;1;-58.387716577177706;-34.607844410374206
MITRE, BARTOLOME;1600;38;76500;2013.2;;0.0;1;30;FRENTE;;;;;;SAN NICOLAS;1;-58.389300001932035;-34.607820944561787
MITRE, BARTOLOME;1600;39;75000;1923.1;;0.0;2;30;LATERAL;;;;;;SAN NICOLAS;1;-58.389300001932035;-34.607820944561787
MITRE, BARTOLOME;1600;42;80000;1904.8;;0.0;1;15;CONTRAFRENTE;;;;;;SAN NICOLAS;1;-58.389300001932035;-34.607820944561787
MITRE, BARTOLOME;1600;197;249000;1264.0;;0.0;5;90;FRENTE;;;5;SI;;SAN NICOLAS;1;-58.389300001932035;-34.607820944561787
MITRE, BARTOLOME;1700;135;179900;1332.6;;0.0;4;0;CONTRAFRENTE;;;;;;SAN NICOLAS;1;-58.390657143709085;-34.608048548938498
MITRE, BARTOLOME;1800;50;75000;1500.0;;0.0;2;20;FRENTE;;;1;;;SAN NICOLAS;1;-58.391988647091871;-34.608122320845204
MITRE, BARTOLOME;1900;38;111975;2946.7;720000;18947.4;2;50;LATERAL;;;1;;;BALVANERA;3;-58.393421505174096;-34.608194841207307
MITRE, BARTOLOME;1900;39;66000;1692.3;;0.0;2;0;;;;;;;BALVANERA;3;-58.393421505174096;-34.608194841207307
MITRE, BARTOLOME;1900;67;115000;1716.4;;0.0;4;0;FRENTE;;;1;;;BALVANERA;3;-58.393421505174096;-34.608194841207307
MITRE, BARTOLOME;1900;110;145000;1318.2;;0.0;3;48;;;;;;;BALVANERA;3;-58.393421505174096;-34.608194841207307
MITRE, BARTOLOME;1900;201;190000;945.3;;0.0;5;96;;;;2;;;BALVANERA;3;-58.393421505174096;-34.608194841207307
MITRE, BARTOLOME;1900;240;198000;825.0;;0.0;5;99;;;;;;;BALVANERA;3;-58.393421505174096;-34.608194841207307
MITRE, BARTOLOME;2000;25;64900;2596.0;;0.0;1;40;FRENTE;;;;;;BALVANERA;3;-58.394924084788357;-34.608295673551069
MITRE, BARTOLOME;2000;30;59900;1996.7;;0.0;2;35;;;;;;;BALVANERA;3;-58.394924084788357;-34.608295673551069
MITRE, BARTOLOME;2000;37;55000;1486.5;;0.0;1;30;FRENTE;;;1;;BALCON;BALVANERA;3;-58.394924084788357;-34.608295673551069
MITRE, BARTOLOME;2000;43;73000;1697.7;;0.0;2;0;;;;;;;BALVANERA;3;-58.394924084788357;-34.608295673551069
MITRE, BARTOLOME;2000;115;185000;1608.7;;0.0;3;35;LATERAL;;;;;;BALVANERA;3;-58.394924084788357;-34.608295673551069
MITRE, BARTOLOME;2000;330;330000;1000.0;;0.0;0;80;FRENTE;;;4;SI;TERRAZA;BALVANERA;3;-58.394924084788357;-34.608295673551069
MITRE, BARTOLOME;2100;30;68000;2266.7;;0.0;1;60;LATERAL;SI;;;;;BALVANERA;3;-58.396362674197263;-34.608407491088307
MITRE, BARTOLOME;2100;37;65900;1781.1;;0.0;2;53;;;;;;;BALVANERA;3;-58.396362674197263;-34.608407491088307
MITRE, BARTOLOME;2200;37;92000;2486.5;;0.0;1;0;CONTRAFRENTE;;SI;1;;BALCON;BALVANERA;3;-58.397710107206926;-34.608505604026519
MITRE, BARTOLOME;2200;40;75000;1875.0;;0.0;2;20;CONTRAFRENTE;;;;;;BALVANERA;3;-58.397710107206926;-34.608505604026519
MITRE, BARTOLOME;2200;41;95000;2317.1;;0.0;1;0;;;;1;;BALCON;BALVANERA;3;-58.397710107206926;-34.608505604026519
MITRE, BARTOLOME;2200;46;94432;2052.9;607200;13200.0;2;0;;;;;;;BALVANERA;3;-58.397710107206926;-34.608505604026519
MITRE, BARTOLOME;2200;55;89900;1634.5;;0.0;4;35;LATERAL;;;;;;BALVANERA;3;-58.397710107206926;-34.608505604026519
MITRE, BARTOLOME;2200;60;107000;1783.3;;0.0;3;40;CONTRAFRENTE;;;;;;BALVANERA;3;-58.397710107206926;-34.608505604026519
MITRE, BARTOLOME;2200;74;129000;1743.2;;0.0;4;41;;;;1;;BALCON;BALVANERA;3;-58.397710107206926;-34.608505604026519
MITRE, BARTOLOME;2200;79;110000;1392.4;;0.0;3;45;CONTRAFRENTE;;;1;SI;PATIO;BALVANERA;3;-58.397710107206926;-34.608505604026519
MITRE, BARTOLOME;2200;85;140000;1647.1;;0.0;4;40;FRENTE;;;2;;BALCON;BALVANERA;3;-58.397710107206926;-34.608505604026519
MITRE, BARTOLOME;2300;54;85000;1574.1;;0.0;2;30;FRENTE;;;;;;BALVANERA;3;-58.399162533856945;-34.608606475871831
MITRE, BARTOLOME;2400;78;120000;1538.5;;0.0;3;35;CONTRAFRENTE;SI;;2;;;BALVANERA;3;-58.400539831181085;-34.608694637876603
MITRE, BARTOLOME;2500;70;104500;1492.9;;0.0;4;70;CONTRAFRENTE;;;1;;PATIO;BALVANERA;3;-58.401893968815934;-34.608758738382697
MITRE, BARTOLOME;2600;24;54500;2270.8;;0.0;1;0;FRENTE;;;1;;;BALVANERA;3;-58.403349959219632;-34.608834442657141
MITRE, BARTOLOME;2600;29;55000;1896.6;;0.0;0;35;FRENTE;;;1;;;BALVANERA;3;-58.403349959219632;-34.608834442657141
MITRE, BARTOLOME;2600;54;120000;2222.2;;0.0;3;30;FRENTE;;;1;SI;;BALVANERA;3;-58.403349959219632;-34.608834442657141
MITRE, BARTOLOME;2600;57;90000;1578.9;;0.0;0;40;CONTRAFRENTE;;;1;;BALCON;BALVANERA;3;-58.403349959219632;-34.608834442657141
MITRE, BARTOLOME;2600;72;85000;1180.6;;0.0;0;44;FRENTE;;;;;;BALVANERA;3;-58.403349959219632;-34.608834442657141
MITRE, BARTOLOME;2600;100;125000;1250.0;;0.0;3;63;;;;1;SI;;BALVANERA;3;-58.403349959219632;-34.608834442657141
MITRE, BARTOLOME;2600;122;170000;1393.4;;0.0;4;50;FRENTE;;;2;;;BALVANERA;3;-58.403349959219632;-34.608834442657141
MITRE, BARTOLOME;3200;27;70763;2620.9;455005;16852.0;1;0;;;;;;;BALVANERA;3;-58.411766971311657;-34.609361018751137
MITRE, BARTOLOME;3200;38;73000;1921.1;;0.0;2;40;CONTRAFRENTE;;;;;;BALVANERA;3;-58.411766971311657;-34.609361018751137
MITRE, BARTOLOME;3400;58;104977;1809.9;675000;11637.9;3;60;LATERAL;;;1;;PATIO;ALMAGRO;5;-58.414567234737859;-34.609513729760501
MITRE, BARTOLOME;3400;117;145000;1239.3;;0.0;4;60;FRENTE;;;3;;BALCON;ALMAGRO;5;-58.414567234737859;-34.609513729760501
MITRE, BARTOLOME;3500;49;62000;1265.3;;0.0;0;63;;;;1;;;ALMAGRO;5;-58.415904551194039;-34.609598506853729
MITRE, BARTOLOME;3600;39;68000;1743.6;;0.0;2;0;;;;;;;ALMAGRO;5;-58.417357178785686;-34.609690542980466
MITRE, BARTOLOME;3700;62;110000;1774.2;;0.0;3;38;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.418610357600414;-34.609771322355897
MITRE, BARTOLOME;3700;65;135000;2076.9;;0.0;3;20;FRENTE;;;;;;ALMAGRO;5;-58.418610357600414;-34.609771322355897
MITRE, BARTOLOME;3900;90;155000;1722.2;;0.0;3;3;;;;2;;BALCON;ALMAGRO;5;-58.421210757678701;-34.610085473081597
MITRE, BARTOLOME;3900;92;235000;2554.3;;0.0;4;5;LATERAL;;SI;2;;;ALMAGRO;5;-58.421210757678701;-34.610085473081597
MITRE, BARTOLOME;3900;219;360000;1643.8;;0.0;5;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.421210757678701;-34.610085473081597
MITRE, BARTOLOME;4000;30;85100;2836.7;;0.0;1;0;;;;;;;ALMAGRO;5;-58.422780137960125;-34.610043332931262
MITRE, BARTOLOME;4000;41;135500;3304.9;;0.0;2;0;;;;;;;ALMAGRO;5;-58.422780137960125;-34.610043332931262
MITRE, BARTOLOME;4000;61;162500;2663.9;;0.0;3;0;;;;;;;ALMAGRO;5;-58.422780137960125;-34.610043332931262
MITRE, BARTOLOME;4000;72;209500;2909.7;;0.0;4;0;;;;;;;ALMAGRO;5;-58.422780137960125;-34.610043332931262
MITRE, BARTOLOME;4000;74;178500;2412.2;;0.0;3;0;FRENTE;;;2;;PATIO;ALMAGRO;5;-58.422780137960125;-34.610043332931262
MITRE, BARTOLOME;4000;77;115500;1500.0;;0.0;1;0;CONTRAFRENTE;SI;;1;;TERRAZA;ALMAGRO;5;-58.422780137960125;-34.610043332931262
MITRE, BARTOLOME;4000;155;214075;1381.1;1376500;8880.6;3;0;LATERAL;;;;;;ALMAGRO;5;-58.422780137960125;-34.610043332931262
MITRE, BARTOLOME;4100;37;93313;2522.0;600000;16216.2;2;40;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.424507455308799;-34.610242667489779
MITRE, BARTOLOME;4100;84;135500;1613.1;;0.0;2;0;CONTRAFRENTE;;;1;;PATIO;ALMAGRO;5;-58.424507455308799;-34.610242667489779
MITRE, BARTOLOME;4200;35;75000;2142.9;;0.0;2;45;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.425964903809955;-34.610444555967604
MITRE, BARTOLOME;4200;68;135000;1985.3;;0.0;4;25;FRENTE;;;;;;ALMAGRO;5;-58.425964903809955;-34.610444555967604
MITRE, BARTOLOME;4300;36;62000;1722.2;;0.0;2;70;LATERAL;;;;;;ALMAGRO;5;-58.427396188933166;-34.61064481940393
