CALLE;NUMERO;M2;DOLARES;U_S_M2;PESOS;PESOS_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
BLANCO ENCALADA;3600;43;119900;2788.4;;0.0;2;0;;;SI;;;;BELGRANO;13;-58.471087848071193;-34.5661627290906
BLANCO ENCALADA;3600;47;105500;2244.7;;0.0;1;0;FRENTE;;;;;;BELGRANO;13;-58.471087848071193;-34.5661627290906
BLANCO ENCALADA;3600;48;116000;2416.7;;0.0;2;0;CONTRAFRENTE;;SI;;;;BELGRANO;13;-58.471087848071193;-34.5661627290906
BLANCO ENCALADA;3600;50;127000;2540.0;;0.0;1;0;FRENTE;;SI;1;;BALCON;BELGRANO;13;-58.471087848071193;-34.5661627290906
BLANCO ENCALADA;3600;52;105000;2019.2;;0.0;2;0;FRENTE;;SI;;;;BELGRANO;13;-58.471087848071193;-34.5661627290906
BLANCO ENCALADA;3600;54;125000;2314.8;;0.0;3;0;;;;;;;BELGRANO;13;-58.471087848071193;-34.5661627290906
BLANCO ENCALADA;3600;58;159400;2748.3;;0.0;2;0;CONTRAFRENTE;;;1;;;BELGRANO;13;-58.471087848071193;-34.5661627290906
BLANCO ENCALADA;3600;60;99000;1650.0;;0.0;0;0;FRENTE;;;;;;BELGRANO;13;-58.471087848071193;-34.5661627290906
BLANCO ENCALADA;3600;61;161000;2639.3;;0.0;2;0;FRENTE;SI;;2;;;BELGRANO;13;-58.471087848071193;-34.5661627290906
BLANCO ENCALADA;3600;63;115500;1833.3;;0.0;2;0;FRENTE;;;;;;BELGRANO;13;-58.471087848071193;-34.5661627290906
BLANCO ENCALADA;3600;88;216000;2454.5;;0.0;3;0;CONTRAFRENTE;;;3;;;BELGRANO;13;-58.471087848071193;-34.5661627290906
BLANCO ENCALADA;3600;111;219500;1977.5;;0.0;3;0;CONTRAFRENTE;;;2;;;BELGRANO;13;-58.471087848071193;-34.5661627290906
BLANCO ENCALADA;3600;123;303000;2463.4;;0.0;4;0;FRENTE;;;3;;;BELGRANO;13;-58.471087848071193;-34.5661627290906
BLANCO ENCALADA;3600;163;324000;1987.7;;0.0;4;0;CONTRAFRENTE;;;3;;;BELGRANO;13;-58.471087848071193;-34.5661627290906
BLANCO ENCALADA;3700;36;87000;2416.7;;0.0;1;0;FRENTE;;;;;;BELGRANO;13;-58.471985203871306;-34.566705731997132
BLANCO ENCALADA;3700;38;88000;2315.8;;0.0;2;0;FRENTE;;;;;;BELGRANO;13;-58.471985203871306;-34.566705731997132
BLANCO ENCALADA;3700;54;89000;1648.1;;0.0;1;0;CONTRAFRENTE;;;1;;PATIO;BELGRANO;13;-58.471985203871306;-34.566705731997132
BLANCO ENCALADA;3800;134;200000;1492.5;;0.0;4;52;FRENTE;SI;SI;1;;TERRAZA;VILLA URQUIZA;12;-58.472902253570069;-34.567260529527807
BLANCO ENCALADA;3800;135;210000;1555.6;;0.0;4;0;FRENTE;;SI;2;;;VILLA URQUIZA;12;-58.472902253570069;-34.567260529527807
BLANCO ENCALADA;4300;57;110000;1929.8;;0.0;3;35;FRENTE;;;1;SI;;VILLA URQUIZA;12;-58.477574441324457;-34.570098215965814
BLANCO ENCALADA;4400;32;75000;2343.8;;0.0;1;0;CONTRAFRENTE;;;1;SI;BALCON;VILLA URQUIZA;12;-58.478528689291394;-34.570680822733102
BLANCO ENCALADA;4400;108;230000;2129.6;;0.0;3;8;CONTRAFRENTE;;SI;;;;VILLA URQUIZA;12;-58.478528689291394;-34.570680822733102
BLANCO ENCALADA;4500;30;68000;2266.7;;0.0;1;0;CONTRAFRENTE;;;1;;BALCON;VILLA URQUIZA;12;-58.479436805242905;-34.571235180470907
BLANCO ENCALADA;4600;37;108865;2942.3;700000;18918.9;1;0;FRENTE;;;1;;BALCON;VILLA URQUIZA;12;-58.480369542343489;-34.571804976909441
BLANCO ENCALADA;4600;108;215000;1990.7;;0.0;4;30;FRENTE;;;;;;VILLA URQUIZA;12;-58.480369542343489;-34.571804976909441
BLANCO ENCALADA;4700;44;97000;2204.5;;0.0;3;45;LATERAL;;;1;;;VILLA URQUIZA;12;-58.481753779667322;-34.572652227919889
BLANCO ENCALADA;4700;71;179000;2521.1;;0.0;3;0;CONTRAFRENTE;;;;;;VILLA URQUIZA;12;-58.481753779667322;-34.572652227919889
BLANCO ENCALADA;4700;94;223000;2372.3;;0.0;4;0;;SI;;1;;BALCON;VILLA URQUIZA;12;-58.481753779667322;-34.572652227919889
BLANCO ENCALADA;5100;114;260000;2280.7;;0.0;4;9;FRENTE;SI;;3;;BALCON;VILLA URQUIZA;12;-58.485497994641065;-34.574859273221804
BLANCO ENCALADA;5200;59;186000;3152.5;;0.0;3;0;CONTRAFRENTE;;SI;;;BALCON;VILLA URQUIZA;12;-58.486741904525708;-34.575595010546316
BLANCO ENCALADA;5200;77;260000;3376.6;;0.0;3;13;;SI;SI;;;;VILLA URQUIZA;12;-58.486741904525708;-34.575595010546316
BLANCO ENCALADA;5200;87;259000;2977.0;;0.0;3;12;;;;1;;;VILLA URQUIZA;12;-58.486741904525708;-34.575595010546316
BLANCO ENCALADA;5300;51;165000;3235.3;;0.0;3;34;FRENTE;;SI;1;SI;BALCON;VILLA URQUIZA;12;-58.48775208719438;-34.576191370195374
BLANCO ENCALADA;5400;144;210000;1458.3;;0.0;4;50;FRENTE;;;2;;;VILLA URQUIZA;12;-58.489257269313967;-34.577079960388602
BLANCO ENCALADA;5500;56;114027;2036.2;733195;13092.8;2;0;FRENTE;;;2;;BALCON;VILLA URQUIZA;12;-58.490330072077917;-34.577713204100931
BLANCO ENCALADA;5500;110;255555;2323.2;;0.0;3;5;;;;3;SI;BALCON;VILLA URQUIZA;12;-58.490330072077917;-34.577713204100931
BLANCO ENCALADA;5600;60;148000;2466.7;;0.0;3;10;LATERAL;SI;SI;1;SI;BALCON;VILLA URQUIZA;12;-58.491370589882578;-34.578327409628869
BLANES, JUAN MANUEL;100;97;105000;1082.5;;0.0;3;0;FRENTE;;;;;;BOCA;4;-58.35980699866181;-34.62863275930998
BLANES, JUAN MANUEL;400;31;45000;1451.6;;0.0;1;0;CONTRAFRENTE;;;;;;BOCA;4;-58.362208521285574;-34.631116164244176
BLANES, JUAN MANUEL;400;62;77000;1241.9;;0.0;3;0;LATERAL;;;;SI;;BOCA;4;-58.362208521285574;-34.631116164244176
BOCAYUVA QUINTINO;50;45;98000;2177.8;;0.0;2;0;FRENTE;;;;;;ALMAGRO;5;-58.42329819401084;-34.61306862139304
BOCAYUVA, QUINTINO;500;55;115086;2092.5;740000;13454.5;2;0;FRENTE;;;;;;ALMAGRO;5;-58.422420422102896;-34.6177616509244
BOCAYUVA, QUINTINO;800;55;91000;1657.6;;0.0;3;60;FRENTE;;;1;;BALCON;BOEDO;5;-58.422049854918086;-34.621382353835251
BOCAYUVA, QUINTINO;800;126;230000;1825.4;;0.0;4;35;FRENTE;;;;;;BOEDO;5;-58.422049854918086;-34.621382353835251
BOCAYUVA, QUINTINO;900;131;148000;1129.8;;0.0;3;60;FRENTE;;;2;;PATIO;BOEDO;5;-58.421893961972117;-34.622964001604828
BOCAYUVA, QUINTINO;1100;91;125000;1373.6;;0.0;3;40;FRENTE;;;1;SI;TERRAZA;BOEDO;5;-58.421356489214283;-34.626200355939794
BOEDO;100;75;135000;1800.0;;0.0;3;38;FRENTE;;;;;;ALMAGRO;5;-58.417697109109483;-34.612413978523271
BOEDO;200;34;69500;2068.5;;0.0;1;5;FRENTE;;;1;;BALCON;ALMAGRO;5;-58.417090456100013;-34.613828993834673
BOEDO;200;70;120000;1714.3;;0.0;3;50;LATERAL;;;2;SI;;ALMAGRO;5;-58.417090456100013;-34.613828993834673
BOEDO;200;75;135000;1800.0;;0.0;3;60;FRENTE;;;2;SI;BALCON;ALMAGRO;5;-58.417090456100013;-34.613828993834673
BOEDO;300;80;110000;1375.0;;0.0;4;40;FRENTE;;;;SI;;ALMAGRO;5;-58.416858405745977;-34.61565738413659
BOEDO;400;28;55000;1964.3;;0.0;2;40;LATERAL;;;1;;;ALMAGRO;5;-58.416690685208152;-34.617318840184282
BOEDO;400;47;99000;2106.4;;0.0;2;35;FRENTE;;;1;;BALCON;ALMAGRO;5;-58.416690685208152;-34.617318840184282
BOEDO;400;53;70000;1320.8;;0.0;2;0;;;SI;1;;;ALMAGRO;5;-58.416690685208152;-34.617318840184282
BOEDO;400;54;62000;1148.1;;0.0;2;0;FRENTE;;;;;;ALMAGRO;5;-58.416690685208152;-34.617318840184282
BOEDO;400;55;85000;1545.5;;0.0;2;20;;;;1;SI;BALCON;ALMAGRO;5;-58.416690685208152;-34.617318840184282
BOEDO;500;45;117051;2601.1;752640;16725.3;2;0;FRENTE;;;;;;ALMAGRO;5;-58.416569237907972;-34.618539722302152
BOEDO;500;48;92000;1916.7;;0.0;2;0;FRENTE;;;;;;ALMAGRO;5;-58.416569237907972;-34.618539722302152
BOEDO;531;45;117107;2602.4;753000;16733.3;2;0;;;;;;;ALMAGRO;5;-58.416858622748663;-34.618956035830202
BOEDO;700;61;105000;1721.3;;0.0;3;70;CONTRAFRENTE;;;1;;;ALMAGRO;5;-58.41634892390104;-34.62094650094717
BOEDO;1400;63;109000;1730.2;;0.0;3;35;CONTRAFRENTE;;;1;SI;PATIO;BOEDO;5;-58.415730509086465;-34.630177933033195
BOEDO;1500;130;125000;961.5;;0.0;3;30;FRENTE;;;;;;BOEDO;5;-58.41579166586321;-34.631374068248121
BOEDO;1700;77;128000;1662.3;;0.0;3;0;FRENTE;;;1;SI;BALCON;BOEDO;5;-58.415941692222816;-34.634043878611649
BOEDO;2000;56;180778;3228.2;1162405;20757.2;3;0;;;;;;BALCON;BOEDO;5;-58.416001169687156;-34.637489061859412
BOGADO;2400;94;137000;1457.4;;0.0;5;30;FRENTE;;;;;;ALMAGRO;5;-58.427496249112771;-34.605107413267049
BOGADO;4500;32;37900;1184.4;;0.0;1;45;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.428974284083637;-34.605148222446793
BOGOTA;100;73;150000;2054.8;;0.0;3;5;CONTRAFRENTE;;;1;SI;BALCON;CABALLITO;6;-58.432678404290392;-34.613097517356962
BOGOTA;100;102;205000;2009.8;;0.0;0;18;LATERAL;SI;SI;2;;BALCON;CABALLITO;6;-58.432678404290392;-34.613097517356962
BOGOTA;200;51;128000;2509.8;;0.0;2;0;;;;2;SI;;CABALLITO;6;-58.43434314824826;-34.613488812676721
BOGOTA;300;85;189000;2223.5;;0.0;4;40;FRENTE;;;2;SI;BALCON;CABALLITO;6;-58.435782725255706;-34.614035983610883
BOGOTA;300;97;225000;2319.6;;0.0;4;34;FRENTE;;;2;;;CABALLITO;6;-58.435782725255706;-34.614035983610883
BOGOTA;300;98;215000;2193.9;;0.0;4;25;FRENTE;;;2;SI;BALCON;CABALLITO;6;-58.435782725255706;-34.614035983610883
BOGOTA;700;51;109000;2137.3;;0.0;2;0;CONTRAFRENTE;;;2;;;CABALLITO;6;-58.441567858749501;-34.616783043703194
BOGOTA;700;56;110000;1964.3;;0.0;2;0;CONTRAFRENTE;;SI;2;;BALCON;CABALLITO;6;-58.441567858749501;-34.616783043703194
BOGOTA;700;65;95000;1461.5;;0.0;1;0;CONTRAFRENTE;;;;;;CABALLITO;6;-58.441567858749501;-34.616783043703194
BOGOTA;700;69;94000;1362.3;;0.0;1;0;CONTRAFRENTE;;SI;1;;BALCON;CABALLITO;6;-58.441567858749501;-34.616783043703194
BOGOTA;700;73;145000;1986.3;;0.0;3;0;CONTRAFRENTE;;;2;;BALCON;CABALLITO;6;-58.441567858749501;-34.616783043703194
BOGOTA;800;37;82000;2216.2;;0.0;1;0;CONTRAFRENTE;SI;;1;;BALCON;CABALLITO;6;-58.442700951611521;-34.617433810381996
BOGOTA;800;38;59500;1565.8;;0.0;1;0;;;;;;;CABALLITO;6;-58.442700951611521;-34.617433810381996
BOGOTA;800;46;72700;1580.4;;0.0;2;0;CONTRAFRENTE;;;;;;CABALLITO;6;-58.442700951611521;-34.617433810381996
BOGOTA;900;50;96900;1938.0;;0.0;3;35;CONTRAFRENTE;;;1;SI;;CABALLITO;6;-58.44410535095917;-34.618008449556363
BOGOTA;900;54;105000;1944.4;;0.0;2;0;FRENTE;;;;;;CABALLITO;6;-58.44410535095917;-34.618008449556363
BOGOTA;900;72;125000;1736.1;;0.0;3;45;FRENTE;;;1;SI;BALCON;CABALLITO;6;-58.44410535095917;-34.618008449556363
BOGOTA;1600;34;74000;2176.5;;0.0;2;0;FRENTE;;;;;;CABALLITO;6;-58.453370074953938;-34.621724224790384
BOGOTA;1600;35;65500;1871.4;;0.0;2;0;LATERAL;;SI;;SI;;CABALLITO;6;-58.453370074953938;-34.621724224790384
BOGOTA;1600;36;78000;2166.7;;0.0;2;0;;;;;;;CABALLITO;6;-58.453370074953938;-34.621724224790384
BOGOTA;1600;38;68500;1802.6;;0.0;1;0;LATERAL;;;1;;BALCON;CABALLITO;6;-58.453370074953938;-34.621724224790384
BOGOTA;1600;41;69000;1682.9;;0.0;2;0;CONTRAFRENTE;;;;;;CABALLITO;6;-58.453370074953938;-34.621724224790384
BOGOTA;1600;43;95000;2209.3;;0.0;3;0;FRENTE;;;1;;BALCON;CABALLITO;6;-58.453370074953938;-34.621724224790384
BOGOTA;1600;44;110000;2500.0;;0.0;3;0;;;;1;;;CABALLITO;6;-58.453370074953938;-34.621724224790384
BOGOTA;1600;45;95500;2122.2;;0.0;3;0;FRENTE;;;;;;CABALLITO;6;-58.453370074953938;-34.621724224790384
BOGOTA;1600;55;207154;3766.4;1332000;24218.2;3;0;;;;;;;CABALLITO;6;-58.453370074953938;-34.621724224790384
BOGOTA;1600;57;100000;1754.4;;0.0;3;0;;;;;;;CABALLITO;6;-58.453370074953938;-34.621724224790384
BOGOTA;1600;60;115000;1916.7;;0.0;2;0;FRENTE;;SI;;;BALCON TERRAZA;CABALLITO;6;-58.453370074953938;-34.621724224790384
BOGOTA;1600;75;168000;2240.0;;0.0;3;0;;;;;;;CABALLITO;6;-58.453370074953938;-34.621724224790384
BOGOTA;2200;140;190000;1357.1;;0.0;5;0;;;;;;;FLORES;7;-58.461580466562658;-34.624589438461349
BOGOTA;2300;38;68000;1789.5;;0.0;2;40;INTERNO;;;;;;FLORES;7;-58.462695381047396;-34.624990311571153
BOGOTA;2300;41;65000;1585.4;;0.0;2;35;INTERNO;;;;;;FLORES;7;-58.462695381047396;-34.624990311571153
BOGOTA;2300;47;69900;1487.2;;0.0;2;51;;;;;;;FLORES;7;-58.462695381047396;-34.624990311571153
BOGOTA;2300;95;220000;2315.8;;0.0;4;0;;;;;;;FLORES;7;-58.462695381047396;-34.624990311571153
BOGOTA;2400;60;99000;1650.0;;0.0;3;30;;;;;;;FLORES;7;-58.464107588220301;-34.625403304359786
BOGOTA;2400;61;89900;1473.8;;0.0;3;0;CONTRAFRENTE;;;;;;FLORES;7;-58.464107588220301;-34.625403304359786
BOGOTA;2400;78;120000;1538.5;;0.0;3;0;;;;;;;FLORES;7;-58.464107588220301;-34.625403304359786
BOGOTA;2400;95;108000;1136.8;;0.0;3;35;CONTRAFRENTE;;;;;;FLORES;7;-58.464107588220301;-34.625403304359786
BOGOTA;2500;41;72000;1756.1;;0.0;2;30;;;;;;;FLORES;7;-58.465599679852247;-34.625833541390485
BOGOTA;2600;33;57900;1754.5;;0.0;1;17;FRENTE;;;;;;FLORES;7;-58.46697409434789;-34.626266969269658
BOGOTA;2600;72;90000;1250.0;;0.0;3;35;FRENTE;;;1;;;FLORES;7;-58.46697409434789;-34.626266969269658
BOGOTA;2700;38;55000;1447.4;;0.0;1;0;FRENTE;;;;;;FLORES;7;-58.468319751764923;-34.626694132458134
BOGOTA;2700;40;73000;1825.0;;0.0;1;0;;;;;;;FLORES;7;-58.468319751764923;-34.626694132458134
BOGOTA;2700;67;85000;1268.7;;0.0;2;0;FRENTE;;;;;;FLORES;7;-58.468319751764923;-34.626694132458134
BOGOTA;3600;66;78000;1181.8;;0.0;2;40;FRENTE;;;1;;BALCON;FLORESTA;10;-58.479282866234968;-34.629730541954011
BOLIVAR;100;48;72000;1500.0;;0.0;2;0;CONTRAFRENTE;;;2;SI;BALCON;MONTSERRAT;1;-58.373335397436328;-34.609032363165603
BOLIVAR;300;40;115000;2875.0;;0.0;1;0;;;;1;;BALCON;MONTSERRAT;1;-58.373216388215596;-34.611384276119161
BOLIVAR;400;60;89000;1483.3;;0.0;3;30;CONTRAFRENTE;;;;SI;;MONTSERRAT;1;-58.373153195026148;-34.612546686216049
BOLIVAR;500;68;135000;1985.3;;0.0;3;65;FRENTE;;;2;SI;;MONTSERRAT;1;-58.373350269678035;-34.608023633590562
BOLIVAR;800;48;95000;1979.2;;0.0;2;60;CONTRAFRENTE;;;;SI;;SAN TELMO;1;-58.372920451682646;-34.617130429470969
BOLIVAR;800;60;100000;1666.7;;0.0;3;80;INTERNO;;;;;;SAN TELMO;1;-58.372920451682646;-34.617130429470969
BOLIVAR;900;90;110000;1222.2;;0.0;4;0;CONTRAFRENTE;;;2;;;SAN TELMO;1;-58.372856894813566;-34.618490842553719
BOLIVAR;1000;40;85000;2125.0;;0.0;2;40;CONTRAFRENTE;;;;;;SAN TELMO;1;-58.37277525268793;-34.619594154940678
BOLIVAR;1000;65;135000;2076.9;;0.0;3;45;FRENTE;;;;;BALCON;SAN TELMO;1;-58.37277525268793;-34.619594154940678
BOLIVAR;1100;68;115000;1691.2;;0.0;3;0;;;;1;;;SAN TELMO;1;-58.372686777620409;-34.62072202930603
BOLIVAR;1200;60;90000;1500.0;;0.0;3;45;LATERAL;;;;SI;BALCON;SAN TELMO;1;-58.372634919675775;-34.621881173060999
BOLIVAR;1300;94;139000;1478.7;;0.0;4;60;FRENTE;SI;;;SI;;SAN TELMO;1;-58.372730320795441;-34.623170543311367
BOLIVAR;1400;106;155000;1462.3;;0.0;4;35;;;;1;;BALCON;SAN TELMO;1;-58.372507820545373;-34.62429123165775
BOLIVAR;1400;180;270000;1500.0;;0.0;5;0;FRENTE;;;;;;SAN TELMO;1;-58.372507820545373;-34.62429123165775
BOLIVAR;1800;60;100000;1666.7;;0.0;3;42;FRENTE;;;1;SI;;BARRACAS;4;-58.371868509719626;-34.62923722082229
BOLIVAR;1800;66;160000;2424.2;;0.0;3;5;FRENTE;;;2;;;BARRACAS;4;-58.371868509719626;-34.62923722082229
BOLIVAR;1800;80;170000;2125.0;;0.0;3;42;FRENTE;;;1;SI;TERRAZA;BARRACAS;4;-58.371868509719626;-34.62923722082229
BOLIVIA;100;36;70000;1944.4;;0.0;2;30;CONTRAFRENTE;;;;;;FLORES;7;-58.466215086714335;-34.628468646789216
BOLIVIA;100;38;68500;1802.6;;0.0;2;0;;;;;;;FLORES;7;-58.466215086714335;-34.628468646789216
BOLIVIA;100;62;75000;1209.7;;0.0;2;40;;;;;;;FLORES;7;-58.466215086714335;-34.628468646789216
BOLIVIA;100;120;130000;1083.3;;0.0;4;50;;;;;;;FLORES;7;-58.466215086714335;-34.628468646789216
BOLIVIA;300;130;140000;1076.9;;0.0;4;50;FRENTE;;;;;;FLORES;7;-58.466737632273315;-34.627301977439522
BOLIVIA;300;138;196000;1420.3;;0.0;4;40;FRENTE;;;;SI;BALCON;FLORES;7;-58.466737632273315;-34.627301977439522
BOLIVIA;400;72;91000;1263.9;;0.0;3;40;LATERAL;;;;;;FLORES;7;-58.467209235659546;-34.626225245382422
BOLIVIA;400;80;110000;1375.0;;0.0;4;45;CONTRAFRENTE;;;;;;FLORES;7;-58.467209235659546;-34.626225245382422
BOLIVIA;400;83;109000;1313.3;;0.0;4;38;;;;;;;FLORES;7;-58.467209235659546;-34.626225245382422
BOLIVIA;800;121;168000;1388.4;;0.0;3;60;FRENTE;;;2;;;FLORES;7;-58.469075899477296;-34.621964127887203
BOLIVIA;1000;77;142000;1844.2;;0.0;3;50;;;;2;;;FLORES;7;-58.469951370380493;-34.61996240870868
BOLIVIA;1300;34;58500;1720.6;;0.0;2;40;;;;1;;;VILLA GRAL. MITRE;11;-58.472136787572332;-34.616541644094468
BOLIVIA;2000;74;102900;1390.5;;0.0;3;40;FRENTE;;;1;;BALCON;VILLA GRAL. MITRE;11;-58.477739875626312;-34.60951859657947
BOLIVIA;2400;95;170000;1789.5;;0.0;3;35;;;;2;;;VILLA DEL PARQUE;11;-58.480611060998037;-34.605908882979612
BOLIVIA;2900;46;99000;2152.2;;0.0;2;0;CONTRAFRENTE;;;1;;BALCON;VILLA DEL PARQUE;11;-58.484511748590847;-34.601012095932496
BOLIVIA;2900;50;90000;1800.0;;0.0;2;0;;;;;;;VILLA DEL PARQUE;11;-58.484511748590847;-34.601012095932496
BOLIVIA;2900;60;128000;2133.3;;0.0;3;1;CONTRAFRENTE;;;2;;;VILLA DEL PARQUE;11;-58.484511748590847;-34.601012095932496
BOLIVIA;2900;73;150000;2054.8;;0.0;3;10;FRENTE;;;1;;BALCON;VILLA DEL PARQUE;11;-58.484511748590847;-34.601012095932496
BOLIVIA;3000;45;132000;2933.3;;0.0;2;5;LATERAL;;;;;;VILLA DEL PARQUE;11;-58.486548030641721;-34.599938565612952
BOLIVIA;3000;48;127000;2645.8;;0.0;2;5;;;;1;;PATIO;VILLA DEL PARQUE;11;-58.486548030641721;-34.599938565612952
BOLIVIA;3000;65;165000;2538.5;;0.0;3;6;;;;;;;VILLA DEL PARQUE;11;-58.486548030641721;-34.599938565612952
BOLIVIA;3000;73;150000;2054.8;;0.0;3;10;;;;1;;;VILLA DEL PARQUE;11;-58.486548030641721;-34.599938565612952
BOLIVIA;3100;110;119999;1090.9;;0.0;2;0;FRENTE;;SI;2;SI;;VILLA DEL PARQUE;11;-58.487100712778698;-34.598769996156641
BOLIVIA;3200;50;67000;1340.0;;0.0;1;30;CONTRAFRENTE;;;;;PATIO;VILLA DEL PARQUE;11;-58.487591398605502;-34.598051146201882
BOLIVIA;4500;40;78000;1950.0;;0.0;1;5;LATERAL;;;1;;BALCON;VILLA PUEYRREDON;12;-58.497508425811269;-34.585819230619151
BOLIVIA;4500;48;97000;2020.8;;0.0;2;5;LATERAL;;;;SI;BALCON;VILLA PUEYRREDON;12;-58.497508425811269;-34.585819230619151
BOLIVIA;4500;65;155000;2384.6;;0.0;3;6;CONTRAFRENTE;;SI;1;;BALCON;VILLA PUEYRREDON;12;-58.497508425811269;-34.585819230619151
BOLIVIA;4600;110;149000;1354.5;;0.0;4;0;;;;1;SI;PATIO;VILLA PUEYRREDON;12;-58.498159703351256;-34.585098532574868
BOLIVIA;4700;70;115000;1642.9;;0.0;3;4;CONTRAFRENTE;;;1;;;VILLA PUEYRREDON;12;-58.498911626502185;-34.584269760372841
BOLIVIA;5000;70;110000;1571.4;;0.0;3;50;FRENTE;;;;;PATIO;VILLA PUEYRREDON;12;-58.501234975289428;-34.581713550009255
BOLIVIA;5600;640;360000;562.5;;0.0;5;36;;;;3;;;VILLA PUEYRREDON;12;-58.505380070817914;-34.577131357094942
BOLIVIA;5700;53;98000;1849.1;;0.0;2;12;FRENTE;;;2;;BALCON TERRAZA;VILLA PUEYRREDON;12;-58.506031529758978;-34.576410971346696
BOLIVIA;6000;60;76000;1266.7;;0.0;3;60;FRENTE;;;1;;BALCON;VILLA PUEYRREDON;12;-58.508199059744499;-34.574012906816691
BOLIVIA;6000;73;90000;1232.9;;0.0;4;60;FRENTE;;;1;;BALCON;VILLA PUEYRREDON;12;-58.508199059744499;-34.574012906816691
BONIFACIO JOSE;700;132;518196;3925.7;3332000;25242.4;4;0;FRENTE;;;;;;CABALLITO;6;-58.437378438838167;-34.627384131430645
BONIFACIO JOSE;1300;260;398000;1530.8;;0.0;4;18;FRENTE;;;;;;CABALLITO;6;-58.444943598807619;-34.628494233248063
BONIFACIO JOSE;1700;160;345000;2156.3;;0.0;4;35;FRENTE;;;;;;FLORES;7;-58.452042594916477;-34.629649942900507
BONIFACIO JOSE;4100;53;63000;1188.7;;0.0;3;60;FRENTE;;;1;;BALCON;PARQUE AVELLANEDA;9;-58.481815981747467;-34.63983063607175
BONIFACIO, JOSE;100;43;84500;1965.1;;0.0;2;38;LATERAL;;;;;;CABALLITO;6;-58.428374694581173;-34.626068441267861
BONIFACIO, JOSE;100;70;160000;2285.7;;0.0;3;6;;;;2;;;CABALLITO;6;-58.428374694581173;-34.626068441267861
BONIFACIO, JOSE;100;83;132500;1596.4;;0.0;3;38;FRENTE;;;;;;CABALLITO;6;-58.428374694581173;-34.626068441267861
BONIFACIO, JOSE;100;210;330000;1571.4;;0.0;5;36;FRENTE;SI;;;SI;BALCON;CABALLITO;6;-58.428374694581173;-34.626068441267861
BONIFACIO, JOSE;100;250;320000;1280.0;;0.0;6;30;FRENTE;SI;;2;SI;;CABALLITO;6;-58.428374694581173;-34.626068441267861
BONIFACIO, JOSE;300;35;85000;2428.6;;0.0;2;35;LATERAL;;;1;;BALCON;CABALLITO;6;-58.431187334479439;-34.62647627632272
BONIFACIO, JOSE;300;72;148000;2055.6;;0.0;4;24;FRENTE;;;2;SI;BALCON;CABALLITO;6;-58.431187334479439;-34.62647627632272
BONIFACIO, JOSE;300;130;165000;1269.2;;0.0;3;40;FRENTE;;;2;;BALCON;CABALLITO;6;-58.431187334479439;-34.62647627632272
BONIFACIO, JOSE;300;191;289000;1513.1;;0.0;4;35;FRENTE;;;4;SI;;CABALLITO;6;-58.431187334479439;-34.62647627632272
BONIFACIO, JOSE;400;51;98000;1921.6;;0.0;1;0;CONTRAFRENTE;;;1;;BALCON;CABALLITO;6;-58.432592134348447;-34.626682747708301
BONIFACIO, JOSE;400;130;170000;1307.7;;0.0;3;0;FRENTE;;;2;;;CABALLITO;6;-58.432592134348447;-34.626682747708301
BONIFACIO, JOSE;600;62;85000;1371.0;;0.0;2;0;FRENTE;;;;;;CABALLITO;6;-58.435883630251283;-34.627165127252312
BONIFACIO, JOSE;600;287;250000;871.1;;0.0;5;90;FRENTE;;;2;;BALCON;CABALLITO;6;-58.435883630251283;-34.627165127252312
BONIFACIO, JOSE;700;125;355000;2840.0;;0.0;4;0;FRENTE;;;3;SI;BALCON;CABALLITO;6;-58.437378438838167;-34.627384131430645
BONIFACIO, JOSE;700;149;320000;2147.7;;0.0;4;35;CONTRAFRENTE;SI;SI;;SI;;CABALLITO;6;-58.437378438838167;-34.627384131430645
BONIFACIO, JOSE;800;48;98000;2041.7;;0.0;2;0;FRENTE;;;1;;BALCON;CABALLITO;6;-58.438800593876891;-34.627592500122859
BONIFACIO, JOSE;800;70;165000;2357.1;;0.0;3;8;CONTRAFRENTE;;;2;;;CABALLITO;6;-58.438800593876891;-34.627592500122859
BONIFACIO, JOSE;800;79;177000;2240.5;;0.0;3;0;FRENTE;;;;SI;;CABALLITO;6;-58.438800593876891;-34.627592500122859
BONIFACIO, JOSE;800;88;220000;2500.0;;0.0;4;6;FRENTE;;;2;;;CABALLITO;6;-58.438800593876891;-34.627592500122859
BONIFACIO, JOSE;800;93;275000;2957.0;;0.0;4;4;FRENTE;;;3;SI;BALCON;CABALLITO;6;-58.438800593876891;-34.627592500122859
BONIFACIO, JOSE;1100;61;155000;2541.0;;0.0;3;5;CONTRAFRENTE;SI;;2;SI;BALCON;CABALLITO;6;-58.443116345489912;-34.628216917832717
BONIFACIO, JOSE;1300;97;170000;1752.6;;0.0;3;45;FRENTE;;;2;SI;BALCON;CABALLITO;6;-58.444943598807619;-34.628494233248063
BONIFACIO, JOSE;1300;260;398000;1530.8;;0.0;4;18;FRENTE;;SI;4;SI;BALCON;CABALLITO;6;-58.444943598807619;-34.628494233248063
