CALLE;NUMERO;M2;DOLARES;U_S_M2;PISO;AMBIENTES;DORMITORIO;ANTIGUEDAD;A_ESTRENAR;FRENTE_Y_CONTRA;EDIFICACION;BAUL;COCHERA;BAÑO;LAVADERO;DEPENDENCIA;TERRAZA;OBS1;FUENTE;DIRECCION;NOMB_CA_CO;AV_SCORE;AV_SIDE;BARRIOS;COMUNA;AREA;ZONA;DIRECCION_NORMALIZADA;BARRIO_NORMALIZADO;COMUNA_NORMALIZADA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO;LATITUD;LONGITUD
BRAVO, MARIO;300;83;150000;1807,2; ;3;2;15; ; CONTRAFRENT; ;SI;SI;0; S; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;300 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 300;ALMAGRO;COMUNA 5;1175; C1175AB;-34.606971490305575;-58.41733674525842
BRAVO, MARIO;400;45;109000;2422,2; ;1;1; ; ; CONTRAFRENT; ; ;SI;1; ; ;BALCON; ; ARGENPROP.COM/ALMAGRO;400 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 400;ALMAGRO;COMUNA 5;1175; C1175AB;-34.605575726568055;-58.41712078257892
BRAVO, MARIO;400;48;129000;2687,5;6;1;1;5; ; FRENTE; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/ALMAGRO;400 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 400;ALMAGRO;COMUNA 5;1175; C1175AB;-34.605575726568055;-58.41712078257892
BRAVO, MARIO;400;72;135000;1875; ;2;2;25; ; CONTRAFRENT; ;SI; ;1; S; ;BALCON; ; ARGENPROP.COM/ALMAGRO;400 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 400;ALMAGRO;COMUNA 5;1175; C1175AB;-34.605575726568055;-58.41712078257892
BRAVO, MARIO;600;51;87000;1705,9; ;2;1;38; ; CONTRAFRENT; ; ; ;0; S; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;600 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 600;ALMAGRO;COMUNA 5;1175; C1175AB;-34.60248944679374;-58.41659194304491
BRAVO, MARIO;700;41;78000;1902,4;1;0;0;50; ; LATERAL; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;700 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 700;ALMAGRO;COMUNA 5;1175; C1175AB;-34.60151502571166;-58.416397971067354
BRAVO, MARIO;700;45;79000;1755,6; ;1;1;35; ; LATERAL; ; ; ;1; S; ; ; ; ARGENPROP.COM/ALMAGRO;700 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 700;ALMAGRO;COMUNA 5;1175; C1175AB;-34.60151502571166;-58.416397971067354
BRAVO, MARIO;700;70;139000;1985,7;6;2;2;35; ; FRENTE; ; ; ;0; ; ;BALCON; ; ARGENPROP.COM/ALMAGRO;700 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 700;ALMAGRO;COMUNA 5;1175; C1175AB;-34.60151502571166;-58.416397971067354
BRAVO, MARIO;700;73;129000;1767,1;PB;2;2;59; ; FRENTE; ; ; ;1; ; ; ; ; ARGENPROP.COM/ALMAGRO;700 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 700;ALMAGRO;COMUNA 5;1175; C1175AB;-34.60151502571166;-58.416397971067354
BRAVO, MARIO;800;33;74000;2242,4;2;1;1; ;A ESTRENAR; FRENTE; ; ; ;1; ; ;TERRAZA; ; BUSCAINMUEBLE/ALMAGRO;800 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 800;ALMAGRO;COMUNA 5;1175; C1175AB;-34.60053296016015;-58.41622192079048
BRAVO, MARIO;800;34;75000;2205,9; ;0;0; ;A ESTRENAR; FRENTE; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/PALERMO;800 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 800;ALMAGRO;COMUNA 5;1175; C1175AB;-34.60053296016015;-58.41622192079048
BRAVO, MARIO;800;37;70500;1905,4; ;1;0;1; ; FRENTE; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;800 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 800;ALMAGRO;COMUNA 5;1175; C1175AB;-34.60053296016015;-58.41622192079048
BRAVO, MARIO;800;41;74000;1804,9;2;0;0; ;A ESTRENAR; FRENTE; ; ; ;0; ; ; ; ; ARGENPROP.COM/ALMAGRO;800 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 800;ALMAGRO;COMUNA 5;1175; C1175AB;-34.60053296016015;-58.41622192079048
BRAVO, MARIO;900;41;73000;1780,5; ;2;1;35; ; FRENTE; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;900 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 900;ALMAGRO;COMUNA 5;1175; C1175AB;-34.59936332558854;-58.41614043050722
BRAVO, MARIO;900;41;80000;1951,2;1;2;1;35; ; FRENTE; ; ; ;1; ; ;TERRAZA; ; BUSCAINMUEBLE/ALMAGRO;900 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 900;ALMAGRO;COMUNA 5;1175; C1175AB;-34.59936332558854;-58.41614043050722
BRAVO, MARIO;900;46;80000;1739,1;1;1;1;35; ; FRENTE; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/ALMAGRO;900 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 900;ALMAGRO;COMUNA 5;1175; C1175AB;-34.59936332558854;-58.41614043050722
BRAVO, MARIO;1000;69;139900;2027,5;5;3;2;45; ; FRENTE; ; ;SI;1; S; ;BALCON; ; ARGENPROP.COM/PALERMO;1000 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 1000;ALMAGRO;COMUNA 5;1175; C1175AB;-34.5979414567881;-58.41606727667865
BRAVO, MARIO;1000;75;110000;1466,7; ;0;0; ; ; ; ; ; ;0; S; ;BALCON TERRAZA; ; INMUEBLESCLARIN.COM/ALMAGRO;1000 BRAVO, MARIO; MARIO BRAVO;94;L;ALMAGRO;5; ;3; BRAVO, MARIO 1000;ALMAGRO;COMUNA 5;1175; C1175AB;-34.5979414567881;-58.41606727667865
BRAVO, MARIO;1100;32;85000;2656,3;6;1;0;25; ; CONTRAFRENT; ; ; ;1; ; ; ; ; ARGENPROP.COM/PALERMO;1100 BRAVO, MARIO; MARIO BRAVO;94;L;RECOLETA;2; ;2; BRAVO, MARIO 1100;PALERMO;COMUNA 2;1175; C1175AB;-34.59678052604848;-58.41561490549634
BRAVO, MARIO;1100;43;87000;2023,3;6;2;1; ;A ESTRENAR; CONTRAFRENT; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/PALERMO;1100 BRAVO, MARIO; MARIO BRAVO;94;L;RECOLETA;2; ;2; BRAVO, MARIO 1100;PALERMO;COMUNA 2;1175; C1175AB;-34.59678052604848;-58.41561490549634
BRAVO, MARIO;1100;44;145000;3295,5;8;0;0;1; ; FRENTE; ;SI;SI;1; ; ;BALCON; ; ARGENPROP.COM/PALERMO;1100 BRAVO, MARIO; MARIO BRAVO;94;L;RECOLETA;2; ;2; BRAVO, MARIO 1100;PALERMO;COMUNA 2;1175; C1175AB;-34.59678052604848;-58.41561490549634
BRAVO, MARIO;1100;61;179000;2934,4; ;3;2;16; ; ; ; ; ;1; ; ; ; ; ARGENPROP.COM/PALERMO;1100 BRAVO, MARIO; MARIO BRAVO;94;L;RECOLETA;2; ;2; BRAVO, MARIO 1100;PALERMO;COMUNA 2;1175; C1175AB;-34.59678052604848;-58.41561490549634
BRAVO, MARIO;1100;62;158000;2548,4; ;3;2;19; ; CONTRAFRENT; ;SI; ;1; ; ;TERRAZA; ; ZONAPROP/BARRIO NORTE;1100 BRAVO, MARIO; MARIO BRAVO;94;L;RECOLETA;2; ;2; BRAVO, MARIO 1100;PALERMO;COMUNA 2;1175; C1175AB;-34.59678052604848;-58.41561490549634
BRAVO, MARIO;1200;110;189000;1718,2; ;3;3; ; ; FRENTE; ; ; ;3; S; S;BALCON; ; ARGENPROP.COM/PALERMO;1200 BRAVO, MARIO; MARIO BRAVO;94;L;RECOLETA;2; ;2; BRAVO, MARIO 1200;PALERMO;COMUNA 2;1175; C1175AB;-34.59566572949354;-58.41514295680761
BRAVO, MARIO;1500;27;83000;3074,1; ;1;1;16; ; CONTRAFRENT; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/PALERMO;1500 BRAVO, MARIO; MARIO BRAVO;94;R;RECOLETA;2; ;2; ; ; ; ; ;;
BROWN, ALTE.;100;38;69900;1839,5; ;0;0; ; ; FRENTE; ; ; ;0; S; ; ; ; INMUEBLESCLARIN.COM/BARRACAS;100 BROWN, ALTE.; AV. ALMIRANTE BROWN;89;L;BOCA;4; ;4; BROWN, ALTE. AV. 100;BOCA;COMUNA 4;1155; C1155AD;-34.62747012281317;-58.36735436178592
BROWN, ALTE.;200;34;45900;1350;1;1;0;5; ; LATERAL; ; ; ;0; S; ; ; ; INMUEBLESCLARIN.COM/BARRACAS;200 BROWN, ALTE.; AV. ALMIRANTE BROWN;89;L;BOCA;4; ;4; BROWN, ALTE. AV. 200;BOCA;COMUNA 4;1155; C1155AD;-34.62795856192984;-58.36660088311092
BROWN, ALTE.;200;40;64000;1600; ;1;1; ; ; FRENTE; ; ;SI;1; S; ;TERRAZA; ; ZONAPROP/LA BOCA;200 BROWN, ALTE.; AV. ALMIRANTE BROWN;89;L;BOCA;4; ;4; BROWN, ALTE. AV. 200;BOCA;COMUNA 4;1155; C1155AD;-34.62795856192984;-58.36660088311092
BROWN, ALTE.;200;42;69500;1654,8; ;2;1; ; ; LATERAL; ; ; ;0; S; ; ; ; INMUEBLESCLARIN.COM/BARRACAS;200 BROWN, ALTE.; AV. ALMIRANTE BROWN;89;L;BOCA;4; ;4; BROWN, ALTE. AV. 200;BOCA;COMUNA 4;1155; C1155AD;-34.62795856192984;-58.36660088311092
BROWN, ALTE.;200;42;105000;2500; ;2;1; ;A ESTRENAR; LATERAL; ;SI;SI;1; S; ;TERRAZA; ; BUSCAINMUEBLE/BARRACAS;200 BROWN, ALTE.; AV. ALMIRANTE BROWN;89;L;BOCA;4; ;4; BROWN, ALTE. AV. 200;BOCA;COMUNA 4;1155; C1155AD;-34.62795856192984;-58.36660088311092
BROWN, ALTE.;200;65;99500;1530,8; ;3;2; ; ; LATERAL; ; ; ;0; S; ; ; ; INMUEBLESCLARIN.COM/BARRACAS;200 BROWN, ALTE.; AV. ALMIRANTE BROWN;89;L;BOCA;4; ;4; BROWN, ALTE. AV. 200;BOCA;COMUNA 4;1155; C1155AD;-34.62795856192984;-58.36660088311092
BROWN, ALTE.;700;86;110000;1279,1; ;3;2; ; ; CONTRAFRENT; ; ; ;2; S; ;TERRAZA; ; ZONAPROP/LA BOCA;700 BROWN, ALTE.; AV. ALMIRANTE BROWN;89;L;BOCA;4; ;4; BROWN, ALTE. AV. 700;BOCA;COMUNA 4;1155; C1155AE;-34.630866071292616;-58.36237206272419
BROWN, ALTE.;700;178;199000;1118,4; ;5;4; ; ; FRENTE; ; ; ;2; S; ;TERRAZA; ; ZONAPROP/LA BOCA;700 BROWN, ALTE.; AV. ALMIRANTE BROWN;89;L;BOCA;4; ;4; BROWN, ALTE. AV. 700;BOCA;COMUNA 4;1155; C1155AE;-34.630866071292616;-58.36237206272419
BRUIX;4800;44;68000;1545,5;PB;2;1;7; ; INTERNO; ; ; ;0; S; ; ; ; ZONAPROP.COM_PARQUE AVELLANEDA;4800 BRUIX; AV. BRUIX;100;L;PARQUE AVELLANEDA;9; ;4; BRUIX AV. 4800;PARQUE AVELLANED;COMUNA 9;1407; C1407IK;-34.645485494596976;-58.49306624143959
BRUIX;4800;70;95000;1357,1; ;2;1;2; ; FRENTE; TIPO CASA; ;SI;0; ; ;TERRAZA; ; ZONAPROP.COM_PARQUE AVELLANEDA;4800 BRUIX; AV. BRUIX;100;L;PARQUE AVELLANEDA;9; ;4; BRUIX AV. 4800;PARQUE AVELLANED;COMUNA 9;1407; C1407IK;-34.645485494596976;-58.49306624143959
BRUIX;4800;130;155000;1192,3; ;5;4; ; ; ; ; ; ;2; S; S;PATIO; ; ZONAPROP.COM_FLORESTA;4800 BRUIX; AV. BRUIX;100;L;PARQUE AVELLANEDA;9; ;4; BRUIX AV. 4800;PARQUE AVELLANED;COMUNA 9;1407; C1407IK;-34.645485494596976;-58.49306624143959
BRUIX;4800;200;175000;875; ;5;4; ; ; ; ;SI;SI;0; S; S;TERRAZA; ; ZONAPROP.COM_FLORESTA;4800 BRUIX; AV. BRUIX;100;L;PARQUE AVELLANEDA;9; ;4; BRUIX AV. 4800;PARQUE AVELLANED;COMUNA 9;1407; C1407IK;-34.645485494596976;-58.49306624143959
BRUSELAS;500;70;95000;1357,1; ;3;2;7; ; FRENTE; ; ; ;2; S; S;TERRAZA; ; ZONAPROP.COM_VERSALLES;500 BRUSELAS; BRUSELAS;37; ;VERSALLES;10; ;3; ; ; ; ; ;;
BRUSELAS;500;75;140000;1866,7;5;3;2;6; ; CONTRAFRENT; ; ;SI;1; ; ;BALCON; ; ARGENPROP.COM/VERSALLES;500 BRUSELAS; BRUSELAS;37; ;VERSALLES;10; ;3; ; ; ; ; ;;
BRUSELAS;500;79;170000;2151,9;7;4;3; ; ; CONTRAFRENT; ; ;SI;2; ; ;BALCON; ; ARGENPROP.COM/VERSALLES;500 BRUSELAS; BRUSELAS;37; ;VERSALLES;10; ;3; ; ; ; ; ;;
BRUSELAS;900;174;115000;660,9; ;3;3;8; ; CONTRAFRENT; POR ESCALER;SI; ;1; S; ;BALCON; ; ARGENPROP.COM/VERSALLES;900 BRUSELAS; BRUSELAS;100;L;VERSALLES;10; ;3; BRUSELAS 900;VERSALLES;COMUNA 10;1408; C1408BY;-34.62689632598047;-58.523378229619304
BRUSELAS;1300;68;125000;1838,2;1;3;2;15; ; FRENTE; ; ; ;1; S; ;BALCON; ; ARGENPROP.COM/VILLAREAL;1300 BRUSELAS; BRUSELAS;100;L;VILLA REAL;10; ;3; BRUSELAS 1300;VILLA REAL;COMUNA 10;1408; C1408BY;-34.622128191888706;-58.526530340085344
BUCARELLI;1200;42;96000;2285,7;6;1;1;5; ; LATERAL; ; ; ;0; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;1200 BUCARELLI; BUCARELLI;100;L;PARQUE CHAS;15; ;3; BUCARELLI 1200;PARQUE CHAS;COMUNA 15;1427; C1427BD;-34.587818332542994;-58.477781753549436
BUCARELLI;1200;52;86000;1653,8;4;2;1;6; ; INTERNO; ; ; ;0; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;1200 BUCARELLI; BUCARELLI;100;L;PARQUE CHAS;15; ;3; BUCARELLI 1200;PARQUE CHAS;COMUNA 15;1427; C1427BD;-34.587818332542994;-58.477781753549436
BUCARELLI;1200;100;235000;2350; ;4;3; ; ; FRENTE; DUPLEX; ;SI;3; S; S;TERRAZA; ; ZONAPROP.COM_PARQUE CHAS;1200 BUCARELLI; BUCARELLI;100;L;PARQUE CHAS;15; ;3; BUCARELLI 1200;PARQUE CHAS;COMUNA 15;1427; C1427BD;-34.587818332542994;-58.477781753549436
BUCARELLI;1900;39;79900;2048,7;6;0;0; ;A ESTRENAR; FRENTE; ; ; ;1; S; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;1900 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 1900;VILLA URQUIZA;COMUNA 12;1431; C1431DQ;-34.58067582336886;-58.48392508821766
BUCARELLI;1900;50;120000;2400;3;2;1; ;A ESTRENAR; FRENTE; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;1900 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 1900;VILLA URQUIZA;COMUNA 12;1431; C1431DQ;-34.58067582336886;-58.48392508821766
BUCARELLI;1900;63;140000;2222,2;8;2;1; ;A ESTRENAR; FRENTE; ; ; ;1; ; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;1900 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 1900;VILLA URQUIZA;COMUNA 12;1431; C1431DQ;-34.58067582336886;-58.48392508821766
BUCARELLI;1900;82;188000;2292,7;2;2;2; ;A ESTRENAR; FRENTE; ; ;SI;2; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;1900 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 1900;VILLA URQUIZA;COMUNA 12;1431; C1431DQ;-34.58067582336886;-58.48392508821766
BUCARELLI;1900;90;210000;2333,3;3;2;2; ;A ESTRENAR; FRENTE; ; ;SI;2; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;1900 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 1900;VILLA URQUIZA;COMUNA 12;1431; C1431DQ;-34.58067582336886;-58.48392508821766
BUCARELLI;1900;95;230000;2421,1; ;2;2; ; ; FRENTE; SEMIPISO; ; ;2; S; S;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;1900 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 1900;VILLA URQUIZA;COMUNA 12;1431; C1431DQ;-34.58067582336886;-58.48392508821766
BUCARELLI;2100;199;320000;1608;PB;4;3;30; ; CONTRAFRENT; ; ; ;1; S; ;PATIO; ; ARGENPROP.COM/VILLAURQUIZA;2100 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 2100;VILLA URQUIZA;COMUNA 12;1431; C1431DQ;-34.5784968937337;-58.48577969811694
BUCARELLI;2200;58;122000;2103,4;8;2;1;30; ; CONTRAFRENT; ;SI; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;2200 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 2200;VILLA URQUIZA;COMUNA 12;1431; C1431DQ;-34.577183701775255;-58.48689976818632
BUCARELLI;2300;92;215000;2337;3;2;2;4; ; CONTRAFRENT; SEMIPISO; ; ;2; ; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;2300 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 2300;VILLA URQUIZA;COMUNA 12;1431; C1431DQ;-34.57637217229576;-58.48759188632798
BUCARELLI;2300;106;300000;2830,2; ;4;3;7; ; FRENTE; ; ; ;2; S; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;2300 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 2300;VILLA URQUIZA;COMUNA 12;1431; C1431DQ;-34.57637217229576;-58.48759188632798
BUCARELLI;2500;73;135000;1849,3;3;2;2;20; ; FRENTE; ; ;SI;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;2500 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 2500;VILLA URQUIZA;COMUNA 12;1431; C1431DR;-34.575058893966826;-58.48932613668554
BUCARELLI;2600;52;74500;1432,7; ;0;0;35; ; CONTRAFRENT; ; ; ;1; S; ; ; ; ARGENPROP.COM/VILLAURQUIZA;2600 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 2600;VILLA URQUIZA;COMUNA 12;1431; C1431DR;-34.574184132616665;-58.490054581144356
BUCARELLI;2600;61;130000;2131,1;3;3;2;35; ; FRENTE; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;2600 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 2600;VILLA URQUIZA;COMUNA 12;1431; C1431DR;-34.574184132616665;-58.490054581144356
BUCARELLI;2600;64;120000;1875; ;3;2;35; ; CONTRAFRENT; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;2600 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 2600;VILLA URQUIZA;COMUNA 12;1431; C1431DR;-34.574184132616665;-58.490054581144356
BUCARELLI;3300;39;76000;1948,7;2;1;1; ;A ESTRENAR; FRENTE; ;SI; ;0; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;3300 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 3300;VILLA URQUIZA;COMUNA 12;1431; C1431DR;-34.568042721726314;-58.49495979938605
BUCARELLI;3300;58;128000;2206,9;1;2;1; ;A ESTRENAR; FRENTE; SEMIPISO; ;SI;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;3300 BUCARELLI; BUCARELLI;100;L;VILLA URQUIZA;12; ;3; BUCARELLI 3300;VILLA URQUIZA;COMUNA 12;1431; C1431DR;-34.568042721726314;-58.49495979938605
BUFANO, ALFREDO R.;1300;82;210000;2561;3;2;2;10; ; FRENTE; ;SI;SI;2; S; ;BALCON; ; ARGENPROP.COM/VILLAGENERALMITR;1300 BUFANO, ALFREDO R.; ALFREDO R. BUFANO;92;L;VILLA GRAL. MITRE;11; ;3; BUFANO, ALFREDO R. 1300;VILLA GRAL. MITR;COMUNA 11;1416; C1416AJ;-34.616263860448186;-58.46879032931803
BUFANO, ALFREDO R.;2600;109;135000;1238,5; ;3;2;60; ; FRENTE; ; ; ;0; S; ;TERRAZA; ; ZONAPROP.COM_PATERNAL;2600 BUFANO, ALFREDO R.; ALFREDO R. BUFANO;92;L;VILLA DEL PARQUE;11; ;3; BUFANO, ALFREDO R. 2600;VILLA DEL PARQUE;COMUNA 11;1417; C1417DM;-34.60367765738594;-58.478582197865336
BULNES;100;65;110000;1692,3;2;3;2;35; ; FRENTE; ;SI; ;0; S; ;BALCON; ; ARGENPROP.COM/ALMAGRO;100 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 100;ALMAGRO;COMUNA 5;1176; C1176AA;-34.60972680805509;-58.41869467528628
BULNES;100;82;145000;1768,3;2;3;2;10; ; FRENTE; ; ; ;2; ; ;BALCON; ; INMUEBLESCLARIN.COM/ALMAGRO;100 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 100;ALMAGRO;COMUNA 5;1176; C1176AA;-34.60972680805509;-58.41869467528628
BULNES;200;78;120000;1538,5;9;2;2;40; ; CONTRAFRENT; ; ; ;1; ; S;BALCON; ; ARGENPROP.COM/ALMAGRO;200 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 200;ALMAGRO;COMUNA 5;1176; C1176AB;-34.608758111621434;-58.41880799869255
BULNES;400;37;75000;2027;3;1;1;20; ; LATERAL; ; ; ;1; S; ; ; ; ARGENPROP.COM/ALMAGRO;400 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 400;ALMAGRO;COMUNA 5;1176; C1176AB;-34.60686369785516;-58.41868621937759
BULNES;400;48;125000;2604,2; ;1;1;3; ; ; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/ALMAGRO;400 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 400;ALMAGRO;COMUNA 5;1176; C1176AB;-34.60686369785516;-58.41868621937759
BULNES;500;78;139000;1782,1; ;3;2;60; ; ; ; ; ;0; ; S; ; ; INMUEBLESCLARIN.COM/ALMAGRO;500 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 500;ALMAGRO;COMUNA 5;1176; C1176AB;-34.60529482341011;-58.41836067220221
BULNES;600;37;77500;2094,6;5;2;1;40; ; LATERAL; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;600 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 600;ALMAGRO;COMUNA 5;1176; C1176AB;-34.60461865361198;-58.41829283747826
BULNES;600;53;99900;1884,9;5;2;2;45; ; FRENTE; ; ; ;1; ; ; ; ; ARGENPROP.COM/ALMAGRO;600 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 600;ALMAGRO;COMUNA 5;1176; C1176AB;-34.60461865361198;-58.41829283747826
BULNES;600;77;170000;2207,8; ;4;3;35; ; LATERAL; ;SI; ;1; ; ;TERRAZA; ; ZONAPROP/ALMAGRO;600 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 600;ALMAGRO;COMUNA 5;1176; C1176AB;-34.60461865361198;-58.41829283747826
BULNES;600;95;170000;1789,5;8;4;3;35; ; ; ;SI; ;0; S; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;600 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 600;ALMAGRO;COMUNA 5;1176; C1176AB;-34.60461865361198;-58.41829283747826
BULNES;700;32;75000;2343,8;2;2;1;30; ; LATERAL; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;700 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 700;ALMAGRO;COMUNA 5;1176; C1176AB;-34.6035510029051;-58.418105489532856
BULNES;700;33;64000;1939,4;2;1;1; ; ; LATERAL; ; ; ;0; ; ; ; ; ARGENPROP.COM/ALMAGRO;700 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 700;ALMAGRO;COMUNA 5;1176; C1176AB;-34.6035510029051;-58.418105489532856
BULNES;700;34;71000;2088,2; ;2;1;35; ; LATERAL; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;700 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 700;ALMAGRO;COMUNA 5;1176; C1176AB;-34.6035510029051;-58.418105489532856
BULNES;700;35;78000;2228,6;8;1;1;16; ; ; ; ; ;0; ; ;BALCON; ; ARGENPROP.COM/ALMAGRO;700 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 700;ALMAGRO;COMUNA 5;1176; C1176AB;-34.6035510029051;-58.418105489532856
BULNES;700;49;92000;1877,6; ;2;1;15; ; FRENTE; ; ; ;0; S; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;700 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 700;ALMAGRO;COMUNA 5;1176; C1176AB;-34.6035510029051;-58.418105489532856
BULNES;700;56;105000;1875;3;2;2;35; ; CONTRAFRENT; SEMIPISO;SI; ;1; S; ; ; ; ARGENPROP.COM/ALMAGRO;700 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 700;ALMAGRO;COMUNA 5;1176; C1176AB;-34.6035510029051;-58.418105489532856
BULNES;700;60;150000;2500; ;2;2;30; ; INTERNO; ;SI;SI;1; ; ; ; ; ARGENPROP.COM/ALMAGRO;700 BULNES; BULNES;100;L;ALMAGRO;5; ;3; BULNES 700;ALMAGRO;COMUNA 5;1176; C1176AB;-34.6035510029051;-58.418105489532856
