CALLE;NUMERO;M2;DOLARES;U_S_M2;PISO;AMBIENTES;DORMITORIO;ANTIGUEDAD;A_ESTRENAR;FRENTE_Y_CONTRA;EDIFICACION;BAUL;COCHERA;BAÑO;LAVADERO;DEPENDENCIA;TERRAZA;OBS1;FUENTE;DIRECCION;NOMB_CA_CO;AV_SCORE;AV_SIDE;BARRIOS;COMUNA;AREA;ZONA;DIRECCION_NORMALIZADA;BARRIO_NORMALIZADO;COMUNA_NORMALIZADA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO;LATITUD;LONGITUD
YRIGOYEN, HIPOLITO;3400;38;62500;1644,7;8;2;1;45; ; CONTRAFRENT; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;3400 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3400;ALMAGRO;COMUNA 5;1208; C1208AB;-34.613072769867976;-58.414655315485355
YRIGOYEN, HIPOLITO;3400;87;150000;1724,1;10;2;1;12; ; ; ; ;SI;1; ; ;TERRAZA; ; ARGENPROP.COM/ALMAGRO;3400 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3400;ALMAGRO;COMUNA 5;1208; C1208AB;-34.613072769867976;-58.414655315485355
YRIGOYEN, HIPOLITO;3500;56;89000;1589,3;1;3;2;60; ; LATERAL; ;SI; ;0; S; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;3500 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3500;ALMAGRO;COMUNA 5;1208; C1208AB;-34.613535129242685;-58.416027623702746
YRIGOYEN, HIPOLITO;3500;57;90000;1578,9;1;2;2;50; ; INTERNO; ; ; ;1; S; ; ; ; ARGENPROP.COM/ALMAGRO;3500 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3500;ALMAGRO;COMUNA 5;1208; C1208AB;-34.613535129242685;-58.416027623702746
YRIGOYEN, HIPOLITO;3500;92;150000;1630,4; ;3;3;54; ; ; ; ; ;2; ; ; ; ; ARGENPROP.COM/ALMAGRO;3500 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3500;ALMAGRO;COMUNA 5;1208; C1208AB;-34.613535129242685;-58.416027623702746
YRIGOYEN, HIPOLITO;3600;35;75000;2142,9; ;1;0;14; ; CONTRAFRENT; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;3600 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3600;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61389124758659;-58.41709623111437
YRIGOYEN, HIPOLITO;3600;38;74900;1971,1; ;1;0;9; ; FRENTE; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;3600 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3600;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61389124758659;-58.41709623111437
YRIGOYEN, HIPOLITO;3600;40;75000;1875;6;1;0;10; ; FRENTE; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;3600 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3600;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61389124758659;-58.41709623111437
YRIGOYEN, HIPOLITO;3600;44;70000;1590,9;PB;2;1;48; ; LATERAL; ; ; ;0; S; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;3600 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3600;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61389124758659;-58.41709623111437
YRIGOYEN, HIPOLITO;3600;65;134000;2061,5;13;2;2;15; ; FRENTE; ; ; ;1; S; ;BALCON; ; ARGENPROP.COM/ALMAGRO;3600 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3600;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61389124758659;-58.41709623111437
YRIGOYEN, HIPOLITO;3700;58;129000;2224,1; ;3;2; ; ; FRENTE; ;SI; ;1; S; ; ; ; BUSCAINMUEBLE/ALMAGRO;3700 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3700;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61431655927566;-58.41856080507877
YRIGOYEN, HIPOLITO;3700;63;165000;2619; ;3;2;15; ; LATERAL; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;3700 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3700;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61431655927566;-58.41856080507877
YRIGOYEN, HIPOLITO;3700;68;135000;1985,3;7;2;2; ; ; CONTRAFRENT; ; ; ;1; ; ;TERRAZA; ; ARGENPROP.COM/ALMAGRO;3700 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3700;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61431655927566;-58.41856080507877
YRIGOYEN, HIPOLITO;3700;73;129000;1767,1; ;2;2; ; ; ; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/ALMAGRO;3700 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3700;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61431655927566;-58.41856080507877
YRIGOYEN, HIPOLITO;3700;76;155000;2039,5;11;2;2;15; ; CONTRAFRENT; ; ;SI;1; S; ;BALCON; ; ARGENPROP.COM/ALMAGRO;3700 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3700;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61431655927566;-58.41856080507877
YRIGOYEN, HIPOLITO;3700;79;130000;1645,6;13;2;2;15; ; FRENTE; ; ; ;1; S; ;TERRAZA; ; ARGENPROP.COM/ALMAGRO;3700 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3700;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61431655927566;-58.41856080507877
YRIGOYEN, HIPOLITO;3700;124;250000;2016,1;3;3;3;15; ; CONTRAFRENT; ; ; ;2; ; S;BALCON; ; ARGENPROP.COM/ALMAGRO;3700 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3700;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61431655927566;-58.41856080507877
YRIGOYEN, HIPOLITO;3700;135;250000;1851,9; ;4;3;15; ; FRENTE; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;3700 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3700;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61431655927566;-58.41856080507877
YRIGOYEN, HIPOLITO;3700;140;250000;1785,7; ;4;4;15; ; FRENTE; ; ; ;0; ; ;BALCON; ; ARGENPROP.COM/ALMAGRO;3700 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3700;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61431655927566;-58.41856080507877
YRIGOYEN, HIPOLITO;3800;35;79000;2257,1; ;0;0;5; ; CONTRAFRENT; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/ALMAGRO;3800 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3800;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61464955546819;-58.42021166918013
YRIGOYEN, HIPOLITO;3800;48;70000;1458,3;2;2;1; ; ; FRENTE; POR ESCALER; ; ;0; ; ;BALCON; ; ARGENPROP.COM/ALMAGRO;3800 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 3800;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61464955546819;-58.42021166918013
YRIGOYEN, HIPOLITO;4100;54;130000;2407,4; ;1;1;6; ; LATERAL; ;SI;SI;1; S; ; ; ; ARGENPROP.COM/ALMAGRO;4100 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 4100;ALMAGRO;COMUNA 5;1208; C1208AB;-34.61488152323246;-58.424375715741746
YRIGOYEN, HIPOLITO;4200;85;129900;1528,2;6;3;3;50; ; CONTRAFRENT; ; ; ;1; S; ;BALCON; ; ARGENPROP.COM/ALMAGRO;4200 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 4200;ALMAGRO;COMUNA 5;1208; C1208AB;-34.614953307503555;-58.42585907227161
YRIGOYEN, HIPOLITO;4200;102;147000;1441,2;4;3;2;45; ; FRENTE; ; ; ;2; S; S; ; ; BUSCAINMUEBLE/ALMAGRO;4200 YRIGOYEN, HIPOLITO; AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5; ;3; YRIGOYEN, HIPOLITO AV. 4200;ALMAGRO;COMUNA 5;1208; C1208AB;-34.614953307503555;-58.42585907227161
ZABALA;1700;70;179000;2557,1; ;4;3;31; ; FRENTE; ; ; ;2; S; ;TERRAZA; ; ZONAPROP/BELGRANO;1700 ZABALA; ZABALA;100;L;PALERMO;14; ;2; ZABALA 1700;PALERMO;COMUNA 14;1426; C1426DQ;-34.5636418113692;-58.44242390403191
ZABALA;1700;200;495000;2475;9;4;3; ; ; ; ;SI; ;0; ; S;BALCON TERRAZA; ; INMUEBLESCLARIN.COM/BELGRANO;1700 ZABALA; ZABALA;100;L;PALERMO;14; ;2; ZABALA 1700;PALERMO;COMUNA 14;1426; C1426DQ;-34.5636418113692;-58.44242390403191
ZABALA;1800;390;1290000;3307,7; ;5;4;40; ; FRENTE; ;SI;SI;3; S; S;TERRAZA; ; ZONAPROP/BELGRANO;1800 ZABALA; ZABALA;100;L;PALERMO;14; ;2; ZABALA 1800;PALERMO;COMUNA 14;1426; C1426DQ;-34.56421894672832;-58.443522647787034
ZABALA;1900;300;1150000;3833,3; ;4;3;20; ; CONTRAFRENT; ;SI;SI;4; S; S; ; ; INMUEBLESCLARIN.COM/BELGRANO;1900 ZABALA; ZABALA;100;L;PALERMO;14; ;2; ZABALA 1900;PALERMO;COMUNA 14;1426; C1426DQ;-34.56479012389388;-58.44448836567303
ZABALA;1900;348;990000;2844,8; ;5;4;35; ; FRENTE; ;SI;SI;5; S; S;TERRAZA; ; ZONAPROP/BELGRANO;1900 ZABALA; ZABALA;100;L;PALERMO;14; ;2; ZABALA 1900;PALERMO;COMUNA 14;1426; C1426DQ;-34.56479012389388;-58.44448836567303
ZABALA;2200;140;374000;2671,4; ;4;3;35; ; FRENTE; ;SI;SI;2; S; S;TERRAZA; ; ZONAPROP/BELGRANO;2200 ZABALA; ZABALA;100;L;PALERMO;14; ;2; ZABALA 2200;PALERMO;COMUNA 14;1426; C1426DQ;-34.56638498562304;-58.447195154859166
ZABALA;2400;22;57000;2590,9; ;2;1; ; ; INTERNO; ; ; ;1; ; ;TERRAZA; ; ZONAPROP/BELGRANO;2400 ZABALA; ZABALA;100;L;PALERMO;14; ;2; ZABALA 2400;PALERMO;COMUNA 14;1426; C1426DQ;-34.567808549906616;-58.4489359561653
ZABALA;2400;150;355000;2366,7; ;4;2;40; ; FRENTE; ; ;SI;2; S; S;TERRAZA; ; ZONAPROP/BELGRANO;2400 ZABALA; ZABALA;100;L;PALERMO;14; ;2; ZABALA 2400;PALERMO;COMUNA 14;1426; C1426DQ;-34.567808549906616;-58.4489359561653
ZABALA;3200;82;191000;2329,3; ;3;2; ;A ESTRENAR; CONTRAFRENT; ; ;SI;1; S; ;TERRAZA; ; ZONAPROP/COLEGIALES;3200 ZABALA; ZABALA;100;L;COLEGIALES;13; ;2; ZABALA 3200;COLEGIALES;COMUNA 13;1426; C1426DR;-34.57537452958285;-58.454804737078746
ZABALA;3500;55;116000;2109,1; ;2;1; ;A ESTRENAR; FRENTE; ; ; ;1; ; ;TERRAZA; ; ZONAPROP/BELGRANO;3500 ZABALA; ZABALA;100;L;COLEGIALES;13; ;2; ZABALA 3500;COLEGIALES;COMUNA 13;1426; C1426DR;-34.5784859702407;-58.45724492301103
ZABALA;3600;95;190000;2000; ;4;3;35; ; FRENTE; ; ; ;0; ; S;BALCON; ; ZONAPROP.COM_VILLA ORTUZAR;3600 ZABALA; ZABALA;100;L;CHACARITA;15; ;3; ZABALA 3600;CHACARITA;COMUNA 15;1427; C1427DY;-34.579731955782194;-58.45755374881899
ZAMUDIO;3800;32;65000;2031,3; ;1;0;45; ; FRENTE; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/AGRONOMIA;3800 ZAMUDIO; ZAMUDIO;100;L;AGRONOMIA;15; ;3; ZAMUDIO 3800;AGRONOMIA;COMUNA 15;1419; C1419EF;-34.58937130552694;-58.490605520711306
ZAMUDIO;4300;59;115000;1949,2;PB;2;1;50; ; ; DUPLEX; ; ;0; ; ;TERRAZA; ; ZONAPROP.COM_VILLA PUEYRREDON;4300 ZAMUDIO; ZAMUDIO;100;L;VILLA PUEYRREDON;12; ;3; ZAMUDIO 4300;VILLA PUEYRREDON;COMUNA 12;1419; C1419EF;-34.585883894553405;-58.49376134927555
ZAMUDIO;4600;41;74000;1804,9; ;0;0; ;A ESTRENAR; CONTRAFRENT; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLAPUEYRREDON;4600 ZAMUDIO; ZAMUDIO;100;L;VILLA PUEYRREDON;12; ;3; ZAMUDIO 4600;VILLA PUEYRREDON;COMUNA 12;1419; C1419EF;-34.58368957766016;-58.495747855003415
ZAMUDIO;4600;42;76000;1809,5; ;1;0;2; ; ; ; ; ;0; ; ;TERRAZA; ; ZONAPROP.COM_VILLA PUEYRREDON;4600 ZAMUDIO; ZAMUDIO;100;L;VILLA PUEYRREDON;12; ;3; ZAMUDIO 4600;VILLA PUEYRREDON;COMUNA 12;1419; C1419EF;-34.58368957766016;-58.495747855003415
ZAMUDIO;4700;53;129900;2450,9;2;3;2; ;A ESTRENAR; CONTRAFRENT; ; ; ;1; S; ;TERRAZA; ; ARGENPROP.COM/VILLAPUEYRREDON;4700 ZAMUDIO; ZAMUDIO;100;L;VILLA PUEYRREDON;12; ;3; ZAMUDIO 4700;VILLA PUEYRREDON;COMUNA 12;1419; C1419EF;-34.582874188211264;-58.496489025633956
ZAMUDIO;4700;72;128500;1784,7;2;3;2; ;A ESTRENAR; CONTRAFRENT; DUPLEX; ;SI;1; ; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;4700 ZAMUDIO; ZAMUDIO;100;L;VILLA PUEYRREDON;12; ;3; ZAMUDIO 4700;VILLA PUEYRREDON;COMUNA 12;1419; C1419EF;-34.582874188211264;-58.496489025633956
ZAMUDIO;4700;82;133000;1622;PB;2;2; ;A ESTRENAR; CONTRAFRENT; DUPLEX; ; ;1; ; ;BALCON TERRAZA; ; ARGENPROP.COM/VILLAPUEYRREDON;4700 ZAMUDIO; ZAMUDIO;100;L;VILLA PUEYRREDON;12; ;3; ZAMUDIO 4700;VILLA PUEYRREDON;COMUNA 12;1419; C1419EF;-34.582874188211264;-58.496489025633956
ZAMUDIO;5100;73;110000;1506,8;3;2;2;30; ; ; POR ESCALER; ; ;1; S; ;BALCON; ; ARGENPROP.COM/VILLAPUEYRREDON;5100 ZAMUDIO; ZAMUDIO;100;L;VILLA PUEYRREDON;12; ;3; ZAMUDIO 5100;VILLA PUEYRREDON;COMUNA 12;1419; C1419EH;-34.57952719130732;-58.49959221052388
ZANARTU;1700;180;125000;694,4; ;5;4;35; ; CONTRAFRENT; POR ESCALER; ; ;2; S; S;TERRAZA; ; ZONAPROP.COM_PARQUE CHACABUCO;1700 ZANARTU; ZAÑARTU;100;L;PARQUE CHACABUCO;7; ;4; ; ; ; ; ;;
ZAPATA;100;60;170000;2833,3; ;3;2; ;A ESTRENAR; CONTRAFRENT; ; ; ;1; S; S;PATIO; ; ARGENPROP.COM/PALERMO;100 ZAPATA; ZAPATA;100;L;PALERMO;14; ;2; ZAPATA 100;PALERMO;COMUNA 14;1426; C1426AD;-34.57547624186649;-58.438309886480546
ZAPATA;100;93;225000;2419,4; ;5;4;20; ; FRENTE; ;SI;SI;2; S; ;TERRAZA; ; ZONAPROP/COLEGIALES;100 ZAPATA; ZAPATA;100;L;PALERMO;14; ;2; ZAPATA 100;PALERMO;COMUNA 14;1426; C1426AD;-34.57547624186649;-58.438309886480546
ZAPATA;100;102;250000;2451;1;2;2; ; ; ; ; ;SI;2; ; ;PATIO; ; ARGENPROP.COM/PALERMO;100 ZAPATA; ZAPATA;100;L;PALERMO;14; ;2; ZAPATA 100;PALERMO;COMUNA 14;1426; C1426AD;-34.57547624186649;-58.438309886480546
ZAPATA;100;110;276000;2509,1; ;4;3;19; ; FRENTE; ;SI;SI;2; ; ; ; ; ZONAPROP/BELGRANO;100 ZAPATA; ZAPATA;100;L;PALERMO;14; ;2; ZAPATA 100;PALERMO;COMUNA 14;1426; C1426AD;-34.57547624186649;-58.438309886480546
ZAPATA;200;38;93000;2447,4;3;0;0; ;A ESTRENAR; FRENTE; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/PALERMO;200 ZAPATA; ZAPATA;100;L;PALERMO;14; ;2; ZAPATA 200;PALERMO;COMUNA 14;1426; C1426AE;-34.57451834380797;-58.439583990486696
ZAPIOLA;900;200;470000;2350; ;4;3; ; ; ; ; ;SI;3; S; S;PATIO; ; INMUEBLESCLARIN.COM/BELGRANO;900 ZAPIOLA; ZAPIOLA;100;L;COLEGIALES;13; ;2; ZAPIOLA 900;COLEGIALES;COMUNA 13;1426; C1426AT;-34.5751484134389;-58.45033906300523
ZAPIOLA;1000;35;71000;2028,6; ;2;1;45; ; FRENTE; ; ; ;1; ; ; ; ; ZONAPROP/COLEGIALES;1000 ZAPIOLA; ZAPIOLA;100;L;COLEGIALES;13; ;2; ZAPIOLA 1000;COLEGIALES;COMUNA 13;1426; C1426AT;-34.57422782636998;-58.45189192265404
ZAPIOLA;1000;37;73000;1973; ;2;1; ;A ESTRENAR; LATERAL; ; ; ;1; ; ; ; ; ZONAPROP/COLEGIALES;1000 ZAPIOLA; ZAPIOLA;100;L;COLEGIALES;13; ;2; ZAPIOLA 1000;COLEGIALES;COMUNA 13;1426; C1426AT;-34.57422782636998;-58.45189192265404
ZAPIOLA;1000;61;195000;3196,7; ;2;1; ;A ESTRENAR; FRENTE; ;SI;SI;1; ; ;TERRAZA; ; ZONAPROP/COLEGIALES;1000 ZAPIOLA; ZAPIOLA;100;L;COLEGIALES;13; ;2; ZAPIOLA 1000;COLEGIALES;COMUNA 13;1426; C1426AT;-34.57422782636998;-58.45189192265404
ZAPIOLA;1000;125;230000;1840; ;2;1; ;A ESTRENAR; FRENTE; ; ; ;1; ; ; ; ; ZONAPROP/COLEGIALES;1000 ZAPIOLA; ZAPIOLA;100;L;COLEGIALES;13; ;2; ZAPIOLA 1000;COLEGIALES;COMUNA 13;1426; C1426AT;-34.57422782636998;-58.45189192265404
ZAPIOLA;1100;106;240000;2264,2; ;4;3;31; ; FRENTE; ;SI;SI;3; S; S;TERRAZA; ; ZONAPROP/COLEGIALES;1100 ZAPIOLA; ZAPIOLA;100;L;COLEGIALES;13; ;2; ZAPIOLA 1100;COLEGIALES;COMUNA 13;1426; C1426AT;-34.57354397675653;-58.453278507427015
ZAPIOLA;1800;48;107000;2229,2; ;3;2;45; ; LATERAL; ;SI; ;1; S; ;TERRAZA; ; ZONAPROP/BELGRANO;1800 ZAPIOLA; ZAPIOLA;100;L;BELGRANO;13; ;2; ZAPIOLA 1800;BELGRANO;COMUNA 13;1426; C1426AU;-34.5688595148652;-58.46091895018835
ZAPIOLA;2100;39;102000;2615,4; ;1;1; ;A ESTRENAR; FRENTE; ; ; ;1; ; ;TERRAZA; ; ZONAPROP/BELGRANO;2100 ZAPIOLA; ZAPIOLA;100;L;BELGRANO;13; ;2; ZAPIOLA 2100;BELGRANO;COMUNA 13;1428; C1428CX;-34.56614247970013;-58.46327778665827
ZAPIOLA;2300;34;84000;2470,6; ;1;1;8; ; FRENTE; ; ; ;1; ; ;TERRAZA; ; ZONAPROP/BELGRANO;2300 ZAPIOLA; ZAPIOLA;100;L;BELGRANO;13; ;2; ZAPIOLA 2300;BELGRANO;COMUNA 13;1428; C1428CX;-34.564215854176894;-58.46495776245742
ZAPIOLA;3000;42;112000;2666,7; ;2;1;4; ; CONTRAFRENT; ; ;SI;1; S; ;TERRAZA; ; ZONAPROP/COGHLAN;3000 ZAPIOLA; ZAPIOLA;100;L;COGHLAN;12; ;2; ZAPIOLA 3000;COGHLAN;COMUNA 12;1429; C1429AN;-34.55804639117546;-58.4700501682241
ZAPIOLA;3000;59;167000;2830,5; ;2;1; ;A ESTRENAR; FRENTE; DUPLEX;SI;SI;1; S; ;TERRAZA; ; BUSCAINMUEBLE/NUÃ‘EZ;3000 ZAPIOLA; ZAPIOLA;100;L;COGHLAN;12; ;2; ZAPIOLA 3000;COGHLAN;COMUNA 12;1429; C1429AN;-34.55804639117546;-58.4700501682241
ZAPIOLA;3000;70;251000;3585,7; ;3;2; ;A ESTRENAR; FRENTE; ;SI;SI;1; S; ;TERRAZA; ; BUSCAINMUEBLE/NUÃ‘EZ;3000 ZAPIOLA; ZAPIOLA;100;L;COGHLAN;12; ;2; ZAPIOLA 3000;COGHLAN;COMUNA 12;1429; C1429AN;-34.55804639117546;-58.4700501682241
ZAPIOLA;3000;78;213000;2730,8; ;3;2; ;A ESTRENAR; FRENTE; ; ;SI;1; ; ;TERRAZA; ; ZONAPROP/NUÃ‘EZ;3000 ZAPIOLA; ZAPIOLA;100;L;COGHLAN;12; ;2; ZAPIOLA 3000;COGHLAN;COMUNA 12;1429; C1429AN;-34.55804639117546;-58.4700501682241
ZAPIOLA;3000;81;207000;2555,6; ;3;2; ;A ESTRENAR; FRENTE; ;SI;SI;1; ; ;TERRAZA; ; ZONAPROP/NUÃ‘EZ;3000 ZAPIOLA; ZAPIOLA;100;L;COGHLAN;12; ;2; ZAPIOLA 3000;COGHLAN;COMUNA 12;1429; C1429AN;-34.55804639117546;-58.4700501682241
ZAPIOLA;3000;102;251000;2460,8; ;3;2; ;A ESTRENAR; FRENTE; SEMIPISO; ;SI;1; ; ;PATIO; ; ;3000 ZAPIOLA; ZAPIOLA;100;L;COGHLAN;12; ;2; ZAPIOLA 3000;COGHLAN;COMUNA 12;1429; C1429AN;-34.55804639117546;-58.4700501682241
ZAPIOLA;3800;54;139000;2574,1;6;3;2;35; ; FRENTE; ; ;SI;1; S; ;TERRAZA; ; BUSCAINMUEBLE/SAAVEDRA;3800 ZAPIOLA; ZAPIOLA;100;L;SAAVEDRA;12; ;2; ZAPIOLA 3800;SAAVEDRA;COMUNA 12;1429; C1429AN;-34.55074602134375;-58.47576520973752
ZAPIOLA;4100;44;126000;2863,6; ;2;1; ;A ESTRENAR; FRENTE; ; ;SI;1; ; ;TERRAZA; ; BUSCAINMUEBLE/SAAVEDRA;4100 ZAPIOLA; ZAPIOLA;100;L;SAAVEDRA;12; ;2; ZAPIOLA 4100;SAAVEDRA;COMUNA 12;1429; C1429AN;-34.5484481685842;-58.4770969826972
ZAPIOLA;4400;47;112500;2393,6;1;2;1; ;A ESTRENAR; CONTRAFRENT; ; ;SI;1; S; ;TERRAZA; ; BUSCAINMUEBLE/SAAVEDRA;4400 ZAPIOLA; ZAPIOLA;100;L;SAAVEDRA;12; ;2; ZAPIOLA 4400;SAAVEDRA;COMUNA 12;1429; C1429AO;-34.545952337983465;-58.47829749694299
ZAPIOLA;4400;48;122500;2552,1;5;2;1; ;A ESTRENAR; FRENTE; ; ;SI;1; S; ;TERRAZA; ; BUSCAINMUEBLE/SAAVEDRA;4400 ZAPIOLA; ZAPIOLA;100;L;SAAVEDRA;12; ;2; ZAPIOLA 4400;SAAVEDRA;COMUNA 12;1429; C1429AO;-34.545952337983465;-58.47829749694299
ZAPIOLA;4400;51;108000;2117,6;2;2;1; ;A ESTRENAR; FRENTE; ; ;SI;1; S; ;TERRAZA; ; BUSCAINMUEBLE/SAAVEDRA;4400 ZAPIOLA; ZAPIOLA;100;L;SAAVEDRA;12; ;2; ZAPIOLA 4400;SAAVEDRA;COMUNA 12;1429; C1429AO;-34.545952337983465;-58.47829749694299
ZAVALIA;2100;215;440000;2046,5; ;4;3; ; ; FRENTE; ; ; ;0; ; S;TERRAZA; ; INMUEBLESCLARIN.COM/BELGRANO;2100 ZAVALIA; ZAVALIA;100;L;BELGRANO;13; ;2; ZAVALIA 2100;BELGRANO;COMUNA 13;1428; C1428AK;-34.559330396465704;-58.451871029896054
ZEBALLOS, ESTANISLAO S.;4900;150;180000;1200; ;5;4; ; ; FRENTE; ; ; ;0; ; ; ; ; ZONAPROP.COM_VILLA PUEYRREDON;4900 ZEBALLOS, ESTANISLAO S.; ESTANISLAO S. ZEBALLOS;63;L;VILLA PUEYRREDON;12; ;3; ZEBALLOS, ESTANISLAO S. 4900;VILLA PUEYRREDON;COMUNA 12;1419; C1419AF;-34.58757255715408;-58.50834013140534
ZELADA;4500;63;63000;1000;1;1;0; ;A ESTRENAR; FRENTE; POR ESCALER; ; ;0; ; ;BALCON; ; ARGENPROP.COM/VILLALURO;4500 ZELADA; ZELADA;100;L;VILLA LURO;10; ;3; ZELADA 4500;VILLA LURO;COMUNA 10;1407; C1407GX;-34.641189557294204;-58.489611212569486
ZELADA;4900;41;78000;1902,4; ;2;1; ;A ESTRENAR; ; ; ; ;0; S; S; ; ; ZONAPROP.COM_LINIERS;4900 ZELADA; ZELADA;100;L;VILLA LURO;10; ;3; ZELADA 4900;VILLA LURO;COMUNA 10;1407; C1407GX;-34.64198709195949;-58.49548178668779
ZELADA;4900;43;90000;2093; ;2;1; ;A ESTRENAR; ; ; ; ;0; S; S;TERRAZA; ; ZONAPROP.COM_LINIERS;4900 ZELADA; ZELADA;100;L;VILLA LURO;10; ;3; ZELADA 4900;VILLA LURO;COMUNA 10;1407; C1407GX;-34.64198709195949;-58.49548178668779
