CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
AREVALO;1700;45.0;98000;2177.8;2;A ESTRENAR;FRENTE;;SI;;;;PALERMO;14;-58.440310440287512;-34.581053109028552
GUATEMALA;4200;55.0;105000;1909.1;2;1;FRENTE;;;;;;PALERMO;14;-58.418968876147339;-34.589235485484465
GUATEMALA;4700;126.0;330000;2619.0;4;A ESTRENAR;FRENTE;;SI;3;;;PALERMO;14;-58.424369913794202;-34.58621438398221
PARAGUAY;4400;112.0;336000;3000.0;4;A ESTRENAR;FRENTE;;SI;;;;PALERMO;14;-58.423123626681708;-34.585333986882155
CORDOBA;4500;91.0;120000;1318.7;4;40;CONTRAFRENTE;;;;;;PALERMO;14;-58.429044921270453;-34.59476302275425
CABILDO;100;48.0;95000;1979.2;3;25;FRENTE;;;;;;PALERMO;14;-58.436921198613014;-34.573953840580742
SAVIO MANUEL N. GRAL.;400;79.0;134500;1702.5;4;31;LATERAL;;;;;;PALERMO;14;-58.436170921848657;-34.573332546087123
NICARAGUA;5400;61.0;160000;2623.0;1;1;FRENTE;;SI;;;;PALERMO;14;-58.4325353463664;-34.582422697015708
SANTA FE;3500;95.0;165000;1736.8;3;40;CONTRAFRENTE;;;;;;PALERMO;14;-58.413935973167867;-34.58631367272352
RAMIREZ DE VELAZCO JUAN;300;45.0;68000;1511.1;2;40;FRENTE;;;;;;VILLA CRESPO;15;-58.434999058532981;-34.599972122798015
RAMIREZ DE VELAZCO JUAN;700;50.0;69000;1380.0;3;35;CONTRAFRENTE;;;;;;VILLA CRESPO;15;-58.438200477640436;-34.596554993182906
GUEMES;3300;90.0;270000;3000.0;3;A ESTRENAR;FRENTE;SI;SI;;;;RECOLETA;2;-58.411070453111705;-34.590251812994573
CERVIÑO;3700;85.0;179900;2116.5;3;45;CONTRAFRENTE;;;2;;;PALERMO;14;-58.411127175283035;-34.579259394562278
GORRITI;4200;50.0;69500;1390.0;3;60;LATERAL;;;;;;PALERMO;14;-58.42350706513578;-34.594719921765815
SERRANO;1400;91.0;138000;1516.5;4;2;FRENTE;;;;;;PALERMO;14;-58.432099648606808;-34.590143710469739
ROSETI;400;95.0;199000;2094.7;4;25;FRENTE;;;2;;;CHACARITA;15;-58.449470167136091;-34.584771280223706
MANSILLA LUCIO NORBERTO GRAL.;3900;67.0;145000;2164.2;3;35;CONTRAFRENTE;;;;;;PALERMO;14;-58.417785199716327;-34.588600256695088
ARAOZ;2100;25.0;76500;3060.0;1;35;FRENTE;;;;;;PALERMO;14;-58.41929631762423;-34.588544959469054
GODOY CRUZ;2500;40.0;67500;1687.5;2;60;FRENTE;;;;;;PALERMO;14;-58.428104992544249;-34.581681503887637
SCALABRINI ORTIZ RAUL;1600;33.0;83000;2515.2;1;25;CONTRAFRENTE;;;;;TERRAZA;PALERMO;14;-58.424826469315143;-34.590997803449866
JUNCAL;4600;185.0;530000;2864.9;4;1;FRENTE;SI;;3;;;PALERMO;14;-58.423410411345273;-34.576699189256146
BORGES JORGE LUIS;2300;115.0;179000;1556.5;4;40;FRENTE;;;2;;;PALERMO;14;-58.422980625626103;-34.583849609796125
KENNEDY JOHN FITGERALD;2800;310.0;820000;2645.2;4;28;FRENTE;SI;SI;4;;TERRAZA;PALERMO;14;-58.42001037105242;-34.576274931876185
SOLER;3200;60.0;120000;2000.0;3;8;FRENTE;;;2;;;RECOLETA;2;-58.410231496855609;-34.596947641880575
SEGUI F. J. ALTE.;3800;49.0;140000;2857.1;2;42;FRENTE;;;;;TERRAZA;PALERMO;14;-58.411621955526869;-34.577835556855248
RAVIGNANI EMILIO Dr.;1300;76.0;115500;1519.7;4;40;FRENTE;;;2;;;CHACARITA;15;-58.443373814646556;-34.585508860679298
GUEMES;4400;141.0;205000;1453.9;4;18;FRENTE;SI;SI;3;;;PALERMO;14;-58.421809017771231;-34.582727920929081
ARAOZ;2200;43.0;80000;1860.5;2;35;FRENTE;;;;;;PALERMO;14;-58.418694557260274;-34.588184182158045
SCALABRINI ORTIZ RAUL;1600;32.0;67000;2093.8;2;30;INTERNO;;;;;;PALERMO;14;-58.424826469315143;-34.590997803449866
SCALABRINI ORTIZ RAUL;2000;39.0;73800;1892.3;2;35;CONTRAFRENTE;;;;;;PALERMO;14;-58.421395447964116;-34.588725565937629
FITZ ROY;2000;68.0;153000;2250.0;3;A ESTRENAR;FRENTE;SI;SI;2;;;PALERMO;14;-58.433391983662581;-34.581799512679872
JUNCAL;2800;40.0;65000;1625.0;2;40;INTERNO;;;;;;RECOLETA;2;-58.405101541122093;-34.588803284579456
CHARCAS;4500;60.0;125000;2083.3;3;30;FRENTE;SI;SI;;;;PALERMO;14;-58.424754099514757;-34.582283002842964
CORDOBA;5900;30.0;61000;2033.3;1;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.443348688948788;-34.585312923666102
SERRANO;1400;90.0;145000;1611.1;4;35;FRENTE;;;2;;;PALERMO;14;-58.432099648606808;-34.590143710469739
SCALABRINI ORTIZ RAUL;3500;194.0;490000;2525.8;5;30;FRENTE;;SI;4;;;PALERMO;14;-58.406987393203742;-34.575600446518443
PALESTINA;1100;80.0;165000;2062.5;3;A ESTRENAR;CONTRAFRENTE;;SI;2;;;ALMAGRO;5;-58.424796268487299;-34.597900028157412
PALESTINA;1100;60.0;106500;1775.0;2;A ESTRENAR;FRENTE;;SI;;;;ALMAGRO;5;-58.424796268487299;-34.597900028157412
PALESTINA;1100;58.0;97000;1672.4;2;A ESTRENAR;FRENTE;;SI;;;;ALMAGRO;5;-58.424796268487299;-34.597900028157412
GORRITI;4100;65.0;95000;1461.5;3;30;CONTRAFRENTE;;;;;;PALERMO;14;-58.422959842582294;-34.595167203203189
GUATEMALA;4200;36.0;68000;1888.9;1;A ESTRENAR;CONTRAFRENTE;;;;;;PALERMO;14;-58.418968876147339;-34.589235485484465
DORREGO;2700;86.0;160000;1860.5;2;A ESTRENAR;CONTRAFRENTE;;;2;;;PALERMO;14;-58.432881639913859;-34.574396507060015
CHENAUT INDALESIO GRAL.;1800;172.0;450000;2616.3;3;12;CONTRAFRENTE;;;3;;TERRAZA;PALERMO;14;-58.431717014997815;-34.570458152086893
EL SALVADOR;3800;120.0;240000;2000.0;4;A ESTRENAR;FRENTE;;SI;3;;;PALERMO;14;-58.416149517456581;-34.592744683231906
DEMARIA;4600;79.0;215000;2721.5;3;10;FRENTE;;SI;2;;;PALERMO;14;-58.421628954314407;-34.574378837371775
BONPLAND;2300;69.0;125000;1811.6;3;35;FRENTE;;SI;;;;PALERMO;14;-58.431863675341482;-34.578764541134568
ARAOZ;2400;135.0;210000;1555.6;4;40;CONTRAFRENTE;;;3;;;PALERMO;14;-58.416474267146143;-34.586853089056142
REPUBLICA ARABE-SIRIA;3100;60.0;118000;1966.7;3;40;LATERAL;;;;;;PALERMO;14;-58.412935351857051;-34.580086534043318
SANTA FE;3700;30.0;57000;1900.0;2;30;INTERNO;;;;;;PALERMO;14;-58.415829582609746;-34.585059271616949
CAMPOS LUIS M.;100;108.0;325000;3009.3;4;A ESTRENAR;FRENTE;SI;SI;3;;TERRAZA;PALERMO;14;-58.429749800072685;-34.575965362491189
GORRITI;3900;47.0;69000;1468.1;2;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.419740183871852;-34.595289756035697
ROCAMORA;4000;60.0;80000;1333.3;3;0;;;;;;;ALMAGRO;5;-58.420476531609481;-34.599512747310634
CAMPOS LUIS M.;100;55.0;102000;1854.5;2;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.429749800072685;-34.575965362491189
SALGUERO JERONIMO;1800;51.0;83900;1645.1;2;40;;;;;;;PALERMO;14;-58.415622086518091;-34.589661753714161
CABRERA JOSE A.;2900;65.0;135287;2081.3;2;0;FRENTE;SI;SI;2;;;RECOLETA;2;-58.407558145219362;-34.596852498774098
JUNCAL;4400;35.0;85000;2428.6;1;2;CONTRAFRENTE;;;;;;PALERMO;14;-58.421952156266236;-34.577740227533049
BULNES;1900;132.0;410000;3106.1;4;29;FRENTE;SI;SI;4;;;PALERMO;14;-58.412659581809756;-34.589437510336069
CHARCAS;2800;35.0;69000;1971.4;2;40;CONTRAFRENTE;;;;;;RECOLETA;2;-58.405995981809419;-34.59409926292556
ACUÑA DE FIGUEROA FRANCISCO;1300;40.0;79000;1975.0;2;35;FRENTE;;;;;;PALERMO;14;-58.421360055811306;-34.596486424300508
MALABIA;2400;235.0;460000;1957.4;5;35;CONTRAFRENTE;;;3;;;PALERMO;14;-58.418486218914857;-34.585396758783837
GUATEMALA;4500;30.0;74000;2466.7;2;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.422433535900097;-34.587737537709664
GUATEMALA;4500;30.0;64000;2133.3;2;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.422433535900097;-34.587737537709664
BULNES;1900;103.0;179000;1737.9;4;50;FRENTE;;;3;;;PALERMO;14;-58.412659581809756;-34.589437510336069
SCALABRINI ORTIZ RAUL;2400;85.0;179000;2105.9;4;35;CONTRAFRENTE;SI;;3;;;PALERMO;14;-58.417365741580618;-34.586206001749787
SCALABRINI ORTIZ RAUL;3300;198.0;400000;2020.2;4;30;;SI;SI;;;;PALERMO;14;-58.409135596213737;-34.579014224596719
NEWBERY JORGE;1600;145.0;285000;1965.5;4;25;FRENTE;;;4;;;PALERMO;14;-58.43421189594018;-34.566353142125259
SCALABRINI ORTIZ RAUL;2400;94.0;179000;1904.3;5;45;FRENTE;;SI;3;;;PALERMO;14;-58.417365741580618;-34.586206001749787
ORTEGA Y GASSET;1700;51.0;110000;2156.9;2;A ESTRENAR;;SI;;;;;PALERMO;14;-58.431789880018904;-34.569058136782218
GUEMES;4000;50.0;85000;1700.0;3;35;CONTRAFRENTE;;;;;;PALERMO;14;-58.417300668109434;-34.585991260115563
SCALABRINI ORTIZ RAUL;2200;107.0;225000;2102.8;4;25;FRENTE;;SI;3;;;PALERMO;14;-58.419391478676737;-34.587472636517163
COSTA RICA;5100;41.0;73000;1780.5;1;A ESTRENAR;CONTRAFRENTE;SI;SI;;;;PALERMO;14;-58.43023854708192;-34.585841177232439
VILLARROEL;1100;34.0;53500;1573.5;1;A ESTRENAR;FRENTE;;;;;;VILLA CRESPO;15;-58.44338277461879;-34.59416211162646
THAMES;2400;104.0;176000;1692.3;4;40;FRENTE;SI;SI;2;;;PALERMO;14;-58.422813475981684;-34.582236926946379
GUEMES;4700;63.0;114000;1809.5;3;40;FRENTE;;;2;;;PALERMO;14;-58.424397817181443;-34.580851509410252
AREVALO;2300;60.0;97000;1616.7;2;30;FRENTE;;;;;;PALERMO;14;-58.434929439668025;-34.576357453726665
GASCON;1000;66.0;78000;1181.8;2;45;FRENTE;;;;;;ALMAGRO;5;-58.42341493380372;-34.59916322571673
SCALABRINI ORTIZ RAUL;2400;92.0;180000;1956.5;4;40;CONTRAFRENTE;;;2;;;PALERMO;14;-58.417365741580618;-34.586206001749787
JUNCAL;3000;95.0;230000;2421.1;3;40;FRENTE;SI;;2;;TERRAZA;RECOLETA;2;-58.40732698029619;-34.587144633859644
CHARCAS;3600;100.0;195000;1950.0;4;35;CONTRAFRENTE;;;2;;;PALERMO;14;-58.415615818244603;-34.589073396715541
RAVIGNANI EMILIO Dr.;2500;36.0;60000;1666.7;2;35;CONTRAFRENTE;;;;;;PALERMO;14;-58.432283111706397;-34.575439933334657
SINCLAIR;3100;26.0;57900;2226.9;1;25;FRENTE;;;;;;PALERMO;14;-58.422778795652597;-34.574052085702917
ALVAREZ JULIAN;2200;103.0;159900;1552.4;3;35;FRENTE;;;3;;;PALERMO;14;-58.417824593139748;-34.588800153341978
DORREGO;1900;53.0;108000;2037.7;2;A ESTRENAR;CONTRAFRENTE;;;;;;PALERMO;14;-58.441439554647367;-34.58014682077517
DEL LIBERTADOR;3500;147.0;450000;3061.2;4;45;LATERAL;SI;SI;3;;TERRAZA;PALERMO;14;-58.417856064590758;-34.573426212001479
BORGES JORGE LUIS;2200;33.0;78000;2363.6;2;3;FRENTE;;;;;;PALERMO;14;-58.424146382191694;-34.584789709210511
BERUTI;3000;57.0;185000;3245.6;2;A ESTRENAR;CONTRAFRENTE;SI;SI;2;;TERRAZA;RECOLETA;2;-58.406164972401974;-34.58957184837233
BERUTI;3000;30.0;98000;3266.7;1;A ESTRENAR;LATERAL;SI;SI;;;TERRAZA;RECOLETA;2;-58.406164972401974;-34.58957184837233
LAS HERAS GRAL.;3900;153.0;390000;2549.0;4;30;FRENTE;;SI;3;;;PALERMO;14;-58.414175246862825;-34.581616458092071
ARAOZ;1900;72.0;158000;2194.4;4;40;FRENTE;SI;SI;;;;PALERMO;14;-58.42135052687982;-34.589777787942595
EL SALVADOR;5800;70.0;130000;1857.1;2;A ESTRENAR;CONTRAFRENTE;;;;;;PALERMO;14;-58.437258684419717;-34.581634702774409
PARAGUAY;4700;43.0;75500;1755.8;2;35;FRENTE;;;;;;PALERMO;14;-58.426145556360709;-34.583388396164239
SANTA FE;3400;98.0;178000;1816.3;4;75;FRENTE;;;2;;;PALERMO;14;-58.413032997656174;-34.586911516656578
ARAOZ;2200;34.0;65000;1911.8;2;35;LATERAL;;;;;;PALERMO;14;-58.418694557260274;-34.588184182158045
LAVALLEJA;900;97.0;175000;1804.1;4;50;FRENTE;;;2;;;VILLA CRESPO;15;-58.429978119035468;-34.598237786401789
SOLER;4400;68.0;121000;1779.4;3;35;CONTRAFRENTE;;;2;;;PALERMO;14;-58.422163119235783;-34.589246912772104
GUTIERREZ JUAN MARIA;3900;119.0;288000;2420.2;5;45;FRENTE;SI;SI;2;;;PALERMO;14;-58.414391281550664;-34.580425238429847
FRAY JUSTO SANTAMARIA DE ORO;2700;110.0;450000;4090.9;3;4;FRENTE;SI;SI;3;;;PALERMO;14;-58.422465976746579;-34.57744898078186
SOLER;6000;90.0;195000;2166.7;3;1;CONTRAFRENTE;SI;SI;2;;TERRAZA;PALERMO;14;-58.436508770871164;-34.577581232342382
ANCON;5300;76.0;160000;2105.3;3;A ESTRENAR;FRENTE;SI;SI;2;;;PALERMO;14;-58.432823663430675;-34.575023567039985
CERVIÑO;3900;69.0;168000;2434.8;3;30;CONTRAFRENTE;;;2;;;PALERMO;14;-58.413252047854193;-34.578720760215262
DORREGO;1600;96.0;183000;1906.3;4;A ESTRENAR;FRENTE;;SI;2;;;PALERMO;14;-58.444250522532911;-34.583256573736676
ARMENIA;2100;34.0;72000;2117.6;2;1;FRENTE;;;;;;PALERMO;14;-58.423518128525629;-34.587125619910466
DEL LIBERTADOR;4400;100.0;260000;2600.0;3;A ESTRENAR;FRENTE;SI;;;;TERRAZA;PALERMO;14;-58.429974675463065;-34.567341572311619
SOLER;4400;106.0;189900;1791.5;5;30;FRENTE;;SI;3;;;PALERMO;14;-58.422163119235783;-34.589246912772104
MEDRANO;900;30.0;58900;1963.3;1;30;FRENTE;;;;;;ALMAGRO;5;-58.420275055829727;-34.599538488346568
BULNES;2700;90.0;249900;2776.7;4;A ESTRENAR;CONTRAFRENTE;;SI;2;;;PALERMO;14;-58.406091966834978;-34.581252965061452
PARAGUAY;4800;55.0;132000;2400.0;2;A ESTRENAR;CONTRAFRENTE;;SI;2;;;PALERMO;14;-58.427050041042797;-34.582327120665106
PARAGUAY;4800;75.0;150000;2000.0;2;A ESTRENAR;CONTRAFRENTE;;SI;2;;;PALERMO;14;-58.427050041042797;-34.582327120665106
MANSILLA LUCIO NORBERTO GRAL.;4000;40.0;75000;1875.0;2;28;CONTRAFRENTE;;;;;;PALERMO;14;-58.418646730244902;-34.587979394069528
LEMOS JUAN GREGORIO Gral.;200;63.0;139000;2206.3;2;A ESTRENAR;FRENTE;;SI;2;;TERRAZA;CHACARITA;15;-58.448333542146564;-34.588759066831194
FIGUEROA ALCORTA PRES.;3000;175.0;610000;3485.7;3;45;FRENTE;;;;;;PALERMO;14;-58.398023122278701;-34.580587139221386
GUEMES;4400;114.0;195000;1710.5;4;50;FRENTE;;;3;;;PALERMO;14;-58.421809017771231;-34.582727920929081
COSTA RICA;6000;80.0;145000;1812.5;3;A ESTRENAR;CONTRAFRENTE;;;2;;TERRAZA;PALERMO;14;-58.438603402408816;-34.579408187257734
FRAY JUSTO SANTAMARIA DE ORO;2500;24.0;75800;3158.3;2;32;FRENTE;;SI;2;;;PALERMO;14;-58.424267891498495;-34.579395882264066
BORGES JORGE LUIS;1842;127.0;318300;2506.3;4;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.427610158736996;-34.587219770947279
SCALABRINI ORTIZ RAUL;2200;96.0;210000;2187.5;4;30;FRENTE;;SI;2;;;PALERMO;14;-58.419391478676737;-34.587472636517163
SEGUI F. J. ALTE.;4600;275.0;760000;2763.6;5;25;FRENTE;SI;SI;3;SI;TERRAZA;PALERMO;14;-58.421168791432251;-34.573514698589008
PARAGUAY;4100;45.0;115000;2555.6;2;10;LATERAL;;;;;;PALERMO;14;-58.42003412136264;-34.587706466742553
SOLER;3200;34.0;72500;2132.4;1;A ESTRENAR;CONTRAFRENTE;;;;;;RECOLETA;2;-58.410231496855609;-34.596947641880575
VIDT;2000;34.0;79500;2338.2;2;45;LATERAL;;;;;;PALERMO;14;-58.41349725151958;-34.588890693160401
JUNCAL;4500;86.0;210000;2441.9;3;10;CONTRAFRENTE;;;;SI;;PALERMO;14;-58.422476173686427;-34.577259155495859
CHARCAS;5000;73.0;155000;2123.3;2;25;CONTRAFRENTE;SI;;2;SI;;PALERMO;14;-58.428198044400787;-34.580064865355851
MALABIA;2300;205.0;660000;3219.5;5;10;FRENTE;SI;SI;4;;;PALERMO;14;-58.419795372806171;-34.58621678853536
EL SALVADOR;4400;55.0;115000;2090.9;2;A ESTRENAR;FRENTE;;SI;;;;PALERMO;14;-58.4240185451728;-34.591416564262374
ARMENIA;2200;65.0;155000;2384.6;3;A ESTRENAR;CONTRAFRENTE;;;2;;;PALERMO;14;-58.422194209078498;-34.586267889791721
SEGUI F. J. ALTE.;3600;106.0;199900;1885.8;3;25;FRENTE;SI;SI;2;;;PALERMO;14;-58.409157610880683;-34.578824883902698
SCALABRINI ORTIZ RAUL;1200;77.0;126000;1636.4;4;30;FRENTE;;SI;2;SI;;PALERMO;14;-58.429090203367956;-34.593835255162027
SOLER;5800;33.0;67000;2030.3;2;34;LATERAL;;;;;;PALERMO;14;-58.434472440372787;-34.579196610421988
FRAY JUSTO SANTAMARIA DE ORO;2500;36.0;76000;2111.1;1;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.424267891498495;-34.579395882264066
JUNCAL;4600;69.0;250000;3623.2;2;10;CONTRAFRENTE;SI;SI;2;;;PALERMO;14;-58.423410411345273;-34.576699189256146
SANTA FE;3400;98.0;179000;1826.5;4;A ESTRENAR;CONTRAFRENTE;SI;SI;2;;;PALERMO;14;-58.413032997656174;-34.586911516656578
CORDOBA;4600;60.0;95000;1583.3;4;30;FRENTE;;;2;;;PALERMO;14;-58.429943296148871;-34.594205451347236
MEDRANO;1600;88.0;160000;1818.2;3;30;FRENTE;SI;;2;SI;;PALERMO;14;-58.418863162477912;-34.590858301104802
SALGUERO JERONIMO;2400;160.0;285000;1781.3;4;27;FRENTE;;;3;;TERRAZA;PALERMO;14;-58.41050073248492;-34.584000962990601
AREVALO;1500;76.0;159000;2092.1;3;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.442209915098353;-34.582711671750467
SANTA FE;5300;96.0;133000;1385.4;4;25;CONTRAFRENTE;;;2;;;PALERMO;14;-58.433946886304305;-34.57539444963016
CHARCAS;4000;49.0;125000;2551.0;2;12;CONTRAFRENTE;;SI;;;;PALERMO;14;-58.419748507471759;-34.586023421283635
SCALABRINI ORTIZ RAUL;1300;98.0;178000;1816.3;3;20;CONTRAFRENTE;SI;;2;;TERRAZA;PALERMO;14;-58.427981332486318;-34.593095308398077
CHARCAS;2900;40.0;74000;1850.0;2;36;LATERAL;;;;SI;;RECOLETA;2;-58.407173431827701;-34.593451193805819
GORRITI;6015;46.0;78000;1695.7;2;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.441667768562226;-34.58175079916402
GORRITI;6015;49.0;106000;2163.3;2;A ESTRENAR;FRENTE;;;2;;;PALERMO;14;-58.441667768562226;-34.58175079916402
URIARTE;2200;125.0;199000;1592.0;5;30;FRENTE;;SI;3;SI;;PALERMO;14;-58.425940214520239;-34.583416166260413
CARRANZA ANGEL JUSTINIANO;2300;150.0;180000;1200.0;4;40;FRENTE;;SI;2;;;PALERMO;14;-58.432886031733375;-34.57796431513912
REPUBLICA DOMINICANA;3400;255.0;750000;2941.2;4;14;FRENTE;;SI;4;SI;;PALERMO;14;-58.41317954010885;-34.591122048195302
FRAY JUSTO SANTAMARIA DE ORO;2200;42.0;81000;1928.6;1;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.427051892028175;-34.582494523429844
CORDOBA;4000;150.0;159900;1066.0;3;A ESTRENAR;FRENTE;;SI;2;;TERRAZA;PALERMO;14;-58.423318878154667;-34.597568453404875
HONDURAS;3700;130.0;350000;2692.3;4;15;FRENTE;SI;SI;3;SI;;PALERMO;14;-58.414444273653395;-34.59405483820607
BERUTI;3000;140.0;285000;2035.7;4;35;;;;2;;;RECOLETA;2;-58.406164972401974;-34.58957184837233
VIDT;1600;74.0;132000;1783.8;3;25;CONTRAFRENTE;;;;;;PALERMO;14;-58.416899890761073;-34.592105276414443
PRINGLES;1300;52.0;99000;1903.8;2;10;CONTRAFRENTE;;;;;;PALERMO;14;-58.426082146129509;-34.596557994104785
CORDOBA;3900;33.0;62000;1878.8;2;A ESTRENAR;CONTRAFRENTE;;;;;;PALERMO;14;-58.421740621051264;-34.597600286516773
SORIA;4900;43.0;95000;2209.3;2;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.429757472001192;-34.589656369240366
SORIA;4900;41.0;90000;2195.1;2;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.429757472001192;-34.589656369240366
MALABIA;2300;33.0;60000;1818.2;2;30;LATERAL;;;;;;PALERMO;14;-58.419795372806171;-34.58621678853536
GURRUCHAGA;2100;99.0;245000;2474.7;3;A ESTRENAR;FRENTE;SI;SI;;;;PALERMO;14;-58.42442181887462;-34.586411843310401
BERUTI;4600;40.0;89000;2225.0;1;A ESTRENAR;CONTRAFRENTE;;;;;;PALERMO;14;-58.424231033541865;-34.577587283097436
HUMBOLDT;2400;71.0;139000;1957.7;3;40;CONTRAFRENTE;;;;;;PALERMO;14;-58.428892990902433;-34.579403916551151
DORREGO;1500;37.0;71000;1918.9;1;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.444634687336574;-34.584572453889422
REPUBLICA DE LA INDIA;3000;264.0;730000;2765.2;5;25;FRENTE;;SI;;;;PALERMO;14;-58.414678014438373;-34.578394756902462
PARAGUAY;4800;42.0;88000;2095.2;1;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.427050041042797;-34.582327120665106
CORDOBA;5100;40.0;72000;1800.0;2;45;LATERAL;;;;;;PALERMO;14;-58.435185001559041;-34.590731953979152
ARENAL CONCEPCION;2900;69.0;180000;2608.7;2;10;FRENTE;;;2;;;COLEGIALES;13;-58.44155039242947;-34.578231228960988
SCALABRINI ORTIZ RAUL;2700;142.0;365000;2570.4;4;2;FRENTE;;;4;;;PALERMO;14;-58.414193063871934;-34.584190748875493
GUEMES;3900;96.0;150000;1562.5;3;25;FRENTE;;;2;;;PALERMO;14;-58.416411658665268;-34.586632762610236
SANTA FE;5300;86.0;135000;1569.8;4;28;CONTRAFRENTE;;;2;SI;;PALERMO;14;-58.433946886304305;-34.57539444963016
ARAOZ;2100;70.0;140000;2000.0;2;A ESTRENAR;CONTRAFRENTE;;;2;;;PALERMO;14;-58.41929631762423;-34.588544959469054
TUCUMAN;3500;45.0;79641;1769.8;2;A ESTRENAR;CONTRAFRENTE;;SI;;;;ALMAGRO;5;-58.414849957223979;-34.599480106840957
ARENALES;3700;108.0;180000;1666.7;4;45;CONTRAFRENTE;;SI;3;;;PALERMO;14;-58.413950806761193;-34.585039715199308
BRAVO MARIO;1100;40.0;75000;1875.0;2;40;CONTRAFRENTE;;;;;;RECOLETA;2;-58.415375544169905;-34.596786129577175
REPUBLICA ARABE-SIRIA;2700;108.0;263000;2435.2;4;45;;SI;;2;;;PALERMO;14;-58.415406130831592;-34.583328929059746
TUCUMAN;3500;45.0;81793;1817.6;2;A ESTRENAR;CONTRAFRENTE;;SI;;;TERRAZA;ALMAGRO;5;-58.414849957223979;-34.599480106840957
TUCUMAN;3500;37.0;62343;1684.9;2;A ESTRENAR;CONTRAFRENTE;SI;SI;;;TERRAZA;ALMAGRO;5;-58.414849957223979;-34.599480106840957
CARRANZA ANGEL JUSTINIANO;2200;68.0;107000;1573.5;3;33;LATERAL;;;;;;PALERMO;14;-58.433884646196326;-34.578836533058578
GUATEMALA;5900;45.0;98500;2188.9;1;2;CONTRAFRENTE;;;;;TERRAZA;PALERMO;14;-58.434863263301871;-34.57784330495587
BILLINGHURST;2300;44.0;76000;1727.3;1;38;CONTRAFRENTE;;;;;;RECOLETA;2;-58.405764758127887;-34.585595494547022
LAS HERAS GRAL.;3400;87.0;180000;2069.0;4;40;FRENTE;;;3;SI;;PALERMO;14;-58.408138652008532;-34.582724465800112
ARAOZ;2700;155.0;380000;2451.6;4;13;FRENTE;;;3;SI;;PALERMO;14;-58.413313108212357;-34.584772262554701
SEGUI F. J. ALTE.;4400;170.0;550000;3235.3;2;50;FRENTE;SI;SI;2;;;PALERMO;14;-58.418856092337641;-34.574689165222352
FRAY JUSTO SANTAMARIA DE ORO;2500;48.0;97000;2020.8;2;A ESTRENAR;CONTRAFRENTE;;;;;;PALERMO;14;-58.424267891498495;-34.579395882264066
ARAOZ;2000;121.0;190000;1570.2;4;40;FRENTE;SI;;2;;;PALERMO;14;-58.420227522158491;-34.589103165299576
CHARCAS;3100;49.0;124500;2540.8;2;A ESTRENAR;CONTRAFRENTE;SI;;;SI;TERRAZA;RECOLETA;2;-58.409654129913129;-34.592662028707856
SANTA FE;2100;180.0;245000;1361.1;4;69;FRENTE;SI;;4;SI;;RECOLETA;2;-58.39731493707896;-34.595430333678742
SEGUI F. J. ALTE.;3800;120.0;340000;2833.3;4;A ESTRENAR;FRENTE;;SI;2;;;PALERMO;14;-58.411621955526869;-34.577835556855248
SEGUI F. J. ALTE.;3800;120.0;300000;2500.0;4;A ESTRENAR;FRENTE;;SI;2;;;PALERMO;14;-58.411621955526869;-34.577835556855248
GUEMES;3500;80.0;125000;1562.5;3;50;FRENTE;;;2;;;PALERMO;14;-58.412644278449804;-34.589224881151033
DORREGO;2600;58.0;109000;1879.3;2;30;FRENTE;;SI;;;;PALERMO;14;-58.43525642879284;-34.575041710053341
THAMES;2400;105.0;173900;1656.2;4;30;FRENTE;;SI;2;;;PALERMO;14;-58.422813475981684;-34.582236926946379
SANTA FE;5000;71.0;210000;2957.7;3;40;CONTRAFRENTE;;SI;2;;;PALERMO;14;-58.430141768543677;-34.577022531565987
GUATEMALA;4400;40.0;85000;2125.0;1;A ESTRENAR;FRENTE;SI;;;;;PALERMO;14;-58.421402196708037;-34.588496311992863
MALABIA;2200;66.0;113554;1720.5;2;A ESTRENAR;FRENTE;SI;;;SI;TERRAZA;PALERMO;14;-58.421168896380564;-34.58709219745613
ARAOZ;2100;29.0;76000;2620.7;1;35;FRENTE;;;;;;PALERMO;14;-58.41929631762423;-34.588544959469054
FITZ ROY;1900;52.0;155000;2980.8;2;A ESTRENAR;FRENTE;;SI;2;;;PALERMO;14;-58.434539569983883;-34.58280297585015
