CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
VILLAFLOR, AZUCENA;600;420.0;3000000;7142.9;5;0;;SI;SI;4;SI;BALCON TERRAZA;PUERTO MADERO;1;-58.360373568148454;-34.611850091594832
ALVEAR;1300;379.0;2700000;7124.0;0;0;;SI;SI;2;;BALCON TERRAZA;RETIRO;1;-58.383175048291164;-34.591540521007254
LANTERI JULIETA;1300;125.0;880000;7040.0;4;0;;;;;;;PUERTO MADERO;1;-58.359339419331164;-34.613251226505717
CASTEX;3500;263.0;1850000;7034.2;3;34;;;SI;;;SI;PALERMO;14;-58.407120923836757;-34.577321204333259
EYLE PETRONA;300;70.0;490000;7000.0;2;0;;;SI;;;;PUERTO MADERO;1;-58.363018676170746;-34.614878443205072
LANTERI JULIETA;1300;200.0;1400000;7000.0;4;0;;;;4;;;PUERTO MADERO;1;-58.359339419331164;-34.613251226505717
SALOTTI MARTHA;400;70.0;490000;7000.0;2;0;;;;;;;PUERTO MADERO;1;-58.362417175564133;-34.613363706436196
POSADAS;1600;461.0;3200000;6941.4;0;0;;;;;;;RECOLETA;2;-58.388415229763588;-34.586932846907274
ALVEAR;1500;49.0;340000;6938.8;1;0;;;;;;;RETIRO;1;-58.384999659250823;-34.590569578926271
DEMARIA;4500;404.0;2800000;6930.7;0;18;;;;;;;PALERMO;14;-58.420632948528834;-34.575126178567324
ALVEAR;1400;332.0;2300000;6927.7;5;50;;SI;SI;4;SI;;RETIRO;1;-58.384281886895522;-34.591026699662038
GUIDO;2600;327.0;2250000;6880.7;0;0;;SI;;3;SI;BALCON TERRAZA;RECOLETA;2;-58.396482522759925;-34.585444509547507
MANSO JUANA;600;240.0;1650000;6875.0;5;0;;;;4;SI;SI;PUERTO MADERO;1;-58.363297536342486;-34.603979337537631
HUMBOLDT;2400;50.0;333800;6676.0;2;0;;;;;;;PALERMO;14;-58.42913038531907;-34.579220691730065
PACHECO DE MELO, JOSE ANDRES;1900;97.0;635000;6546.4;5;13;;;2;3;;BALCON;RECOLETA;2;-58.393995659457218;-34.5919050295524
DEALESSI, PIERINA;500;260.0;1700000;6538.5;5;4;;;;;;;PUERTO MADERO;1;-58.364536641480008;-34.603234149411769
DEMARIA;4700;130.0;850000;6538.5;0;0;;;;;;;PALERMO;14;-58.422959046286749;-34.5741027649389
ALVEAR;1300;398.0;2600000;6532.7;4;40;;SI;SI;;SI;;RETIRO;1;-58.383175048291164;-34.591540521007254
ALVEAR, MARCELO T. De;1300;398.0;2600000;6532.7;4;40;;SI;;;;;RETIRO;1;-58.385635060848081;-34.597108951539255
DEL LIBERTADOR;4400;400.0;2600000;6500.0;5;15;;;;;;;PALERMO;14;-58.430161080284662;-34.567566593818974
CALLAO;1000;48.0;310000;6458.3;2;0;;;;SI;;;RECOLETA;2;-58.3933504884954;-34.597283491273046
EYLE PETRONA;400;186.0;1200000;6451.6;3;2;;;SI;;;;PUERTO MADERO;1;-58.362272771742816;-34.614690106150597
MANSO JUANA;1400;90.0;580000;6444.4;2;0;;;;;SI;;PUERTO MADERO;1;-58.362037750230854;-34.613438470629838
PAINE AIME;1300;163.0;1045350;6413.2;3;0;;;;;;;PUERTO MADERO;1;-58.36125784614083;-34.612724002885493
MANSO JUANA;1100;217.0;1380000;6359.4;5;1;;;;4;SI;;PUERTO MADERO;1;-58.362519406266621;-34.61052382383366
LYNCH MARTA;400;350.0;2200000;6285.7;5;0;;;SI;;;;PUERTO MADERO;1;-58.362854927086254;-34.609307604332443
LYNCH;400;350.0;2200000;6285.7;5;0;;;;;;;PUERTO MADERO;1;-58.362854927086254;-34.609307604332443
DEL LIBERTADOR;1700;430.0;2700000;6279.1;4;67;;;SI;3;SI;BALCON;RECOLETA;2;-58.396038041564346;-34.583520129550166
GUEMES, MACACHA;300;240.0;1500000;6250.0;4;0;;;;3;SI;;PUERTO MADERO;1;-58.363324293565142;-34.605217853712709
AREVALO;3000;40.0;250000;6250.0;2;0;;;;;;;PALERMO;14;-58.430572909661365;-34.571128859572426
SAN MARTIN DE TOURS;3100;338.0;2100000;6213.0;4;30;;;SI;4;;BALCON;PALERMO;14;-58.403081348214023;-34.576646824391901
MANSO JUANA;1100;121.0;750000;6198.3;2;0;;;;;;;PUERTO MADERO;1;-58.362519406266621;-34.61052382383366
EYLE PETRONA;400;110.0;680000;6181.8;3;0;;;;2;;;PUERTO MADERO;1;-58.362272771742816;-34.614690106150597
PODESTA, JOSE J.;4400;36.0;222000;6166.7;0;0;;;;2;;;VELEZ SARSFIELD;10;-58.497881947878021;-34.621666008581286
GODOY CRUZ;3000;127.0;780000;6141.7;0;15;;;;;;;PALERMO;14;-58.423370889202758;-34.576848887799748
MANSO JUANA;1100;246.0;1500000;6097.6;5;0;;;;3;;SI;PUERTO MADERO;1;-58.362519406266621;-34.61052382383366
RODRIGUEZ PEÑA;1600;64.0;390000;6093.8;3;0;;;SI;2;;BALCON;RECOLETA;2;-58.390064375482396;-34.591648096885869
ALVEAR;1500;394.0;2400000;6091.4;5;70;;SI;SI;;SI;;RETIRO;1;-58.384999659250823;-34.590569578926271
MANSO JUANA;100;120.0;728308;6069.2;3;0;;;;;SI;;PUERTO MADERO;1;-58.363841111279562;-34.598945806416268
DEL LIBERTADOR;2400;132.0;800000;6060.6;0;1;;;;;;;PALERMO;14;-58.405673983338801;-34.579881371622399
ALVEAR;1400;227.0;1360000;5991.2;3;60;;;;;;SI;RETIRO;1;-58.384281886895522;-34.591026699662038
PAINE AIME;1600;34.0;203000;5970.6;2;A ESTRENAR;;;;;;;PUERTO MADERO;1;-58.36089739191182;-34.616031413494277
MANSO JUANA;1500;152.0;900000;5921.1;2;0;;;;;;;PUERTO MADERO;1;-58.361896933086491;-34.614765532952774
PAINE AIME;1300;166.0;980000;5903.6;3;0;;;;;SI;;PUERTO MADERO;1;-58.36125784614083;-34.612724002885493
DEALESSI, PIERINA;500;234.2;1380000;5892.4;4;2;;;;;SI;SI;PUERTO MADERO;1;-58.364536641480008;-34.603234149411769
MANSO JUANA;100;145.0;850000;5862.1;3;0;;;;3;;;PUERTO MADERO;1;-58.363841111279562;-34.598945806416268
UGARTECHE;3200;300.0;1750000;5833.3;4;30;;;SI;;;SI;PALERMO;14;-58.411499597927488;-34.579523117362037
LYNCH;400;206.0;1200000;5825.2;4;0;;;;4;;;PUERTO MADERO;1;-58.362854927086254;-34.609307604332443
UGARTECHE;3200;293.0;1700000;5802.0;4;30;;;;;;;PALERMO;14;-58.411499597927488;-34.579523117362037
ALVEAR;1600;190.0;1100000;5789.5;4;40;;;SI;2;SI;BALCON;RETIRO;1;-58.386035290828715;-34.589896704658706
LANTERI JULIETA;1300;110.0;635000;5772.7;3;0;;;;;SI;;PUERTO MADERO;1;-58.359339419331164;-34.613251226505717
RODRIGUEZ PENA;1600;66.0;380000;5757.6;3;0;;;SI;2;;;RECOLETA;2;-58.390064375482396;-34.591648096885869
RODRIGUEZ PEÑA;1675;66.0;380000;5757.6;3;0;;;SI;2;SI;;RECOLETA;2;-58.38907245071789;-34.591162837905465
DEMARIA;4500;400.0;2300000;5750.0;5;0;;;SI;;;;PALERMO;14;-58.420632948528834;-34.575126178567324
MANSO JUANA;1100;209.0;1200000;5741.6;3;0;;;SI;;SI;;PUERTO MADERO;1;-58.362519406266621;-34.61052382383366
COSSENTTINI, OLGA;1000;120.0;685000;5708.3;3;0;;;;;;;PUERTO MADERO;1;-58.363475230259333;-34.60945320285515
LYNCH;400;264.0;1500000;5681.8;3;2;;;;;;;PUERTO MADERO;1;-58.362854927086254;-34.609307604332443
VILLAFLOR, AZUCENA;500;124.0;700000;5645.2;3;2;;;;;;SI;PUERTO MADERO;1;-58.36153181786505;-34.611929150955206
JUSTO, JUAN B.;1100;71.0;400000;5633.8;3;0;;;;;SI;;PALERMO;14;-58.43056763299596;-34.582471059997488
LYNCH;400;178.0;1000000;5618.0;4;0;;;;4;SI;;PUERTO MADERO;1;-58.362854927086254;-34.609307604332443
PAINE AIME;1200;177.0;984149;5560.2;4;0;;;;;SI;;PUERTO MADERO;1;-58.361725675983195;-34.611538874082363
QUINTANA;500;234.0;1300000;5555.6;3;25;;;SI;2;;TERRAZA;RECOLETA;2;-58.390058626510225;-34.5884385173756
DEL LIBERTADOR;3600;270.0;1500000;5555.6;0;36;;;;;;;PALERMO;14;-58.419256478072434;-34.573104761706027
SALOTTI MARTHA;500;180.0;997000;5538.9;3;1;;;;2;;;PUERTO MADERO;1;-58.36137925770354;-34.613290470276844
GELLY;3300;130.0;720000;5538.5;0;0;;;SI;;;;PALERMO;14;-58.404640085102109;-34.577423901598507
ALVEAR;1598;90.0;498000;5533.3;3;2;;;;2;;;RETIRO;1;-58.386015523359916;-34.589909655919413
DEALESSI, PIERINA;500;245.0;1350000;5510.2;5;2;;;;;;SI;PUERTO MADERO;1;-58.364536641480008;-34.603234149411769
LYNCH;400;167.0;920000;5509.0;4;0;;;;;SI;;PUERTO MADERO;1;-58.362854927086254;-34.609307604332443
MANSO JUANA;400;60.0;330000;5500.0;2;0;;;SI;;;;PUERTO MADERO;1;-58.363512604547523;-34.601950439769823
SALGUERO, JERONIMO;3000;237.0;1300000;5485.2;4;2;;;SI;;SI;SI;PALERMO;14;-58.406176825634766;-34.577751461599838
SALOTTI MARTHA;500;182.0;989000;5434.1;3;1;;;SI;2;;;PUERTO MADERO;1;-58.36137925770354;-34.613290470276844
VENEZUELA;3600;15.0;81315;5421.0;2;A ESTRENAR;;;SI;SI;;;ALMAGRO;5;-58.416829753364141;-34.617481458163056
RODRIGUEZ PENA;1600;72.0;390000;5416.7;3;0;;;SI;2;;;RECOLETA;2;-58.390064375482396;-34.591648096885869
LAPRIDA;2100;100.0;540000;5400.0;4;0;;;SI;;;;RECOLETA;2;-58.3992874839333;-34.58709495914961
VILLAFLOR, AZUCENA;500;139.0;749000;5388.5;4;0;;;;;SI;;PUERTO MADERO;1;-58.36153181786505;-34.611929150955206
GODOY CRUZ;3000;130.0;700000;5384.6;4;0;;;SI;;;SI;PALERMO;14;-58.423370889202758;-34.576848887799748
EYLE PETRONA;400;110.0;590000;5363.6;2;2;;;SI;;;;PUERTO MADERO;1;-58.362272771742816;-34.614690106150597
DEL LIBERTADOR;2200;280.0;1500000;5357.1;4;42;;;SI;;SI;SI;PALERMO;14;-58.403780486258391;-34.581395460554447
VILLAFLOR, AZUCENA;600;140.0;750000;5357.1;3;0;;;SI;2;;;PUERTO MADERO;1;-58.360373568148454;-34.611850091594832
DEL LIBERTADOR;2200;140.0;750000;5357.1;0;2;;;;;;;PALERMO;14;-58.403780486258391;-34.581395460554447
GUIDO;2400;37.0;198000;5351.4;2;0;;;;;;;RECOLETA;2;-58.395078130958062;-34.58646446856342
SEGUI, JUAN FRANCISCO;4400;299.0;1600000;5351.2;0;10;;;SI;3;;TERRAZA;PALERMO;14;-58.418856179752353;-34.574691968928853
ALVEAR;1900;280.0;1490000;5321.4;4;65;;SI;SI;3;SI;BALCON;RECOLETA;2;-58.38927416675218;-34.587773218406141
ALVEAR;1800;109.0;580000;5321.1;3;70;;;SI;;SI;SI;RECOLETA;2;-58.388189766254854;-34.588484201923244
CERVIÑO;4600;226.0;1202250;5319.7;5;0;;;;3;SI;SI;PALERMO;14;-58.422363336520483;-34.575635526970466
DEL LIBERTADOR;4400;410.0;2180000;5317.1;5;15;;;SI;;;;PALERMO;14;-58.430161080284662;-34.567566593818974
VILLAFLOR, AZUCENA;400;188.0;999000;5313.8;4;0;;;;;;SI;PUERTO MADERO;1;-58.362565775112294;-34.612007109882278
DEL LIBERTADOR;7000;260.0;1380000;5307.7;4;0;;;SI;;;SI;NUÑEZ;13;-58.455840625139146;-34.548149652042305
PAINE AIME;1200;150.0;790000;5266.7;3;0;;;;;;;PUERTO MADERO;1;-58.361725675983195;-34.611538874082363
FIGUEROA ALCORTA, PRES.;3000;200.0;1050000;5250.0;3;70;;;SI;;SI;SI;PALERMO;14;-58.398187633706669;-34.580823702949303
SALOTTI MARTHA;500;168.0;880000;5238.1;3;1;;;SI;2;;;PUERTO MADERO;1;-58.36137925770354;-34.613290470276844
EYLE PETRONA;400;105.0;550000;5238.1;2;5;;;SI;;;;PUERTO MADERO;1;-58.362272771742816;-34.614690106150597
LARREA;1300;22.0;115000;5227.3;2;0;;;;SI;;TERRAZA;RECOLETA;2;-58.400104466404819;-34.591943158064623
GELLY Y OBES, GRAL.;2300;159.0;830000;5220.1;4;60;;;SI;2;SI;SI;RECOLETA;2;-58.39671155090543;-34.585320205418157
VILLAFLOR, AZUCENA;500;190.0;990000;5210.5;4;0;;;;;SI;SI;PUERTO MADERO;1;-58.36153181786505;-34.611929150955206
AYACUCHO;1900;100.0;520000;5200.0;3;60;;;;2;SI;SI;RECOLETA;2;-58.390101831875043;-34.588246159432373
RIOBAMBA;1200;170.0;880000;5176.5;5;8;;;SI;3;SI;SI;RECOLETA;2;-58.394669442470125;-34.594710834740972
GODOY CRUZ;3000;145.0;750000;5172.4;0;11;;;;;;;PALERMO;14;-58.423370889202758;-34.576848887799748
DEL LIBERTADOR;3100;213.0;1100000;5164.3;4;50;;;SI;;SI;;PALERMO;14;-58.411805303809501;-34.576565373628185
ALVEAR;1600;164.0;845000;5152.4;0;70;;;;;SI;;RETIRO;1;-58.386035290828715;-34.589896704658706
CALLAO;1600;204.0;1050000;5147.1;4;50;;;;;SI;SI;RECOLETA;2;-58.391064479989886;-34.590814709027072
HUMBOLDT;2400;51.0;262500;5147.1;2;0;;;;;;;PALERMO;14;-58.42913038531907;-34.579220691730065
DEL LIBERTADOR;7000;350.0;1800000;5142.9;0;0;;;3;;;;NUÑEZ;13;-58.455840625139146;-34.548149652042305
NICARAGUA;6000;56.0;288000;5142.9;2;0;;;SI;;;;PALERMO;14;-58.437665772604959;-34.578592474495032
QUINTANA, MANUEL, PRES.;100;107.0;550000;5140.2;3;90;;;;;;;RETIRO;1;-58.38608247555085;-34.591623862574643
LYNCH MARTA;400;144.0;740000;5138.9;3;0;;;SI;;;;PUERTO MADERO;1;-58.362854927086254;-34.609307604332443
GUEMES;3300;82.0;420000;5122.0;3;3;;;SI;2;SI;;RECOLETA;2;-58.41127310318516;-34.590466896839317
VILLAFLOR, AZUCENA;400;82.0;420000;5122.0;2;0;;;SI;;;;PUERTO MADERO;1;-58.362565775112294;-34.612007109882278
DEL LIBERTADOR;7000;420.0;2150000;5119.0;0;1;;;3;5;;;NUÑEZ;13;-58.455840625139146;-34.548149652042305
JUSTO, JUAN B.;1000;55.0;280000;5090.9;2;0;;;SI;;;;PALERMO;14;-58.429898066742268;-34.581953475038176
AUSTRIA;2500;35.0;178000;5085.7;1;0;;;;SI;;;RECOLETA;2;-58.400070325409359;-34.584949452412914
SALGUERO, JERONIMO;3000;120.0;610000;5083.3;4;0;;;SI;4;SI;SI;PALERMO;14;-58.406176825634766;-34.577751461599838
VILLAFLOR, AZUCENA;600;187.0;950000;5080.2;4;0;;;;;SI;SI;PUERTO MADERO;1;-58.360373568148454;-34.611850091594832
DEL LIBERTADOR;2400;250.0;1270000;5080.0;3;0;;;;;;SI;PALERMO;14;-58.405673983338801;-34.579881371622399
SALOTTI MARTHA;500;236.0;1198000;5076.3;3;1;;;SI;2;;;PUERTO MADERO;1;-58.36137925770354;-34.613290470276844
ARROYO;900;158.0;800000;5063.3;0;0;;;;2;SI;BALCON;RETIRO;1;-58.380118676339102;-34.591589316884679
ALVEAR;1500;81.0;410000;5061.7;3;60;;;SI;;SI;SI;RETIRO;1;-58.384999659250823;-34.590569578926271
CHENAUT, INDALESIO, GRAL.;1700;83.0;420000;5060.2;3;150;;;;;;;PALERMO;14;-58.430798134792902;-34.569864450735309
PAINE AIME;1300;135.0;682050;5052.2;3;0;;;;;;;PUERTO MADERO;1;-58.36125784614083;-34.612724002885493
PARERA;100;129.0;650000;5038.8;3;70;;;SI;SI;SI;SI;RETIRO;1;-58.38612876341498;-34.591403237311795
RUGGIERI, SILVIO L.;2900;44.7;224900;5034.7;2;0;;;SI;SI;;;PALERMO;14;-58.407436680665526;-34.580770594095149
PAINE AIME;1300;239.0;1200000;5020.9;4;0;;;SI;;SI;;PUERTO MADERO;1;-58.36125784614083;-34.612724002885493
GELLY;3600;260.0;1300000;5000.0;5;35;;SI;SI;3;SI;TERRAZA;PALERMO;14;-58.407069270759493;-34.575736731233597
CHARCAS;3900;58.0;290000;5000.0;3;0;;;SI;;SI;;PALERMO;14;-58.418887000182174;-34.587030023045713
SALOTTI MARTHA;400;100.0;500000;5000.0;2;5;;;SI;;;;PUERTO MADERO;1;-58.362417175564133;-34.613363706436196
MANSO JUANA;1100;92.0;460000;5000.0;2;0;;;;2;;;PUERTO MADERO;1;-58.362519406266621;-34.61052382383366
VILLAFLOR, AZUCENA;500;124.0;620000;5000.0;3;0;;;;;SI;;PUERTO MADERO;1;-58.36153181786505;-34.611929150955206
FRAY JUSTO SANTAMARIA DE ORO;2800;48.0;239000;4979.2;2;0;;;SI;;;;PALERMO;14;-58.421375573748335;-34.575860036523345
KENNEDY, JOHN FITGERALD;2800;33.0;164000;4969.7;1;0;;;;;;;PALERMO;14;-58.420010456198888;-34.576277732409622
MANSO JUANA;1100;155.0;770000;4967.7;2;0;;;SI;;;;PUERTO MADERO;1;-58.362519406266621;-34.61052382383366
REPUBLICA DE LA INDIA;3000;146.0;725000;4965.8;5;9;;;SI;;SI;SI;PALERMO;14;-58.414965461116402;-34.578268532053308
LYNCH MARTA;400;145.0;720000;4965.5;3;2;;;SI;;;;PUERTO MADERO;1;-58.362854927086254;-34.609307604332443
ORTIZ DE OCAMPO;2600;127.0;630000;4960.6;2;0;;;SI;;;;PALERMO;14;-58.404861454882358;-34.582569411484378
FLORIDA;1000;726.0;3600000;4958.7;5;80;;;;;SI;BALCON;RETIRO;1;-58.375397036875199;-34.596035171901072
COSSENTTINI, OLGA;100;188.0;930000;4946.8;3;0;;;;2;;;PUERTO MADERO;1;-58.364822714556603;-34.599007202118997
ALVEAR;1500;90.0;445000;4944.4;3;0;;;;;;;RETIRO;1;-58.384999659250823;-34.590569578926271
SALOTTI MARTHA;500;80.0;395000;4937.5;2;1;;;SI;;;;PUERTO MADERO;1;-58.36137925770354;-34.613290470276844
FIGUEROA ALCORTA, PRES.;3000;320.0;1580000;4937.5;0;71;;;;;;;PALERMO;14;-58.398187633706669;-34.580823702949303
DEALESSI, PIERINA;500;210.0;1035000;4928.6;4;3;;;;3;;;PUERTO MADERO;1;-58.364536641480008;-34.603234149411769
GUEMES;4400;65.0;320000;4923.1;3;0;;;;;;;PALERMO;14;-58.422024595732616;-34.582934100420417
VILLAFLOR, AZUCENA;500;128.0;630000;4921.9;3;0;;;;;SI;;PUERTO MADERO;1;-58.36153181786505;-34.611929150955206
DEL LIBERTADOR;1100;126.0;620000;4920.6;5;0;;;SI;2;SI;SI;RECOLETA;2;-58.387475874842885;-34.586043209134615
DEL LIBERTADOR;7000;224.0;1100000;4910.7;4;0;;;SI;;;SI;NUÑEZ;13;-58.455840625139146;-34.548149652042305
AGOTE, LUIS Dr.;2300;51.0;250000;4902.0;2;0;;;;;SI;;RECOLETA;2;-58.396638689699678;-34.586694419688342
OCAMPO, VICTORIA (PROL LAVALLE);2800;300.0;1470000;4900.0;6;43;;;SI;3;;SI;PALERMO;14;-58.40382004229604;-34.581237950960279
JUNCAL;700;245.0;1200000;4898.0;5;90;;;;2;SI;SI;RETIRO;1;-58.377051425576056;-34.5930117664794
HUMBOLDT;2000;97.0;475000;4896.9;4;4;;;SI;;SI;;PALERMO;14;-58.432705173660089;-34.582340346368234
LANTERI JULIETA;600;194.0;950000;4896.9;4;0;;;;;SI;;PUERTO MADERO;1;-58.360139509549498;-34.615960918705468
REPUBLICA DE LA INDIA;3000;47.0;230000;4893.6;2;0;;;;SI;;;PALERMO;14;-58.414965461116402;-34.578268532053308
COSSENTTINI, OLGA;100;145.0;709000;4889.7;3;0;;;;;;SI;PUERTO MADERO;1;-58.364822714556603;-34.599007202118997
UGARTECHE;3200;307.0;1500000;4886.0;0;30;;;;;;;PALERMO;14;-58.411499597927488;-34.579523117362037
LANTERI JULIETA;1300;389.0;1900000;4884.3;4;0;;;SI;;;;PUERTO MADERO;1;-58.359339419331164;-34.613251226505717
GELLY;3300;164.0;800000;4878.0;4;0;;;SI;3;;SI;PALERMO;14;-58.404640085102109;-34.577423901598507
LANTERI JULIETA;1300;79.0;385000;4873.4;2;0;;;SI;;;;PUERTO MADERO;1;-58.359339419331164;-34.613251226505717
QUINTANA;500;236.0;1150000;4872.9;3;35;;;SI;2;;BALCON TERRAZA;RECOLETA;2;-58.390058626510225;-34.5884385173756
ORTIZ DE OCAMPO;2600;117.0;570000;4871.8;3;0;;;;;;;PALERMO;14;-58.404861454882358;-34.582569411484378
LIBERTAD;1500;147.0;715000;4863.9;3;70;;;;;SI;PATIO;RETIRO;1;-58.384194096937861;-34.590869645104817
MANSO JUANA;1100;71.0;345000;4859.2;2;0;;;;;;;PUERTO MADERO;1;-58.362519406266621;-34.61052382383366
DEL LIBERTADOR;300;175.0;850000;4857.1;3;15;;;SI;;;SI;RETIRO;1;-58.377939018695479;-34.591199600447474
DEL LIBERTADOR;2400;307.0;1490000;4853.4;0;25;;;;;;;PALERMO;14;-58.405673983338801;-34.579881371622399
MANSO JUANA;1600;67.0;325000;4850.7;2;0;;;SI;;;;PUERTO MADERO;1;-58.361733029540957;-34.616088622078593
SOLDADO DE LA INDEPENDENCIA;600;165.0;800000;4848.5;4;0;;;;;;;PALERMO;14;-58.432809639118055;-34.568658065552526
PARANA;1200;330.0;1600000;4848.5;5;65;;SI;;3;SI;;RECOLETA;2;-58.388726449702453;-34.594701910761884
SOLDADO DE LA INDEPENDENCIA;500;165.0;800000;4848.5;4;2;;;;;;;PALERMO;14;-58.4317605540881;-34.569275679514654
GUIDO;1600;120.0;580000;4833.3;3;55;;;;;SI;SI;RECOLETA;2;-58.38800331138556;-34.591797483812535
AZCUENAGA;700;29.0;140000;4827.6;0;45;;;;;;;BALVANERA;3;-58.401138686144868;-34.601199760692118
ORTIZ DE OCAMPO;3100;228.0;1100000;4824.6;4;33;;;SI;;;SI;RECOLETA;2;-58.40101789429626;-34.57493307068907
GUEMES;3300;83.0;400000;4819.3;3;4;;;SI;2;SI;BALCON;RECOLETA;2;-58.41127310318516;-34.590466896839317
PAINE AIME;1300;270.0;1300000;4814.8;5;0;;SI;SI;6;;;PUERTO MADERO;1;-58.36125784614083;-34.612724002885493
COPERNICO;2300;250.0;1200000;4800.0;4;68;;;;2;;;RECOLETA;2;-58.397154828894941;-34.586768571664592
ARENALES;1500;52.0;249000;4788.5;2;0;;;;2;;;RETIRO;1;-58.387310552364838;-34.594513103003095
DEALESSI, PIERINA;500;212.0;1015000;4787.7;4;1;;;;3;;;PUERTO MADERO;1;-58.364536641480008;-34.603234149411769
SEGUI, F. J., ALTE.;4700;69.0;330000;4782.6;3;0;;;SI;;SI;;PALERMO;14;-58.422478360795402;-34.573245869213352
PAINE AIME;1600;45.0;215000;4777.8;2;0;;;;;;;PUERTO MADERO;1;-58.36089739191182;-34.616031413494277
MANSO JUANA;1700;157.0;750000;4777.1;4;0;;;SI;5;;SI;PUERTO MADERO;1;-58.361579168113487;-34.617440548033876
MANSO JUANA;100;121.0;577600;4773.6;2;0;;;;;;;PUERTO MADERO;1;-58.363841111279562;-34.598945806416268
GUIDO;2400;22.0;105000;4772.7;1;70;;;;;;;RECOLETA;2;-58.395078130958062;-34.58646446856342
RUGGIERI, SILVIO L.;2900;65.0;310000;4769.2;3;0;;;SI;;;;PALERMO;14;-58.407436680665526;-34.580770594095149
MANSO JUANA;1600;43.0;205000;4767.4;2;0;;;;;;;PUERTO MADERO;1;-58.361733029540957;-34.616088622078593
CASTEX;3400;51.0;243000;4764.7;2;0;;;SI;2;SI;;PALERMO;14;-58.406087584910281;-34.577940160153688
DEL LIBERTADOR;2100;340.0;1620000;4764.7;5;0;;SI;SI;3;SI;;PALERMO;14;-58.402525946220074;-34.581872751846369
GARCIA DEL RIO;2600;121.0;575000;4752.1;4;4;;;SI;;SI;BALCON TERRAZA;SAAVEDRA;12;-58.470900916649981;-34.549155772716155
RUGGIERI, SILVIO L.;2900;141.0;670000;4751.8;4;10;;;SI;2;;;PALERMO;14;-58.407436680665526;-34.580770594095149
CASTEX;3500;400.0;1900000;4750.0;4;30;;SI;SI;2;SI;BALCON;PALERMO;14;-58.407120923836757;-34.577321204333259
PAINE AIME;1200;180.0;855000;4750.0;4;0;;;;3;SI;;PUERTO MADERO;1;-58.361725675983195;-34.611538874082363
ARCOS;2100;80.0;380000;4750.0;3;0;;;;;;;BELGRANO;13;-58.453959063503611;-34.56047873688874
KENNEDY, JOHN FITGERALD;2800;40.0;190000;4750.0;2;0;;;;;;;PALERMO;14;-58.420010456198888;-34.576277732409622
SALOTTI MARTHA;400;116.0;550000;4741.4;3;0;;;SI;;;;PUERTO MADERO;1;-58.362417175564133;-34.613363706436196
DEL LIBERTADOR;2200;135.0;640000;4740.7;3;0;;;SI;;;SI;PALERMO;14;-58.403780486258391;-34.581395460554447
MANSO JUANA;1100;122.0;577000;4729.5;2;0;;;SI;;SI;;PUERTO MADERO;1;-58.362519406266621;-34.61052382383366
DEL LIBERTADOR;2200;110.0;520000;4727.3;2;0;;;SI;;SI;SI;PALERMO;14;-58.403780486258391;-34.581395460554447
RUGGIERI, SILVIO L.;3000;110.0;520000;4727.3;3;0;;;;;;;PALERMO;14;-58.406477579024155;-34.579113570274536
FITZ ROY;1900;35.0;165000;4714.3;2;0;;;SI;;;;PALERMO;14;-58.434777173707943;-34.582619928418623
SALOTTI MARTHA;500;157.0;740000;4713.4;3;1;;;SI;2;;;PUERTO MADERO;1;-58.36137925770354;-34.613290470276844
MANSO JUANA;1200;122.0;575000;4713.1;2;1;;;;;;;PUERTO MADERO;1;-58.362385468262502;-34.611586705167056
PAINE AIME;1100;122.0;575000;4713.1;2;0;;;;;SI;;PUERTO MADERO;1;-58.361865425487473;-34.610476133434759
SALOTTI MARTHA;400;273.0;1280000;4688.6;4;0;;;;2;;;PUERTO MADERO;1;-58.362417175564133;-34.613363706436196
VILLAFLOR, AZUCENA;600;192.0;900000;4687.5;3;0;;;SI;;;;PUERTO MADERO;1;-58.360373568148454;-34.611850091594832
MAIPU;800;32.0;150000;4687.5;1;40;;;;SI;;;SAN NICOLAS;1;-58.377002674780833;-34.598814783779574
MONTEVIDEO;1900;256.0;1200000;4687.5;5;38;;;;;;;RECOLETA;2;-58.385100175466377;-34.588733852307932
MANSO JUANA;1100;121.0;567000;4686.0;3;0;;;;;;;PUERTO MADERO;1;-58.362519406266621;-34.61052382383366
MANSO JUANA;100;143.0;670000;4685.3;3;0;;;;;;;PUERTO MADERO;1;-58.363841111279562;-34.598945806416268
MANSO JUANA;100;157.0;734204;4676.5;3;0;;;SI;2;;;PUERTO MADERO;1;-58.363841111279562;-34.598945806416268
ALVEAR;1800;360.0;1680000;4666.7;4;40;;SI;SI;4;SI;SI;RECOLETA;2;-58.388189766254854;-34.588484201923244
LYNCH MARTA;400;150.0;700000;4666.7;3;2;;;SI;;;;PUERTO MADERO;1;-58.362854927086254;-34.609307604332443
ORTIZ DE OCAMPO;2600;45.0;210000;4666.7;3;0;;;;2;;;PALERMO;14;-58.404861454882358;-34.582569411484378
CERVIÑO;3200;21.0;98000;4666.7;1;30;;;;;;BALCON;PALERMO;14;-58.405224357930415;-34.581697386731925
GUEMES, MACACHA;300;120.0;560000;4666.7;2;0;;;;;SI;;PUERTO MADERO;1;-58.363324293565142;-34.605217853712709
