CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
GARAY, JUAN DE;3200;70.0;139500;1992.9;3;0;;;;;;;PARQUE PATRICIOS;4;-58.409809895192673;-34.630017512606457
PUEYRREDON;900;133.0;265000;1992.5;4;30;;;;3;;;BALVANERA;3;-58.404346078371951;-34.599888825297164
GALLO;600;60.0;119500;1991.7;3;0;;;;;;;ALMAGRO;5;-58.412968876068774;-34.60250688083481
AZCUENAGA;1700;118.0;235000;1991.5;4;55;;;;2;SI;SI;RECOLETA;2;-58.39678127288559;-34.589442919540957
AYACUCHO;1000;118.0;235000;1991.5;3;37;;;;;;;RECOLETA;2;-58.396262716190456;-34.597314033353605
BAUNESS;2100;118.0;235000;1991.5;0;0;;;;;SI;;VILLA URQUIZA;12;-58.48495131637214;-34.577884095225279
JARAMILLO;3400;47.0;93600;1991.5;0;0;;;;SI;;;SAAVEDRA;12;-58.477637062087339;-34.552853199546732
ALVEAR, MARCELO T. De;2000;115.0;229000;1991.3;3;55;;;;2;SI;SI;RECOLETA;2;-58.396102513118748;-34.597436357204884
CASTELLANOS, JOAQUIN;4800;60.0;119472;1991.2;0;A ESTRENAR;;;SI;SI;;;VILLA PUEYRREDON;12;-58.503757196001281;-34.585898663973673
CASTELLANOS, JOAQUIN;3600;60.0;119472;1991.2;0;0;;;;SI;;;VILLA PUEYRREDON;12;-58.502864137836141;-34.586663693068004
PARAGUAY;5500;113.0;225000;1991.2;4;52;;;;;;SI;PALERMO;14;-58.434089885913458;-34.577169676259714
YRIGOYEN, HIPOLITO;700;113.0;225000;1991.2;1;70;;;;;;;MONSERRAT;1;-58.376287003407398;-34.609434865517038
COMBATE DE LOS POZOS;1100;33.0;65700;1990.9;2;50;;;;;;;SAN CRISTOBAL;3;-58.392948662158439;-34.621599512620399
CHARLONE;900;33.0;65700;1990.9;1;A ESTRENAR;;;SI;SI;;;CHACARITA;15;-58.456175548515937;-34.581439075643146
VIAMONTE;600;108.0;215000;1990.7;3;80;;;;;;PATIO;SAN NICOLAS;1;-58.375349700600211;-34.600011555456199
AGUERO;700;32.0;63700;1990.6;1;A ESTRENAR;;;;SI;;;BALVANERA;3;-58.411395660041045;-34.602056705263273
GIRIBONE;1300;32.0;63700;1990.6;2;40;;;;SI;;;VILLA ORTUZAR;15;-58.460527155267201;-34.579804871002843
CASTELLANOS, JOAQUIN;4800;45.0;89565;1990.3;0;0;;;;SI;;;VILLA PUEYRREDON;12;-58.503757196001281;-34.585898663973673
VIDAL;1800;100.0;199000;1990.0;4;26;;;;2;;;BELGRANO;13;-58.458045336813953;-34.567102996944683
ENTRE RIOS;1700;30.0;59700;1990.0;1;1;;;;;;;CONSTITUCION;1;-58.390901492582003;-34.628165745708046
JURAMENTO;5000;60.0;119393;1989.9;2;0;;;;;;;VILLA URQUIZA;12;-58.481246958491312;-34.577570667465935
NAZARRE;3100;98.0;195000;1989.8;0;20;;;;SI;SI;;VILLA DEL PARQUE;11;-58.492505783753131;-34.601132059017345
LOPE DE VEGA;2900;48.0;95500;1989.6;2;0;;;;SI;SI;;VILLA REAL;10;-58.523201192458131;-34.615632951402105
JURAMENTO;2700;45.0;89500;1988.9;2;0;;;;SI;;;BELGRANO;13;-58.459344485981255;-34.563771308821238
AUSTRIA;1700;180.0;358000;1988.9;5;0;;;;2;SI;SI;RECOLETA;2;-58.407918398241456;-34.590857194967427
MITRE, BARTOLOME;2200;36.0;71600;1988.9;1;0;;;;;;;BALVANERA;3;-58.397710107206926;-34.608505604026519
ESTADO DE ISRAEL;4500;176.0;350000;1988.6;0;25;;;;2;;;ALMAGRO;5;-58.429066119987532;-34.599072446422888
RUIZ HUIDOBRO;3300;88.0;175000;1988.6;4;60;;;;;;BALCON PATIO;SAAVEDRA;12;-58.481164004048871;-34.548251339147527
LLAVALLOL;4600;71.0;141181;1988.5;0;0;;;;2;;;VILLA DEVOTO;11;-58.508176930402264;-34.591288159277141
TAMBORINI, JOSE PASCUAL;4800;85.0;169000;1988.2;3;0;;;SI;SI;;;VILLA URQUIZA;12;-58.488214636418292;-34.564531375561373
FREIRE, RAMON, CAP. GRAL.;1000;85.0;169000;1988.2;3;0;;;SI;2;SI;;COLEGIALES;13;-58.45270356690596;-34.575442684814043
ROOSEVELT FRANKLIN D.;3200;85.0;169000;1988.2;4;0;;;SI;;;;COGHLAN;12;-58.468218737845675;-34.562162864551894
CRAMER;2400;168.0;334000;1988.1;4;0;;;;;;;BELGRANO;13;-58.463841353009066;-34.562070542149947
FITZ ROY;2400;83.0;165000;1988.0;0;30;;;;;;;PALERMO;14;-58.430075547529228;-34.578508632968358
ALVAREZ, THOMAS;100;83.0;165000;1988.0;0;35;;;;;;;CHACARITA;15;-58.445827999422583;-34.582733124137889
PARAGUAY;3000;83.0;165000;1988.0;4;0;;;;;;;RECOLETA;2;-58.409676492190862;-34.595794997035242
TERRERO;2100;40.0;79500;1987.5;2;0;;;SI;;SI;;VILLA GRAL. MITRE;11;-58.468949114461097;-34.605188710394103
BALBIN, RICARDO, DR.;2300;80.0;159000;1987.5;3;30;;;SI;SI;;;BELGRANO;13;-58.464989102020674;-34.562675203939627
BLANCO ENCALADA;5600;40.0;79500;1987.5;2;0;;;;SI;;;VILLA URQUIZA;12;-58.491370589882578;-34.578327409628869
BUCARELLI;3500;40.0;79500;1987.5;2;0;;;;SI;;;VILLA URQUIZA;12;-58.497090899974722;-34.565574178224033
CORRIENTES;4200;80.0;159000;1987.5;4;0;;;;2;SI;SI;ALMAGRO;5;-58.42408389317707;-34.603003318615549
CABILDO;200;80.0;159000;1987.5;3;35;;;;;SI;;PALERMO;14;-58.43846280412005;-34.573443809277833
BRAVO, MARIO;1100;40.0;79500;1987.5;0;0;;;;;;;PALERMO;14;-58.415684352894033;-34.59669964980278
THAMES;2300;80.0;159000;1987.5;3;0;;;;;;;PALERMO;14;-58.424162336108068;-34.582945148394387
MONTAÑESES;3000;39.0;77500;1987.2;2;0;;;;;SI;;NUÑEZ;13;-58.456258362298357;-34.549329450869536
VIEL;300;81.0;160930;1986.8;3;0;;;;2;;;CABALLITO;6;-58.432839383273794;-34.619981503607839
PUEYRREDON, HONORIO, DR.;1200;75.0;149000;1986.7;4;30;;;;;;;VILLA CRESPO;15;-58.446688716378226;-34.606288521394255
NOGOYA;2400;74.0;147000;1986.5;0;0;;;;SI;;;VILLA DEL PARQUE;11;-58.484408336404982;-34.598739757692094
MORENO;1800;73.0;145000;1986.3;3;0;;;SI;;;;MONSERRAT;1;-58.391734527261228;-34.612799885636875
YAPEYU;100;73.0;145000;1986.3;3;0;;;;2;;;ALMAGRO;5;-58.421838899671478;-34.613327894122285
HUMBOLDT;2400;73.0;145000;1986.3;3;0;;;;;SI;SI;PALERMO;14;-58.42913038531907;-34.579220691730065
CORDOBA;4300;73.0;145000;1986.3;0;0;;;;;;;VILLA CRESPO;15;-58.427119166797155;-34.596278269185149
CHARCAS;2900;73.0;145000;1986.3;3;0;;;;;;;RECOLETA;2;-58.407349864852605;-34.593681716144019
ROOSEVELT FRANKLIN D.;4800;29.0;57600;1986.2;1;A ESTRENAR;;;SI;;;;VILLA URQUIZA;12;-58.483883854401284;-34.572057358195572
NAZCA;3100;145.0;288000;1986.2;0;35;;;SI;4;SI;SI;VILLA DEL PARQUE;11;-58.490428055906904;-34.600709759238129
AREVALO;2300;72.0;143000;1986.1;0;0;;;;;;;PALERMO;14;-58.435166558457517;-34.576174012489119
LLAVALLOL;4600;60.0;119156;1985.9;0;0;;;;SI;;;VILLA DEVOTO;11;-58.508176930402264;-34.591288159277141
PERGAMINO;100;71.0;141000;1985.9;3;A ESTRENAR;;;;SI;SI;;FLORESTA;10;-58.47385725846538;-34.633335555360169
AMENABAR;600;70.5;140000;1985.8;3;0;;;;;;;COLEGIALES;13;-58.44545632429751;-34.573181484235789
RAMALLO;1900;70.0;139000;1985.7;0;0;;;;;;;NUÑEZ;13;-58.467625416194139;-34.540641693922751
TRIUNVIRATO;3900;35.0;69500;1985.7;1;0;;;;SI;;;PARQUE CHAS;15;-58.475547956571233;-34.580050694287358
LAVALLE;3200;70.0;139000;1985.7;4;0;;;;2;;;BALVANERA;3;-58.411259269602624;-34.602199598153973
CARRANZA, ANGEL JUSTINIANO;1500;70.0;139000;1985.7;3;0;;;;;;;PALERMO;14;-58.440365325088855;-34.584106052888714
AVELLANEDA;1600;70.0;139000;1985.7;3;0;;;;;;;CABALLITO;6;-58.453903577197764;-34.620590143710324
AVELLANEDA;1100;35.0;69500;1985.7;1;0;;;;;;;CABALLITO;6;-58.446521196567247;-34.617681136426597
ANCHORENA, TOMAS M. DE, DR;200;48.0;95300;1985.4;1;0;;;;;;TERRAZA;BALVANERA;3;-58.411697148032452;-34.607867458988089
ALSINA, ADOLFO;2200;68.0;135000;1985.3;3;0;;;SI;2;;;BALVANERA;3;-58.39741353879355;-34.612009988163052
SENILLOSA;400;68.0;135000;1985.3;2;0;;;SI;;;;CABALLITO;6;-58.429335187950549;-34.620755449504408
TUCUMAN;1500;68.0;135000;1985.3;4;68;;;;;SI;BALCON;SAN NICOLAS;1;-58.388017756111317;-34.601850372750192
CABILDO;1500;136.0;270000;1985.3;4;40;;;;;;;COLEGIALES;13;-58.45085508897224;-34.567043807336823
JUJUY;2000;68.0;135000;1985.3;0;0;;;;;;;PARQUE PATRICIOS;4;-58.399552910653419;-34.63365969821362
SUIPACHA;600;65.0;129000;1984.6;3;0;;;;SI;SI;;SAN NICOLAS;1;-58.379755280280264;-34.601317782978086
AMBROSETTI, JUAN B.;200;130.0;258000;1984.6;4;50;;;SI;3;;;CABALLITO;6;-58.436514701804022;-34.61560287657251
GOMEZ, VALENTIN;3500;65.0;129000;1984.6;2;0;;;;SI;SI;;ALMAGRO;5;-58.414728187175413;-34.605112690807665
DIAZ VELEZ;4300;65.0;129000;1984.6;3;0;;;;2;;;ALMAGRO;5;-58.427717190991302;-34.608840353626917
ESMERALDA;1300;325.0;645000;1984.6;5;10;;;;5;;;RETIRO;1;-58.378744447836986;-34.592896478879666
SAAVEDRA;700;32.0;63500;1984.4;2;A ESTRENAR;;;;;SI;;BALVANERA;3;-58.402304594881677;-34.617736381890531
GURRUCHAGA;200;63.0;125000;1984.1;0;0;;;;2;;;VILLA CRESPO;15;-58.444888534705861;-34.599681249688182
RIVADAVIA;3800;63.0;125000;1984.1;3;0;;;;SI;;;ALMAGRO;5;-58.419670792469518;-34.611258000786151
PARAGUAY;5500;63.0;125000;1984.1;0;0;;;;;;;PALERMO;14;-58.434089885913458;-34.577169676259714
HUMBERTO 1°;300;124.0;246000;1983.9;0;15;;;;SI;;;SAN TELMO;1;-58.369933830376326;-34.620810601327555
VALLE;600;62.0;123000;1983.9;3;0;;;;;;;CABALLITO;6;-58.436171679947783;-34.624695026890784
PAYSANDU;1600;68.0;134900;1983.8;3;0;;;;;;;CABALLITO;6;-58.457510117090003;-34.606102449437479
MITRE, BARTOLOME;2200;43.0;85300;1983.7;3;0;;;;;;;BALVANERA;3;-58.397710107206926;-34.608505604026519
CHARLONE;900;49.0;97200;1983.7;2;0;;;;SI;;;CHACARITA;15;-58.456175548515937;-34.581439075643146
GAONA;1300;72.0;142823;1983.7;3;0;;;SI;2;;;CABALLITO;6;-58.447705672396943;-34.608405362189814
THAMES;100;60.0;119000;1983.3;0;0;;;;2;;;VILLA CRESPO;15;-58.447810635608974;-34.598772835826068
CIUDAD DE LA PAZ;2300;60.0;119000;1983.3;3;0;;;;SI;;;BELGRANO;13;-58.459394574333302;-34.560846015507629
BOCAYUVA, QUINTINO;300;60.0;119000;1983.3;4;0;;;;;;;ALMAGRO;5;-58.422727978321099;-34.615788102648565
ESMERALDA;700;60.0;119000;1983.3;3;0;;;;;;;SAN NICOLAS;1;-58.378371369997936;-34.600088027900576
LOBOS, ELEODORO, Dr.;500;60.0;119000;1983.3;0;0;;;;;;;CABALLITO;6;-58.436885284902374;-34.612162847149555
SANCHEZ;1700;53.0;105100;1983.0;3;0;;;;;;SI;VILLA GRAL. MITRE;11;-58.46442168039146;-34.608584235749532
MITRE, BARTOLOME;2200;47.0;93200;1983.0;1;0;;;;;;;BALVANERA;3;-58.397710107206926;-34.608505604026519
MONROE;5712;58.0;115000;1982.8;3;0;;;SI;SI;;;VILLA URQUIZA;12;-58.493150537286304;-34.57842297182448
GUZMAN;600;116.0;230000;1982.8;4;0;;;SI;3;;;CHACARITA;15;-58.457310928136202;-34.586701161354149
QUESADA;5100;58.0;115000;1982.8;2;0;;;SI;;;;VILLA URQUIZA;12;-58.489805615552484;-34.568352367968316
DIAZ VELEZ;4500;58.0;115000;1982.8;3;0;;;;SI;;;ALMAGRO;5;-58.430443343808165;-34.608863435703796
YRIGOYEN, HIPOLITO;2400;58.0;115000;1982.8;3;0;;;;SI;;;BALVANERA;3;-58.400350827153439;-34.611049476673088
DRAGO, LUIS MARIA;100;58.0;115000;1982.8;3;0;;;;2;;SI;VILLA CRESPO;15;-58.435782444018834;-34.603149970903004
CARACAS;100;116.0;230000;1982.8;5;40;;;;3;;;FLORES;7;-58.461893952086541;-34.627257294985306
PERON, JUAN DOMINGO, TTE.;3900;58.0;115000;1982.8;3;0;;;;;;;ALMAGRO;5;-58.421259325104437;-34.606148755523506
MONROE;5700;58.0;115000;1982.8;3;0;;;;;;;VILLA URQUIZA;12;-58.492943891977959;-34.578302000487497
ACHA, MARIANO, Gral.;1900;58.0;115000;1982.8;2;0;;;;;;;VILLA URQUIZA;12;-58.474568796211699;-34.575339201138782
RIVAS, Gral.;2300;39.0;77319;1982.5;0;0;;;;SI;;;VILLA DEL PARQUE;11;-58.481990110398272;-34.598328122684237
LE BRETON, TOMAS A.;4400;56.0;111000;1982.1;3;0;;;;SI;SI;;VILLA URQUIZA;12;-58.482305417258758;-34.566342297786704
PASO;400;28.0;55500;1982.1;2;40;;;;;;;BALVANERA;3;-58.403793963058376;-34.604764321583069
DICKMAN, ADOLFO, Dr.;1400;47.0;93160;1982.1;2;0;;;;2;;;PATERNAL;15;-58.463806143610427;-34.601761047347772
HORNOS, GRAL.;1000;55.0;109000;1981.8;3;0;;;SI;SI;;;BARRACAS;4;-58.375535650350344;-34.640588263403657
CUENCA;2500;55.0;109000;1981.8;0;0;;;;SI;;;VILLA DEL PARQUE;11;-58.490818220445391;-34.607024264893596
CULLEN;5700;55.0;109000;1981.8;0;0;;;;SI;SI;;VILLA URQUIZA;12;-58.494323835046181;-34.576579221785678
CABILDO;500;55.0;109000;1981.8;2;0;;;;;;;COLEGIALES;13;-58.442004587307807;-34.571577137204564
JUSTO, JUAN B.;1400;60.0;118900;1981.7;0;0;;;;;;;PALERMO;14;-58.433685984557961;-34.584769453631594
PAVON;1200;27.0;53500;1981.5;1;A ESTRENAR;;;SI;SI;SI;;CONSTITUCION;1;-58.382852466140456;-34.626127772480778
VALLEJOS;2900;54.0;107000;1981.5;2;0;;;SI;;;;VILLA PUEYRREDON;12;-58.500674335225263;-34.587917434033812
DEAN FUNES;500;27.0;53500;1981.5;2;45;;;;;;;BALVANERA;3;-58.406787255465026;-34.616293199928677
MANSILLA, LUCIO NORBERTO, GRAL.;2400;106.0;210000;1981.1;1;30;;;;SI;SI;SI;RECOLETA;2;-58.401852660694018;-34.596992139104351
DE LOS INCAS;4300;53.0;105000;1981.1;2;0;;;;SI;SI;;VILLA ORTUZAR;15;-58.472010369477886;-34.580149648785465
SUPERI;3500;25.0;49500;1980.0;0;35;;;;SI;;;COGHLAN;12;-58.477114043322118;-34.555534235843986
PEREZ, ROQUE;4200;50.0;99000;1980.0;0;0;;;;SI;;;SAAVEDRA;12;-58.482206425651505;-34.550048484182184
RODRIGUEZ PENA;700;100.0;198000;1980.0;4;60;;;SI;;;SI;SAN NICOLAS;1;-58.391583844906378;-34.600800552290245
YERBAL;3400;25.0;49500;1980.0;1;12;;;;SI;;;FLORESTA;10;-58.476152778698435;-34.631204116644497
GARDEL, CARLOS;3100;50.0;99000;1980.0;2;0;;;;SI;;;BALVANERA;3;-58.408719040987847;-34.603516200539161
MONROE;5600;50.0;99000;1980.0;3;0;;;;SI;;;VILLA URQUIZA;12;-58.49187617159388;-34.577676919169548
DEFENSA;1400;50.0;99000;1980.0;2;85;;;;;SI;TERRAZA;SAN TELMO;1;-58.371025610182869;-34.624227039102244
CASTRO;600;100.0;198000;1980.0;0;7;;;;;;;ALMAGRO;5;-58.420368698719479;-34.618809790737735
GAVILAN;1200;49.0;97000;1979.6;0;0;;;;SI;;;FLORES;7;-58.465821256213431;-34.616351017470919
CORDOBA;6500;39.0;77200;1979.5;2;0;;;SI;;;;CHACARITA;15;-58.450750411684297;-34.582207898741871
CERVANTES;1800;48.0;95000;1979.2;0;0;;;;SI;;;MONTE CASTRO;10;-58.508155838955908;-34.622821444168778
ECHEVERRIA;5300;48.0;95000;1979.2;0;0;;;;SI;;;VILLA URQUIZA;12;-58.483832066026444;-34.580678707325653
RIGLOS;100;72.0;142500;1979.2;3;0;;;SI;2;;;CABALLITO;6;-58.437321296010289;-34.61980327497298
CARRANZA, ANGEL JUSTINIANO;2300;96.0;190000;1979.2;4;48;;;;;SI;;PALERMO;14;-58.433123496121631;-34.577781164664692
SUIPACHA;600;48.0;95000;1979.2;3;0;;;;;;;SAN NICOLAS;1;-58.379755280280264;-34.601317782978086
ZAPIOLA;900;48.0;95000;1979.2;2;0;;;;;;;COLEGIALES;13;-58.450510531399466;-34.57516941037882
MAIPU;700;48.0;95000;1979.2;2;0;;;;;;;SAN NICOLAS;1;-58.376961436828019;-34.599992586473064
LAVALLE;1600;48.0;95000;1979.2;2;0;;;;;;;SAN NICOLAS;1;-58.389437875527555;-34.603148308101233
BAUNESS;2000;44.0;87064;1978.7;2;0;;;SI;SI;;;VILLA URQUIZA;12;-58.483981290601001;-34.579026876262638
WARNES;100;93.0;184000;1978.5;4;35;;;;2;SI;;VILLA CRESPO;15;-58.438900613685831;-34.603890374103621
URQUIZA, Gral.;700;46.0;91000;1978.3;2;0;;;;;;BALCON TERRAZA;BALVANERA;3;-58.409171089193855;-34.61866937206814
PASEO COLON;1100;92.0;182000;1978.3;3;3;;;SI;;;;SAN TELMO;1;-58.368271127398252;-34.620579887712196
RIVERA, PEDRO I., DR.;3900;46.0;91000;1978.3;2;0;;;;SI;;;COGHLAN;12;-58.475303023228726;-34.565004744154436
NEUQUEN;1000;46.0;91000;1978.3;2;0;;;;;;;CABALLITO;6;-58.446689055960803;-34.616124139997297
CORDOBA;700;91.0;180000;1978.0;4;70;;;;;;;SAN NICOLAS;1;-58.376788582541096;-34.598943145522725
ALTOLAGUIRRE;2000;136.0;269000;1977.9;5;33;;;SI;2;SI;BALCON TERRAZA;VILLA URQUIZA;12;-58.486612772038775;-34.582096589697514
BEIRO, FRANCISCO;3300;45.0;89000;1977.8;0;A ESTRENAR;;;;2;;;VILLA DEL PARQUE;11;-58.499412356867971;-34.598372297047256
GUEMES;3500;45.0;89000;1977.8;1;0;;;;SI;;;PALERMO;14;-58.412846946210067;-34.589439951902321
DORREGO;2600;90.0;178000;1977.8;3;90;;;;2;;;PALERMO;14;-58.435474183699327;-34.574842747522077
HUMBERTO 1°;700;45.0;89000;1977.8;3;0;;;;;;;SAN TELMO;1;-58.37571588540991;-34.620967675767119
PUEYRREDON, HONORIO, DR.;400;54.0;106800;1977.8;2;0;;;;;;;CABALLITO;6;-58.440849670789099;-34.614789199804676
CHACABUCO;300;45.0;89000;1977.8;2;0;;;;;;;MONSERRAT;1;-58.376042157101203;-34.611557324687951
SANTA FE;3300;133.0;263000;1977.4;4;40;;;SI;3;SI;SI;PALERMO;14;-58.41164164643309;-34.588183563513617
GALLARDO;500;53.1;105000;1977.4;3;0;;;;;SI;;VERSALLES;10;-58.524699461175189;-34.63310814234756
GOYENA, PEDRO;1100;88.0;174000;1977.3;2;5;;;SI;;;;CABALLITO;6;-58.443205840459441;-34.626914694865867
RIVADAVIA;6000;48.0;94900;1977.1;3;0;;;;;;;CABALLITO;6;-58.449810346399772;-34.624137864012219
BRUNO, GIORDANO;800;61.0;120600;1977.0;3;0;;;;2;;;CABALLITO;6;-58.441215894105468;-34.617201138090671
COCHABAMBA;400;43.0;85000;1976.7;0;0;;;;SI;;;SAN TELMO;1;-58.37121584614836;-34.623185079367978
JUSTO, JUAN B.;700;43.0;85000;1976.7;0;0;;;;;;;PALERMO;14;-58.427145443298386;-34.579143124869404
ARTIGAS MANUEL de;4800;43.0;85000;1976.7;0;0;;;;2;;;VILLA PUEYRREDON;12;-58.498582996170086;-34.58269192466792
MOLINA;1300;43.0;85000;1976.7;2;0;;;SI;SI;SI;;LINIERS;9;-58.523619342791335;-34.653436865694701
PEDRAZA, MANUELA;4600;43.0;85000;1976.7;2;0;;;;SI;;;VILLA URQUIZA;12;-58.486118534694846;-34.562293916960471
LOBOS, ELEODORO, Dr.;500;43.0;85000;1976.7;1;0;;;;;;;CABALLITO;6;-58.436885284902374;-34.612162847149555
FORMOSA;300;43.0;85000;1976.7;3;0;;;;;;;CABALLITO;6;-58.432566735880783;-34.62119260730752
RIO DE JANEIRO;200;43.0;85000;1976.7;2;0;;;;;;;CABALLITO;6;-58.430289642733932;-34.613354784206805
PAZ, MARCOS;2400;34.0;67200;1976.5;2;0;;;SI;SI;;;MONTE CASTRO;10;-58.505562450203222;-34.616785619194211
SAN JUAN;4200;63.0;124500;1976.2;3;0;;;SI;;;;BOEDO;5;-58.424103451723461;-34.626750003305354
AMENABAR;1600;126.0;249000;1976.2;5;35;;;;;;;COLEGIALES;13;-58.454843175853625;-34.567671550845937
SARMIENTO;3800;42.0;83000;1976.2;2;0;;;;;;;PALERMO;14;-58.413161617922079;-34.572679877661763
CURAPALIGUE;400;42.0;83000;1976.2;2;0;;;;;;;CABALLITO;6;-58.451962372058937;-34.629448270998658
CONGRESO;3500;62.0;122499;1975.8;2;0;;;SI;;;;COGHLAN;12;-58.47370556206716;-34.561441260858004
SAN MARTIN;4400;41.0;81000;1975.6;0;A ESTRENAR;;;;SI;;;VILLA DEL PARQUE;11;-58.482169231883631;-34.598387921991197
VALLEJOS;2900;41.0;81000;1975.6;0;0;;;SI;;;;VILLA PUEYRREDON;12;-58.500674335225263;-34.587917434033812
JOVELLANOS, GASPAR M. de;800;41.0;81000;1975.6;2;0;;;;SI;SI;;BARRACAS;4;-58.372046921619209;-34.639361261647593
MOLDES;2500;41.0;81000;1975.6;2;0;;;;;;;BELGRANO;13;-58.462789560043596;-34.560031427853453
AYACUCHO;500;49.0;96800;1975.5;2;0;;;;;;;BALVANERA;3;-58.395581082719893;-34.603306664312441
YATAY;700;81.0;160000;1975.3;3;10;;;SI;SI;;;ALMAGRO;5;-58.428991871870487;-34.604131152228966
PARAGUAY;2500;81.0;160000;1975.3;3;45;;;;SI;SI;SI;RECOLETA;2;-58.403411203772983;-34.597679530393442
PARAGUAY;2600;81.0;160000;1975.3;4;50;;;;SI;;;RECOLETA;2;-58.405167137231153;-34.597375528794252
YERBAL;1600;81.0;160000;1975.3;4;12;;;;2;;;CABALLITO;6;-58.453462881098751;-34.624195744207746
ACOYTE;200;81.0;160000;1975.3;4;35;;;;;;;CABALLITO;6;-58.437739387022063;-34.615962986860964
TRIUNVIRATO;3200;40.0;79012;1975.3;1;0;;;;SI;;;VILLA ORTUZAR;15;-58.46741926723238;-34.583768455661392
VIAMONTE;600;80.0;158000;1975.0;4;30;;;SI;SI;;;SAN NICOLAS;1;-58.375349700600211;-34.600011555456199
RENQUE CURA;1800;80.0;158000;1975.0;0;0;;;;2;;;MONTE CASTRO;10;-58.507534910686488;-34.622225889580115
ALVAREZ JONTE;5000;80.0;158000;1975.0;0;0;;;;2;;;MONTE CASTRO;10;-58.507647466608027;-34.620896170117881
GURRUCHAGA;200;60.0;118500;1975.0;0;0;;;;SI;;;VILLA CRESPO;15;-58.444888534705861;-34.599681249688182
ALBERDI, JUAN BAUTISTA;1000;200.0;395000;1975.0;5;26;;;SI;3;;;CABALLITO;6;-58.441868477479431;-34.622983778935989
JURAMENTO;2000;200.0;395000;1975.0;4;45;;;SI;3;;;BELGRANO;13;-58.452830127709838;-34.559955630888837
BLANCO ENCALADA;4491;40.0;79000;1975.0;2;0;;;;SI;;;VILLA URQUIZA;12;-58.479313789244941;-34.571496192176689
LACROZE, FEDERICO;3000;40.0;79000;1975.0;1;0;;;;SI;SI;;COLEGIALES;13;-58.448206677784277;-34.576069035520412
SALGUERO, JERONIMO;57;40.0;79000;1975.0;1;0;;;;SI;;;ALMAGRO;5;-58.419673467906513;-34.610308512595054
PIEDRAS;1700;40.0;79000;1975.0;2;0;;;;SI;;;BARRACAS;4;-58.374426707654415;-34.628516135784984
TRIUNVIRATO;3245;40.0;79000;1975.0;1;0;;;;SI;;;VILLA ORTUZAR;15;-58.467797189175698;-34.583500248403965
CUCHA CUCHA;900;80.0;158000;1975.0;3;0;;;;2;;;CABALLITO;6;-58.448761081661978;-34.611914944644624
PACHECO DE MELO, JOSE ANDRES;2800;200.0;395000;1975.0;4;70;;;;;SI;SI;RECOLETA;2;-58.402840070729518;-34.58607763479435
DICKMAN, ADOLFO, Dr.;1400;48.0;94800;1975.0;2;0;;;;;;;PATERNAL;15;-58.463806143610427;-34.601761047347772
RIO DE JANEIRO;100;40.0;79000;1975.0;1;0;;;;;;;CABALLITO;6;-58.430247949064594;-34.614058313933086
PARAGUAY;4200;80.0;158000;1975.0;0;0;;;;;;;PALERMO;14;-58.421325655980006;-34.58708219643318
VILELA;2300;40.0;79000;1975.0;2;0;;;;;SI;;NUÑEZ;13;-58.469102494314377;-34.545571835645049
ESCALADA DE SAN MARTIN, R.;800;40.0;79000;1975.0;1;0;;;;;;;VILLA CRESPO;15;-58.454106524061196;-34.603079929662819
LACROZE, FEDERICO;1800;118.0;233000;1974.6;3;25;;;;;;;PALERMO;14;-58.439415389176467;-34.564582521268974
TALCAHUANO;900;157.0;310000;1974.5;5;50;;;SI;3;SI;SI;RETIRO;1;-58.385705372832405;-34.598191445052855
CORRIENTES;1200;39.0;77000;1974.4;2;0;;;;SI;;;SAN NICOLAS;1;-58.383662390571338;-34.603963614662007
WASHINGTON;2700;39.0;77000;1974.4;2;0;;;;SI;SI;;COGHLAN;12;-58.474270396602321;-34.56424602462608
TINOGASTA;2900;39.0;77000;1974.4;0;0;;;;SI;SI;;VILLA DEL PARQUE;11;-58.49190473857572;-34.598454169919229
ARENALES;1800;78.0;154000;1974.4;3;50;;;;;;SI;RECOLETA;2;-58.393182894034574;-34.59497189626844
VIAMONTE;800;39.0;77000;1974.4;2;0;;;;;;;SAN NICOLAS;1;-58.378192864540189;-34.600214603814173
CORDOBA;3500;39.0;77000;1974.4;2;0;;;;;;;ALMAGRO;5;-58.415995083507099;-34.597992821991646
ZABALA;3000;85.0;167800;1974.1;3;0;;;;;;;COLEGIALES;13;-58.453222759630364;-34.573509803722253
DORREGO;2000;54.0;106600;1974.1;0;0;;;;;;;COLEGIALES;13;-58.440680638753335;-34.579036318968924
CERETTI;2300;31.0;61192;1973.9;1;A ESTRENAR;;;;SI;;;VILLA URQUIZA;12;-58.491546828804516;-34.579751555294159
PUEYRREDON;2300;190.0;375000;1973.7;4;25;;;SI;2;;;RECOLETA;2;-58.396325332595403;-34.586865959172123
YERBAL;400;76.0;150000;1973.7;3;31;;;SI;2;;;CABALLITO;6;-58.437118698979049;-34.617096256993008
MARMOL, JOSE;1300;114.0;225000;1973.7;5;11;;;SI;;;PATIO TERRAZA;BOEDO;5;-58.423226044169915;-34.629883702229634
